# SignalP-6.0	Organism: Eukarya	Timestamp: 20221121194019
# ID	Prediction	OTHER	SP(Sec/SPI)	CS Position
maker-000187F-augustus-gene-12.0-mRNA-1	OTHER	1.000053	0.000000	
maker-000187F-est_gff_StringTie-gene-12.1-mRNA-1	OTHER	1.000055	0.000000	
maker-000187F-est_gff_StringTie-gene-12.2-mRNA-1	OTHER	1.000065	0.000002	
maker-000187F-est_gff_StringTie-gene-12.2-mRNA-2	OTHER	1.000046	0.000000	
maker-000187F-exonerate_protein2genome-gene-12.0-mRNA-1	OTHER	0.991541	0.008464	
maker-000187F-augustus-gene-13.0-mRNA-1	OTHER	1.000059	0.000003	
maker-000187F-augustus-gene-13.0-mRNA-2	OTHER	1.000059	0.000003	
maker-000187F-est_gff_StringTie-gene-13.0-mRNA-1	OTHER	0.999974	0.000034	
maker-000187F-est_gff_StringTie-gene-13.0-mRNA-2	OTHER	1.000075	0.000000	
evm-000187F-processed-gene-14.4-mRNA-1	OTHER	1.000048	0.000000	
maker-000187F-est_gff_StringTie-gene-15.0-mRNA-2	SP	0.000283	0.999688	CS pos: 24-25. Pr: 0.9763
maker-000187F-est_gff_StringTie-gene-15.0-mRNA-1	SP	0.000283	0.999688	CS pos: 24-25. Pr: 0.9763
maker-000187F-est_gff_StringTie-gene-15.0-mRNA-3	OTHER	1.000057	0.000011	
maker-000187F-est_gff_StringTie-gene-16.0-mRNA-2	OTHER	1.000052	0.000000	
maker-000187F-est_gff_StringTie-gene-16.0-mRNA-1	OTHER	1.000066	0.000000	
evm-000187F-processed-gene-2.5-mRNA-1	OTHER	1.000074	0.000000	
maker-000187F-augustus-gene-2.28-mRNA-1	OTHER	1.000047	0.000000	
maker-000187F-est_gff_StringTie-gene-2.4-mRNA-5	OTHER	1.000055	0.000000	
maker-000187F-est_gff_StringTie-gene-2.4-mRNA-4	OTHER	1.000050	0.000000	
maker-000187F-est_gff_StringTie-gene-2.4-mRNA-3	OTHER	0.999940	0.000075	
maker-000187F-est_gff_StringTie-gene-2.4-mRNA-1	OTHER	1.000051	0.000000	
maker-000187F-est_gff_StringTie-gene-2.4-mRNA-2	OTHER	1.000051	0.000000	
maker-000187F-exonerate_protein2genome-gene-2.1-mRNA-1	OTHER	1.000077	0.000002	
maker-000187F-est_gff_StringTie-gene-2.6-mRNA-1	OTHER	1.000052	0.000000	
maker-000187F-exonerate_protein2genome-gene-3.2-mRNA-1	OTHER	1.000056	0.000000	
maker-000187F-exonerate_protein2genome-gene-3.2-mRNA-2	OTHER	1.000056	0.000000	
maker-000187F-est_gff_StringTie-gene-8.4-mRNA-1	OTHER	1.000019	0.000002	
augustus_masked-000187F-processed-gene-8.8-mRNA-1	OTHER	1.000048	0.000000	
maker-000187F-augustus-gene-8.17-mRNA-1	OTHER	0.999987	0.000053	
maker-000187F-augustus-gene-8.17-mRNA-2	OTHER	0.999987	0.000053	
maker-000187F-augustus-gene-8.17-mRNA-3	OTHER	1.000062	0.000000	
augustus_masked-000187F-processed-gene-9.2-mRNA-1	OTHER	1.000055	0.000000	
augustus_masked-000187F-processed-gene-9.3-mRNA-1	OTHER	1.000054	0.000000	
augustus_masked-000187F-processed-gene-9.4-mRNA-1	OTHER	1.000077	0.000000	
augustus_masked-000187F-processed-gene-9.5-mRNA-1	OTHER	1.000059	0.000001	
augustus_masked-000187F-processed-gene-9.6-mRNA-1	OTHER	1.000078	0.000000	
augustus_masked-000187F-processed-gene-9.7-mRNA-1	OTHER	1.000044	0.000000	
augustus_masked-000187F-processed-gene-9.8-mRNA-1	OTHER	1.000070	0.000000	
augustus_masked-000187F-processed-gene-9.9-mRNA-1	OTHER	1.000076	0.000000	
augustus_masked-000187F-processed-gene-9.10-mRNA-1	OTHER	1.000056	0.000000	
maker-000187F-est_gff_StringTie-gene-10.1-mRNA-2	OTHER	0.895486	0.104509	
maker-000187F-est_gff_StringTie-gene-10.1-mRNA-3	OTHER	0.954832	0.045179	
maker-000187F-est_gff_StringTie-gene-10.1-mRNA-1	OTHER	1.000074	0.000000	
maker-000187F-est_gff_StringTie-gene-11.2-mRNA-4	OTHER	1.000077	0.000000	
maker-000187F-est_gff_StringTie-gene-11.2-mRNA-2	OTHER	1.000043	0.000002	
maker-000187F-est_gff_StringTie-gene-11.2-mRNA-1	SP	0.000440	0.999527	CS pos: 27-28. Pr: 0.9745
maker-000187F-est_gff_StringTie-gene-11.2-mRNA-3	OTHER	1.000043	0.000002	
maker-000187F-est_gff_StringTie-gene-11.3-mRNA-1	OTHER	1.000053	0.000001	
maker-000187F-est_gff_StringTie-gene-13.1-mRNA-3	OTHER	1.000085	0.000000	
maker-000187F-est_gff_StringTie-gene-13.1-mRNA-4	OTHER	1.000057	0.000000	
maker-000187F-est_gff_StringTie-gene-13.1-mRNA-1	OTHER	1.000054	0.000000	
maker-000187F-est_gff_StringTie-gene-13.1-mRNA-2	OTHER	1.000054	0.000000	
maker-000187F-augustus-gene-13.3-mRNA-1	OTHER	1.000065	0.000006	
maker-000187F-est_gff_StringTie-gene-14.0-mRNA-3	OTHER	1.000066	0.000000	
maker-000187F-est_gff_StringTie-gene-14.0-mRNA-1	OTHER	1.000066	0.000000	
maker-000187F-est_gff_StringTie-gene-14.0-mRNA-2	OTHER	1.000032	0.000006	
maker-000187F-est_gff_StringTie-gene-14.0-mRNA-5	OTHER	1.000046	0.000000	
maker-000187F-est_gff_StringTie-gene-14.0-mRNA-4	OTHER	1.000077	0.000000	
maker-000187F-est_gff_StringTie-gene-14.1-mRNA-1	OTHER	1.000073	0.000000	
maker-000187F-est_gff_StringTie-gene-15.1-mRNA-2	SP	0.000261	0.999714	CS pos: 24-25. Pr: 0.9645
maker-000187F-est_gff_StringTie-gene-15.1-mRNA-1	SP	0.000261	0.999714	CS pos: 24-25. Pr: 0.9645
maker-000187F-est_gff_StringTie-gene-15.1-mRNA-3	SP	0.000261	0.999714	CS pos: 24-25. Pr: 0.9645
maker-000187F-augustus-gene-15.2-mRNA-1	OTHER	1.000041	0.000000	
maker-000187F-est_gff_StringTie-gene-15.3-mRNA-1	OTHER	1.000018	0.000000	
maker-000187F-est_gff_StringTie-gene-16.1-mRNA-1	OTHER	0.999871	0.000120	
maker-000188F-est_gff_StringTie-gene-1.0-mRNA-2	OTHER	0.999997	0.000002	
maker-000188F-est_gff_StringTie-gene-1.0-mRNA-1	OTHER	0.999996	0.000000	
maker-000188F-est_gff_StringTie-gene-2.2-mRNA-1	OTHER	1.000070	0.000000	
maker-000188F-exonerate_protein2genome-gene-2.0-mRNA-1	OTHER	1.000059	0.000000	
maker-000188F-augustus-gene-2.2-mRNA-1	OTHER	1.000070	0.000000	
augustus_masked-000188F-processed-gene-2.17-mRNA-1	OTHER	1.000049	0.000000	
maker-000188F-est_gff_StringTie-gene-2.4-mRNA-5	OTHER	1.000051	0.000000	
maker-000188F-est_gff_StringTie-gene-2.4-mRNA-1	OTHER	1.000047	0.000000	
maker-000188F-est_gff_StringTie-gene-2.4-mRNA-2	OTHER	1.000047	0.000000	
maker-000188F-est_gff_StringTie-gene-2.4-mRNA-3	OTHER	1.000047	0.000000	
maker-000188F-est_gff_StringTie-gene-2.4-mRNA-4	OTHER	1.000047	0.000000	
maker-000188F-exonerate_protein2genome-gene-3.0-mRNA-2	OTHER	1.000023	0.000000	
maker-000188F-exonerate_protein2genome-gene-3.0-mRNA-3	OTHER	1.000030	0.000000	
maker-000188F-exonerate_protein2genome-gene-3.0-mRNA-1	OTHER	1.000039	0.000000	
maker-000188F-exonerate_protein2genome-gene-3.0-mRNA-10	OTHER	1.000039	0.000000	
maker-000188F-exonerate_protein2genome-gene-3.0-mRNA-11	OTHER	1.000039	0.000000	
maker-000188F-exonerate_protein2genome-gene-3.0-mRNA-12	OTHER	1.000039	0.000000	
maker-000188F-exonerate_protein2genome-gene-3.0-mRNA-13	OTHER	1.000039	0.000000	
maker-000188F-exonerate_protein2genome-gene-3.0-mRNA-4	OTHER	1.000039	0.000000	
maker-000188F-exonerate_protein2genome-gene-3.0-mRNA-5	OTHER	1.000039	0.000000	
maker-000188F-exonerate_protein2genome-gene-3.0-mRNA-6	OTHER	1.000039	0.000000	
maker-000188F-exonerate_protein2genome-gene-3.0-mRNA-7	OTHER	1.000039	0.000000	
maker-000188F-exonerate_protein2genome-gene-3.0-mRNA-8	OTHER	1.000040	0.000000	
maker-000188F-exonerate_protein2genome-gene-3.0-mRNA-9	OTHER	1.000039	0.000000	
evm-000188F-processed-gene-3.15-mRNA-1	OTHER	1.000033	0.000000	
maker-000188F-augustus-gene-3.1-mRNA-1	OTHER	0.999918	0.000097	
maker-000188F-augustus-gene-3.1-mRNA-2	OTHER	0.999918	0.000097	
maker-000188F-augustus-gene-3.1-mRNA-3	OTHER	0.999918	0.000097	
maker-000188F-augustus-gene-4.13-mRNA-1	OTHER	0.999968	0.000079	
maker-000188F-est_gff_StringTie-gene-5.1-mRNA-1	OTHER	1.000073	0.000000	
maker-000188F-est_gff_StringTie-gene-5.2-mRNA-1	OTHER	1.000076	0.000000	
maker-000188F-est_gff_StringTie-gene-5.2-mRNA-2	OTHER	1.000039	0.000000	
maker-000188F-augustus-gene-5.8-mRNA-1	OTHER	1.000047	0.000001	
maker-000188F-augustus-gene-5.8-mRNA-2	OTHER	1.000045	0.000001	
maker-000188F-exonerate_protein2genome-gene-6.0-mRNA-1	OTHER	1.000056	0.000000	
maker-000188F-exonerate_protein2genome-gene-6.1-mRNA-3	OTHER	1.000075	0.000000	
maker-000188F-exonerate_protein2genome-gene-6.1-mRNA-2	OTHER	1.000044	0.000000	
maker-000188F-exonerate_protein2genome-gene-6.1-mRNA-1	OTHER	1.000044	0.000000	
evm-000188F-processed-gene-7.19-mRNA-1	OTHER	1.000003	0.000005	
maker-000188F-est_gff_StringTie-gene-8.0-mRNA-1	OTHER	1.000040	0.000001	
maker-000188F-augustus-gene-8.1-mRNA-1	OTHER	1.000044	0.000000	
maker-000188F-exonerate_protein2genome-gene-9.4-mRNA-1	OTHER	1.000068	0.000000	
maker-000188F-exonerate_protein2genome-gene-9.4-mRNA-2	OTHER	1.000061	0.000000	
evm-000188F-processed-gene-9.7-mRNA-1	OTHER	1.000060	0.000000	
maker-000188F-augustus-gene-9.3-mRNA-1	OTHER	0.996102	0.003896	
augustus_masked-000188F-processed-gene-9.14-mRNA-1	OTHER	1.000019	0.000029	
maker-000188F-est_gff_StringTie-gene-11.1-mRNA-1	SP	0.440785	0.559201	CS pos: 32-33. Pr: 0.3667
maker-000188F-est_gff_StringTie-gene-11.1-mRNA-2	OTHER	1.000027	0.000009	
maker-000188F-exonerate_protein2genome-gene-11.6-mRNA-1	OTHER	1.000065	0.000000	
maker-000188F-est_gff_StringTie-gene-12.0-mRNA-1	OTHER	1.000052	0.000000	
maker-000188F-est_gff_StringTie-gene-12.0-mRNA-2	OTHER	1.000037	0.000000	
maker-000188F-augustus-gene-12.1-mRNA-2	OTHER	0.915757	0.084261	
maker-000188F-augustus-gene-12.1-mRNA-1	OTHER	0.915758	0.084260	
maker-000188F-est_gff_StringTie-gene-12.2-mRNA-2	OTHER	1.000036	0.000000	
maker-000188F-est_gff_StringTie-gene-12.2-mRNA-1	OTHER	0.999598	0.000424	
maker-000188F-est_gff_StringTie-gene-14.0-mRNA-1	OTHER	1.000091	0.000000	
augustus_masked-000188F-processed-gene-14.9-mRNA-1	OTHER	1.000064	0.000001	
maker-000188F-augustus-gene-14.18-mRNA-1	OTHER	1.000024	0.000000	
maker-000188F-augustus-gene-14.18-mRNA-2	OTHER	1.000024	0.000000	
augustus_masked-000188F-processed-gene-15.11-mRNA-1	OTHER	0.999994	0.000039	
maker-000188F-est_gff_StringTie-gene-16.0-mRNA-1	OTHER	1.000006	0.000014	
maker-000188F-est_gff_StringTie-gene-16.0-mRNA-2	OTHER	1.000043	0.000000	
maker-000188F-est_gff_StringTie-gene-16.0-mRNA-3	OTHER	1.000062	0.000000	
maker-000188F-augustus-gene-16.1-mRNA-1	OTHER	1.000084	0.000001	
augustus_masked-000188F-processed-gene-16.10-mRNA-1	OTHER	0.999864	0.000181	
evm-000188F-processed-gene-16.15-mRNA-1	OTHER	1.000067	0.000000	
maker-000188F-est_gff_StringTie-gene-1.2-mRNA-1	OTHER	1.000067	0.000000	
maker-000188F-est_gff_StringTie-gene-1.2-mRNA-4	OTHER	1.000067	0.000000	
maker-000188F-est_gff_StringTie-gene-1.2-mRNA-2	OTHER	1.000062	0.000000	
maker-000188F-est_gff_StringTie-gene-1.2-mRNA-3	OTHER	1.000085	0.000000	
evm-000188F-processed-gene-2.26-mRNA-1	OTHER	1.000078	0.000000	
maker-000188F-est_gff_StringTie-gene-2.6-mRNA-1	OTHER	0.999926	0.000101	
maker-000188F-augustus-gene-3.2-mRNA-1	OTHER	1.000076	0.000000	
maker-000188F-augustus-gene-3.2-mRNA-2	OTHER	1.000074	0.000000	
maker-000188F-est_gff_StringTie-gene-3.5-mRNA-1	OTHER	1.000046	0.000000	
maker-000188F-est_gff_StringTie-gene-3.5-mRNA-3	OTHER	1.000046	0.000000	
maker-000188F-est_gff_StringTie-gene-3.5-mRNA-2	OTHER	1.000046	0.000000	
maker-000188F-est_gff_StringTie-gene-3.6-mRNA-1	OTHER	1.000081	0.000000	
maker-000188F-est_gff_StringTie-gene-3.7-mRNA-1	OTHER	1.000058	0.000001	
maker-000188F-est_gff_StringTie-gene-3.7-mRNA-2	OTHER	1.000058	0.000001	
maker-000188F-est_gff_StringTie-gene-3.7-mRNA-3	OTHER	1.000058	0.000001	
maker-000188F-est_gff_StringTie-gene-4.1-mRNA-1	OTHER	1.000062	0.000000	
maker-000188F-est_gff_StringTie-gene-4.1-mRNA-2	OTHER	1.000055	0.000000	
maker-000188F-est_gff_StringTie-gene-4.1-mRNA-3	OTHER	1.000062	0.000000	
maker-000188F-exonerate_protein2genome-gene-4.0-mRNA-1	OTHER	1.000053	0.000000	
maker-000188F-exonerate_protein2genome-gene-4.0-mRNA-2	OTHER	1.000053	0.000000	
maker-000188F-est_gff_StringTie-gene-6.4-mRNA-2	OTHER	1.000067	0.000000	
maker-000188F-est_gff_StringTie-gene-6.4-mRNA-1	OTHER	1.000067	0.000000	
maker-000188F-est_gff_StringTie-gene-6.4-mRNA-3	OTHER	1.000014	0.000033	
augustus_masked-000188F-processed-gene-6.3-mRNA-1	OTHER	1.000070	0.000000	
augustus_masked-000188F-processed-gene-6.6-mRNA-1	OTHER	1.000063	0.000000	
maker-000188F-est_gff_StringTie-gene-6.6-mRNA-2	OTHER	1.000049	0.000003	
maker-000188F-est_gff_StringTie-gene-6.6-mRNA-3	OTHER	1.000046	0.000003	
maker-000188F-est_gff_StringTie-gene-6.6-mRNA-5	OTHER	1.000049	0.000002	
maker-000188F-est_gff_StringTie-gene-6.6-mRNA-1	OTHER	1.000049	0.000002	
maker-000188F-est_gff_StringTie-gene-6.6-mRNA-4	OTHER	1.000049	0.000003	
augustus_masked-000188F-processed-gene-6.8-mRNA-1	OTHER	1.000057	0.000000	
maker-000188F-est_gff_StringTie-gene-7.2-mRNA-1	OTHER	1.000057	0.000001	
maker-000188F-est_gff_StringTie-gene-8.1-mRNA-1	OTHER	1.000075	0.000001	
maker-000188F-est_gff_StringTie-gene-8.1-mRNA-2	OTHER	1.000075	0.000001	
maker-000188F-est_gff_StringTie-gene-8.1-mRNA-3	OTHER	1.000075	0.000001	
maker-000188F-est_gff_StringTie-gene-8.2-mRNA-3	OTHER	1.000035	0.000000	
maker-000188F-est_gff_StringTie-gene-8.2-mRNA-1	OTHER	1.000031	0.000000	
maker-000188F-est_gff_StringTie-gene-8.2-mRNA-2	OTHER	1.000035	0.000000	
maker-000188F-est_gff_StringTie-gene-8.2-mRNA-4	OTHER	1.000035	0.000000	
maker-000188F-est_gff_StringTie-gene-8.2-mRNA-7	OTHER	1.000035	0.000000	
maker-000188F-est_gff_StringTie-gene-8.2-mRNA-6	OTHER	1.000035	0.000000	
maker-000188F-est_gff_StringTie-gene-8.2-mRNA-5	OTHER	1.000035	0.000000	
maker-000188F-est_gff_StringTie-gene-8.3-mRNA-1	OTHER	1.000046	0.000003	
maker-000188F-est_gff_StringTie-gene-8.3-mRNA-2	OTHER	1.000046	0.000003	
maker-000188F-est_gff_StringTie-gene-9.3-mRNA-4	OTHER	1.000043	0.000000	
maker-000188F-est_gff_StringTie-gene-9.3-mRNA-3	OTHER	1.000043	0.000000	
maker-000188F-est_gff_StringTie-gene-9.3-mRNA-2	OTHER	1.000059	0.000000	
maker-000188F-est_gff_StringTie-gene-9.3-mRNA-1	OTHER	1.000043	0.000000	
maker-000188F-est_gff_StringTie-gene-9.3-mRNA-5	OTHER	1.000043	0.000000	
maker-000188F-est_gff_StringTie-gene-11.3-mRNA-3	OTHER	1.000072	0.000000	
maker-000188F-est_gff_StringTie-gene-11.3-mRNA-1	OTHER	1.000072	0.000000	
maker-000188F-est_gff_StringTie-gene-11.3-mRNA-2	OTHER	1.000072	0.000000	
evm-000188F-processed-gene-11.1-mRNA-1	OTHER	1.000070	0.000000	
maker-000188F-est_gff_StringTie-gene-11.5-mRNA-1	OTHER	0.997391	0.002625	
maker-000188F-est_gff_StringTie-gene-11.5-mRNA-2	OTHER	0.997391	0.002625	
maker-000188F-augustus-gene-12.3-mRNA-1	OTHER	1.000042	0.000000	
maker-000188F-est_gff_StringTie-gene-12.3-mRNA-1	OTHER	1.000053	0.000001	
maker-000188F-est_gff_StringTie-gene-13.1-mRNA-1	SP	0.000230	0.999776	CS pos: 23-24. Pr: 0.9796
maker-000188F-est_gff_StringTie-gene-13.1-mRNA-2	SP	0.000230	0.999776	CS pos: 23-24. Pr: 0.9796
maker-000188F-exonerate_protein2genome-gene-14.6-mRNA-1	OTHER	1.000061	0.000000	
maker-000188F-exonerate_protein2genome-gene-14.7-mRNA-1	OTHER	1.000073	0.000000	
maker-000188F-exonerate_protein2genome-gene-14.7-mRNA-2	OTHER	1.000056	0.000000	
maker-000188F-exonerate_protein2genome-gene-14.7-mRNA-3	OTHER	1.000073	0.000000	
maker-000188F-augustus-gene-15.1-mRNA-10	OTHER	1.000031	0.000013	
maker-000188F-augustus-gene-15.1-mRNA-1	OTHER	1.000031	0.000013	
maker-000188F-augustus-gene-15.1-mRNA-4	OTHER	1.000031	0.000013	
maker-000188F-augustus-gene-15.1-mRNA-6	OTHER	1.000030	0.000013	
maker-000188F-augustus-gene-15.1-mRNA-8	OTHER	1.000031	0.000013	
maker-000188F-augustus-gene-15.1-mRNA-2	OTHER	1.000031	0.000013	
maker-000188F-augustus-gene-15.1-mRNA-7	OTHER	1.000031	0.000013	
maker-000188F-augustus-gene-15.1-mRNA-3	OTHER	1.000031	0.000013	
maker-000188F-augustus-gene-15.1-mRNA-9	OTHER	1.000031	0.000013	
maker-000188F-augustus-gene-15.1-mRNA-5	OTHER	1.000031	0.000013	
augustus_masked-000188F-processed-gene-16.7-mRNA-1	OTHER	0.999895	0.000141	
augustus_masked-000188F-processed-gene-16.8-mRNA-1	OTHER	1.000059	0.000000	
evm-000188F-processed-gene-16.16-mRNA-1	OTHER	1.000042	0.000012	
maker-000188F-est_gff_StringTie-gene-16.4-mRNA-2	OTHER	1.000075	0.000004	
maker-000188F-est_gff_StringTie-gene-16.4-mRNA-4	OTHER	1.000056	0.000004	
maker-000188F-est_gff_StringTie-gene-16.4-mRNA-1	OTHER	1.000056	0.000004	
maker-000188F-est_gff_StringTie-gene-16.4-mRNA-3	OTHER	1.000056	0.000004	
maker-000188F-est_gff_StringTie-gene-16.4-mRNA-5	OTHER	1.000056	0.000004	
maker-000188F-est_gff_StringTie-gene-16.5-mRNA-1	OTHER	1.000095	0.000000	
maker-000189F-est_gff_StringTie-gene-0.0-mRNA-1	OTHER	1.000046	0.000001	
evm-000189F-processed-gene-0.6-mRNA-1	OTHER	1.000065	0.000000	
maker-000189F-est_gff_StringTie-gene-2.0-mRNA-2	SP	0.000231	0.999736	CS pos: 20-21. Pr: 0.9802
maker-000189F-est_gff_StringTie-gene-2.0-mRNA-1	SP	0.000231	0.999736	CS pos: 20-21. Pr: 0.9802
maker-000189F-est_gff_StringTie-gene-2.0-mRNA-3	SP	0.000231	0.999733	CS pos: 20-21. Pr: 0.9802
maker-000189F-est_gff_StringTie-gene-2.0-mRNA-4	SP	0.000231	0.999736	CS pos: 20-21. Pr: 0.9802
maker-000189F-est_gff_StringTie-gene-2.1-mRNA-1	OTHER	1.000056	0.000001	
maker-000189F-est_gff_StringTie-gene-3.1-mRNA-1	OTHER	1.000065	0.000000	
maker-000189F-est_gff_StringTie-gene-3.1-mRNA-3	OTHER	1.000065	0.000000	
maker-000189F-est_gff_StringTie-gene-3.1-mRNA-4	OTHER	1.000065	0.000000	
maker-000189F-est_gff_StringTie-gene-3.1-mRNA-5	OTHER	1.000065	0.000000	
maker-000189F-est_gff_StringTie-gene-3.1-mRNA-2	OTHER	1.000065	0.000000	
maker-000189F-augustus-gene-4.14-mRNA-1	OTHER	1.000085	0.000000	
maker-000189F-est_gff_StringTie-gene-4.1-mRNA-1	OTHER	1.000055	0.000000	
maker-000189F-exonerate_protein2genome-gene-4.0-mRNA-1	OTHER	0.999919	0.000115	
evm-000189F-processed-gene-5.6-mRNA-1	SP	0.000274	0.999702	CS pos: 21-22. Pr: 0.9871
maker-000189F-est_gff_StringTie-gene-5.1-mRNA-1	OTHER	0.999567	0.000452	
maker-000189F-est_gff_StringTie-gene-5.1-mRNA-3	SP	0.000203	0.999748	CS pos: 21-22. Pr: 0.9821
maker-000189F-est_gff_StringTie-gene-5.1-mRNA-2	SP	0.000203	0.999748	CS pos: 21-22. Pr: 0.9821
maker-000189F-est_gff_StringTie-gene-6.0-mRNA-2	SP	0.000221	0.999730	CS pos: 21-22. Pr: 0.9705
maker-000189F-est_gff_StringTie-gene-6.0-mRNA-3	SP	0.000221	0.999732	CS pos: 21-22. Pr: 0.9705
maker-000189F-est_gff_StringTie-gene-6.0-mRNA-4	SP	0.000212	0.999747	CS pos: 19-20. Pr: 0.9777
maker-000189F-est_gff_StringTie-gene-6.0-mRNA-1	SP	0.000221	0.999732	CS pos: 21-22. Pr: 0.9705
maker-000189F-augustus-gene-6.11-mRNA-1	OTHER	0.925058	0.074945	
maker-000189F-augustus-gene-6.11-mRNA-2	OTHER	0.925058	0.074945	
maker-000189F-augustus-gene-6.11-mRNA-3	OTHER	1.000034	0.000004	
maker-000189F-est_gff_StringTie-gene-7.1-mRNA-2	SP	0.000196	0.999788	CS pos: 21-22. Pr: 0.9808
maker-000189F-est_gff_StringTie-gene-7.1-mRNA-5	SP	0.000204	0.999784	CS pos: 21-22. Pr: 0.9778
maker-000189F-est_gff_StringTie-gene-7.1-mRNA-1	SP	0.000184	0.999796	CS pos: 21-22. Pr: 0.9802
maker-000189F-est_gff_StringTie-gene-7.1-mRNA-6	SP	0.000184	0.999811	CS pos: 21-22. Pr: 0.9802
maker-000189F-est_gff_StringTie-gene-7.1-mRNA-3	SP	0.000196	0.999788	CS pos: 21-22. Pr: 0.9808
maker-000189F-est_gff_StringTie-gene-7.1-mRNA-4	SP	0.000196	0.999788	CS pos: 21-22. Pr: 0.9808
maker-000189F-est_gff_StringTie-gene-7.2-mRNA-1	SP	0.000248	0.999712	CS pos: 21-22. Pr: 0.9738
maker-000189F-est_gff_StringTie-gene-7.2-mRNA-4	SP	0.000248	0.999712	CS pos: 21-22. Pr: 0.9738
maker-000189F-est_gff_StringTie-gene-7.2-mRNA-3	SP	0.000248	0.999712	CS pos: 21-22. Pr: 0.9738
maker-000189F-est_gff_StringTie-gene-7.2-mRNA-5	SP	0.000248	0.999712	CS pos: 21-22. Pr: 0.9738
maker-000189F-est_gff_StringTie-gene-7.2-mRNA-2	SP	0.000248	0.999712	CS pos: 21-22. Pr: 0.9738
maker-000189F-est_gff_StringTie-gene-7.3-mRNA-1	SP	0.000206	0.999778	CS pos: 21-22. Pr: 0.9788
maker-000189F-est_gff_StringTie-gene-7.3-mRNA-2	SP	0.000206	0.999782	CS pos: 21-22. Pr: 0.9788
evm-000189F-processed-gene-7.0-mRNA-1	SP	0.000747	0.999232	CS pos: 21-22. Pr: 0.9423
maker-000189F-est_gff_StringTie-gene-7.5-mRNA-1	SP	0.000200	0.999756	CS pos: 20-21. Pr: 0.9739
maker-000189F-est_gff_StringTie-gene-7.5-mRNA-2	SP	0.000200	0.999756	CS pos: 20-21. Pr: 0.9739
maker-000189F-est_gff_StringTie-gene-7.5-mRNA-5	OTHER	1.000060	0.000000	
maker-000189F-est_gff_StringTie-gene-7.5-mRNA-4	SP	0.000200	0.999756	CS pos: 20-21. Pr: 0.9739
maker-000189F-est_gff_StringTie-gene-7.5-mRNA-3	SP	0.000200	0.999745	CS pos: 20-21. Pr: 0.9739
maker-000189F-est_gff_StringTie-gene-7.5-mRNA-6	OTHER	1.000060	0.000000	
maker-000189F-exonerate_protein2genome-gene-8.0-mRNA-1	SP	0.000227	0.999756	CS pos: 20-21. Pr: 0.9802
evm-000189F-processed-gene-8.7-mRNA-1	OTHER	1.000075	0.000000	
evm-000189F-processed-gene-9.3-mRNA-1	SP	0.000210	0.999752	CS pos: 20-21. Pr: 0.9784
maker-000189F-est_gff_StringTie-gene-9.1-mRNA-2	SP	0.000221	0.999751	CS pos: 18-19. Pr: 0.9821
maker-000189F-est_gff_StringTie-gene-9.1-mRNA-1	SP	0.000221	0.999751	CS pos: 18-19. Pr: 0.9821
maker-000189F-est_gff_StringTie-gene-9.1-mRNA-3	SP	0.000221	0.999751	CS pos: 18-19. Pr: 0.9821
maker-000189F-est_gff_StringTie-gene-9.2-mRNA-1	SP	0.000222	0.999738	CS pos: 22-23. Pr: 0.9383
maker-000189F-augustus-gene-9.8-mRNA-1	SP	0.000243	0.999742	CS pos: 17-18. Pr: 0.9788
maker-000189F-augustus-gene-9.8-mRNA-2	SP	0.000243	0.999733	CS pos: 17-18. Pr: 0.9788
maker-000189F-est_gff_StringTie-gene-9.4-mRNA-2	SP	0.000233	0.999780	CS pos: 18-19. Pr: 0.9795
maker-000189F-est_gff_StringTie-gene-9.4-mRNA-1	SP	0.000233	0.999780	CS pos: 18-19. Pr: 0.9795
maker-000189F-augustus-gene-10.5-mRNA-7	OTHER	1.000067	0.000000	
maker-000189F-augustus-gene-10.5-mRNA-6	OTHER	1.000067	0.000000	
maker-000189F-augustus-gene-10.5-mRNA-8	OTHER	1.000071	0.000001	
maker-000189F-augustus-gene-10.5-mRNA-1	OTHER	1.000067	0.000000	
maker-000189F-augustus-gene-10.5-mRNA-3	OTHER	1.000067	0.000000	
maker-000189F-augustus-gene-10.5-mRNA-2	OTHER	1.000067	0.000000	
maker-000189F-augustus-gene-10.5-mRNA-4	OTHER	1.000067	0.000000	
maker-000189F-augustus-gene-10.5-mRNA-5	OTHER	1.000060	0.000000	
maker-000189F-est_gff_StringTie-gene-10.5-mRNA-5	OTHER	1.000061	0.000000	
maker-000189F-est_gff_StringTie-gene-10.5-mRNA-6	OTHER	1.000061	0.000000	
maker-000189F-est_gff_StringTie-gene-10.5-mRNA-1	OTHER	1.000061	0.000000	
maker-000189F-est_gff_StringTie-gene-10.5-mRNA-2	OTHER	1.000061	0.000000	
maker-000189F-est_gff_StringTie-gene-10.5-mRNA-7	OTHER	1.000061	0.000000	
maker-000189F-est_gff_StringTie-gene-10.5-mRNA-3	OTHER	1.000061	0.000000	
maker-000189F-est_gff_StringTie-gene-10.5-mRNA-4	OTHER	1.000061	0.000000	
augustus_masked-000189F-processed-gene-10.16-mRNA-1	SP	0.000242	0.999698	CS pos: 18-19. Pr: 0.9798
maker-000189F-est_gff_StringTie-gene-12.0-mRNA-1	OTHER	1.000056	0.000000	
