geneName,n_gland,percent_gland,rank_gland,n_silk,percent_silk,rank_silk,type,solution,NSAFMW,NSAF,Length,gene_id,geneNameProtein,silkGroup,LFQ_int,iBAQ
clip1,3,0.012928012660775971,1463,9,0.006421031066821519,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cyp18a1_11,3,0.012928012660775971,1464,9,0.0021197818037929713,1333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ddx18,3,0.012928012660775971,1465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dtnb,3,0.012928012660775971,1466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eif4ebp2_eif4ebp1,3,0.012928012660775971,1467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
etfrf1,3,0.012928012660775971,1468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gde1,3,0.012928012660775971,1469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
herc2,3,0.012928012660775971,1470,9,0.006467647936657671,557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hic2_3,3,0.012928012660775971,1471,9,0.006436302521003793,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
map2k1_2,3,0.012928012660775971,1472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mat2b,3,0.012928012660775971,1473,9,0.0021814674592355765,1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mig-15,3,0.012928012660775971,1474,9,0.006421031066821519,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nlgn4y,3,0.012928012660775971,1475,9,0.004286669869892454,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
patj_2,3,0.012928012660775971,1476,9,0.01930337032647624,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pf10,3,0.012928012660775971,1477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pin4,3,0.012928012660775971,1478,9,0.008695661701399498,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rpe,3,0.012928012660775971,1479,9,0.004348355525335058,711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ruvbl1,3,0.012928012660775971,1480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scarb2_2,3,0.012928012660775971,1481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sco1,3,0.012928012660775971,1482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sipa1l2,3,0.012928012660775971,1483,9,0.0021197818037929713,1394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
snapin,3,0.012928012660775971,1484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
srp19,3,0.012928012660775971,1485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
svil,3,0.012928012660775971,1486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xrn1,3,0.012928012660775971,1487,9,0.0065298229845706345,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xylb,3,0.012928012660775971,1488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
api5,3,0.012841247475133178,1489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
col4a1_let-2,3,0.012841247475133178,1490,9,0.0021430902387110473,1131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pum3,3,0.012841247475133178,1491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scyl2,3,0.012841247475133178,1492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hexd_2,2,0.012754482289490388,1493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
man2c1,2,0.012754482289490388,1494,9,0.0021197818037929713,1370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC013430,3,0.012754482289490386,1495,9,0.019208844687044244,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fgd6,3,0.012754482289490386,1496,9,0.0064212337353973395,589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
safb2,3,0.012754482289490386,1497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aifm3,3,0.012667717103847596,1498,9,0.0021430902387110473,1114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bark,3,0.012667717103847596,1499,9,0.010868602787428914,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eif2d,2,0.012667717103847596,1500,9,0.0021430902387110473,1147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gpatch8,2,0.012667717103847596,1501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kif3a,3,0.012667717103847596,1502,9,0.002289210027714073,932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
polq,3,0.012667717103847596,1503,9,0.004223692314690159,891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pxt_5,2,0.012667717103847596,1504,9,0.008649604788363607,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
smarca2_2,3,0.012667717103847596,1505,9,0.004408991831507044,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
smg1,2,0.012667717103847596,1506,9,0.0021430902387110473,1217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zfhx3,3,0.012667717103847596,1507,9,0.06865946837446166,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ddx54,3,0.012580951918204802,1508,9,0.004286180477422095,808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dlg5,2,0.012580951918204802,1509,9,0.023499169416100297,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lar,3,0.012580951918204802,1510,9,0.002289210027714073,933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pkn2_2,3,0.012580951918204802,1511,9,0.0042628720425040185,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rab11fip1,3,0.012580951918204802,1512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rpap1,3,0.012580951918204802,1513,9,0.008864600532850242,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
saxo2,3,0.012580951918204802,1514,9,0.015103365392931362,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scaper,3,0.012580951918204802,1515,9,0.0021197818037929713,1390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
smarca2,2,0.012580951918204802,1516,9,0.0021197818037929713,1397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
smarca4,2,0.012580951918204802,1517,9,0.023875292142909562,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mycbp2,2,0.012494186732562008,1518,9,0.0042628720425040185,847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dnm1,1,0.012147125989990846,1519,9,0.0021814674592355765,993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC019971,1,0.011279474133562926,1520,9,0.0021430902387110473,1106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gaa_3,1,0.011279474133562926,1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oga,1,0.011279474133562926,1522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC005487,2,0.01110594376227734,1523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC007099,2,0.01110594376227734,1524,9,0.012880642022743386,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC007652,2,0.01110594376227734,1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC009204,2,0.01110594376227734,1526,9,0.004286180477422095,791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC013485,2,0.01110594376227734,1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC016829,2,0.01110594376227734,1528,9,0.034615197914302766,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aael005968,2,0.01110594376227734,1529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
acp1_2,2,0.01110594376227734,1530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
akap1_akap-1,2,0.01110594376227734,1531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
atg3,2,0.01110594376227734,1532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
atp5f1e,2,0.01110594376227734,1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bola,2,0.01110594376227734,1534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
casq2,2,0.01110594376227734,1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cnpy3,2,0.01110594376227734,1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cops8,2,0.01110594376227734,1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
csp,2,0.01110594376227734,1538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
denr,2,0.01110594376227734,1539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dnaja2,2,0.01110594376227734,1540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dync1i2,2,0.01110594376227734,1541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eff_2,2,0.01110594376227734,1542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eif2b3,2,0.01110594376227734,1543,9,0.015201686858581698,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eps8_2,2,0.01110594376227734,1544,9,0.0021430902387110473,1153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fkbp4_2,2,0.01110594376227734,1545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gas2,2,0.01110594376227734,1546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
itpa,2,0.01110594376227734,1547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
macrod1_macrod2,2,0.01110594376227734,1548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mrps22,2,0.01110594376227734,1549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mtpn,2,0.01110594376227734,1550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ndufa4,2,0.01110594376227734,1551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nft-1,2,0.01110594376227734,1552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ns3,2,0.01110594376227734,1553,9,0.0021814674592355765,1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pdhx,2,0.01110594376227734,1554,9,0.004408991831507044,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pes1,2,0.01110594376227734,1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pin1,2,0.01110594376227734,1556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prps1,2,0.01110594376227734,1557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
psmd10_2,2,0.01110594376227734,1558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rac1,2,0.01110594376227734,1559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rac1_2,2,0.01110594376227734,1560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reep5_4,2,0.01110594376227734,1561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rpl34,2,0.01110594376227734,1562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rraga,2,0.01110594376227734,1563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sardh,2,0.01110594376227734,1564,9,0.004316520717210821,732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
slc7a6_slc7a8,2,0.01110594376227734,1565,9,0.0021197818037929713,1396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
snrpb,2,0.01110594376227734,1566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spr_5,2,0.01110594376227734,1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
srsf7,2,0.01110594376227734,1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tmed2_2,2,0.01110594376227734,1569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
traf6,2,0.01110594376227734,1570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ubl5,2,0.01110594376227734,1571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vps29,2,0.01110594376227734,1572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yfkn,2,0.01110594376227734,1573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC001452,2,0.010932413390991758,1574,9,0.025665078697259064,125,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00199127291788142
LASC022303,2,0.010932413390991758,1575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
accs,3,0.010932413390991758,1576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
agpat3,3,0.010932413390991758,1577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ankmy2,2,0.010932413390991758,1578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
boca,2,0.010932413390991758,1579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
calua_2,2,0.010932413390991758,1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cdk5,3,0.010932413390991758,1581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cg10417,2,0.010932413390991758,1582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctp_2,2,0.010932413390991758,1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctsa_2,3,0.010932413390991758,1584,9,0.0021197818037929713,1330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cyb5d2,2,0.010932413390991758,1585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glyr1_4,3,0.010932413390991758,1586,9,0.002289210027714073,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gstm1_6,2,0.010932413390991758,1587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lsm1_2,3,0.010932413390991758,1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mnd1,3,0.010932413390991758,1589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mrpl54,3,0.010932413390991758,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ndrg3,3,0.010932413390991758,1591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nop10,2,0.010932413390991758,1592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nudt21,2,0.010932413390991758,1593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nup155,3,0.010932413390991758,1594,9,0.0042395636075859425,882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pcna,2,0.010932413390991758,1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
plod3,3,0.010932413390991758,1596,9,0.12974016895568044,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rsl1d1,3,0.010932413390991758,1597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sult1c2a_3,2,0.010932413390991758,1598,9,0.002289210027714073,957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aak1,3,0.010845648205348968,1599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arl2,3,0.010845648205348968,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
asrij,3,0.010845648205348968,1601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
atp6ap2,3,0.010845648205348968,1602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
atp8a1,3,0.010845648205348968,1603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsk,3,0.010845648205348968,1604,9,0.0021350532579752454,1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chmp2a,2,0.010845648205348968,1605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coq3,3,0.010845648205348968,1606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctnnbl1,3,0.010845648205348968,1607,9,0.006544045089482289,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
derl1,3,0.010845648205348968,1608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dhrs11_6,3,0.010845648205348968,1609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
drice,3,0.010845648205348968,1610,9,0.0021430902387110473,1143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eef1aknmt,3,0.010845648205348968,1611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
epb41l3,3,0.010845648205348968,1612,9,0.0021197818037929713,1343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fus,3,0.010845648205348968,1613,9,0.0021430902387110473,1157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grn_7,2,0.010845648205348968,1614,9,0.0021197818037929713,1355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gtpbp6,3,0.010845648205348968,1615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
h-ras,3,0.010845648205348968,1616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
his1.3_2,3,0.010845648205348968,1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hsd17b10,3,0.010845648205348968,1618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kmt2c,3,0.010845648205348968,1619,9,0.0021197818037929713,1368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lamb1,3,0.010845648205348968,1620,9,0.025848954157699503,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lin7b,3,0.010845648205348968,1621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lsm2,3,0.010845648205348968,1622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mob1b,3,0.010845648205348968,1623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mrpl1,3,0.010845648205348968,1624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mrpl12,3,0.010845648205348968,1625,9,0.004432300266425121,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nip7,3,0.010845648205348968,1626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nova1,3,0.010845648205348968,1627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pfdn5_2,3,0.010845648205348968,1628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pgrmc2,3,0.010845648205348968,1629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prkab1,3,0.010845648205348968,1630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scu,3,0.010845648205348968,1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
seld,3,0.010845648205348968,1632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
slc25a17,3,0.010845648205348968,1633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
smarca5,2,0.010845648205348968,1634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
smc6,3,0.010845648205348968,1635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
snx27,3,0.010845648205348968,1636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sqor,2,0.010845648205348968,1637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tjp2,3,0.010845648205348968,1638,9,0.01297331580561543,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trabd,3,0.010845648205348968,1639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tusc3_2,2,0.010845648205348968,1640,9,0.019525397875833524,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ubap2,3,0.010845648205348968,1641,9,0.004408991831507044,689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ube4a,3,0.010845648205348968,1642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unc80,3,0.010845648205348968,1643,9,0.019372087786789494,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
usp4,3,0.010845648205348968,1644,9,0.0021814674592355765,1042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xrn2,3,0.010845648205348968,1645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yme1l,2,0.010845648205348968,1646,9,0.0021197818037929713,1415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC014093,3,0.010758883019706176,1647,9,0.002289210027714073,899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
atxn2_2,3,0.010758883019706176,1648,9,0.004286180477422095,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
best2,3,0.010758883019706176,1649,9,0.0021197818037929713,1319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bms1,3,0.010758883019706176,1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c12orf65,3,0.010758883019706176,1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cg7766,3,0.010758883019706176,1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ddx43,3,0.010758883019706176,1653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dera,3,0.010758883019706176,1654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dnah2_4,3,0.010758883019706176,1655,9,0.0021430902387110473,1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
l(2)efl_4,3,0.010758883019706176,1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
large1,3,0.010758883019706176,1657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mrpl23,3,0.010758883019706176,1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rpf2,3,0.010758883019706176,1659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
slo,3,0.010758883019706176,1660,9,0.0021430902387110473,1216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
top2a,3,0.010758883019706176,1661,9,0.004301249263028548,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vps11,3,0.010758883019706176,1662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zfhx4,3,0.010758883019706176,1663,9,0.0042628720425040185,855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AgSp1,3,0.010672117834063386,1664,9,0.00895018983823699,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC020960,2,0.010672117834063386,1665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
acp2_6,3,0.010672117834063386,1666,9,0.008617769980239368,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aip,3,0.010672117834063386,1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ank1_10,3,0.010672117834063386,1668,9,0.004278143496686292,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
brix1,2,0.010672117834063386,1669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
btrc_2,3,0.010672117834063386,1670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ccar1,3,0.010672117834063386,1671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cul4a,2,0.010672117834063386,1672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ddx47,2,0.010672117834063386,1673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc2b,3,0.010672117834063386,1674,9,0.004278143496686292,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gosr1,3,0.010672117834063386,1675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
naprt,3,0.010672117834063386,1676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
non1_gtpbp4,3,0.010672117834063386,1677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nup93,3,0.010672117834063386,1678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pcyt2,3,0.010672117834063386,1679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pgbd4_40,3,0.010672117834063386,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pign,2,0.010672117834063386,1681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pka-c1_2,3,0.010672117834063386,1682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scrib,3,0.010672117834063386,1683,9,0.0021197818037929713,1391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sult3a1_2,3,0.010672117834063386,1684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tmco1,3,0.010672117834063386,1685,9,0.004432300266425121,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tut4,3,0.010672117834063386,1686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
v1g226489,3,0.010672117834063386,1687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zbtb48_3,3,0.010672117834063386,1688,9,0.008603190587103274,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
abcb4_2,2,0.01058535264842059,1689,9,0.0021814674592355765,975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prrc2b,2,0.01058535264842059,1690,9,0.010817184915509266,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rpgrip1l,2,0.01058535264842059,1691,9,0.0065298229845706345,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC016360,3,0.0104985874627778,1692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC018318,3,0.0104985874627778,1693,9,0.006467647936657671,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
