gene_id,Length
maker-000044F-exonerate_protein2genome-gene-26.3,1494
evm-000044F-processed-gene-26.0,1346
maker-000044F-est_gff_StringTie-gene-27.2,4927
maker-000044F-est_gff_StringTie-gene-27.3,10242
maker-000044F-est_gff_StringTie-gene-27.0,549
maker-000044F-est_gff_StringTie-gene-27.1,1881
maker-000044F-est_gff_StringTie-gene-27.4,2603
maker-000044F-est_gff_StringTie-gene-28.2,232
maker-000044F-exonerate_protein2genome-gene-28.0,2930
augustus_masked-000044F-processed-gene-32.1,762
maker-000044F-est_gff_StringTie-gene-31.0,302
evm-000044F-processed-gene-32.0,8986
maker-000044F-exonerate_protein2genome-gene-33.1,381
maker-000044F-exonerate_protein2genome-gene-33.2,381
maker-000044F-augustus-gene-33.0,1500
maker-000044F-exonerate_protein2genome-gene-34.0,381
maker-000044F-augustus-gene-35.17,6164
maker-000044F-exonerate_protein2genome-gene-35.0,228
maker-000044F-est_gff_StringTie-gene-35.2,466
maker-000044F-est_gff_StringTie-gene-35.1,857
evm-000044F-processed-gene-36.0,8823
maker-000044F-est_gff_StringTie-gene-36.1,1623
maker-000044F-est_gff_StringTie-gene-36.2,276
maker-000044F-exonerate_protein2genome-gene-36.4,2721
maker-000044F-augustus-gene-37.21,4387
maker-000044F-est_gff_StringTie-gene-37.2,19633
maker-000044F-est_gff_StringTie-gene-37.0,603
maker-000044F-est_gff_StringTie-gene-37.3,2277
maker-000044F-est_gff_StringTie-gene-37.1,2103
maker-000044F-est_gff_StringTie-gene-37.4,9002
augustus_masked-000653F-processed-gene-0.10,1188
maker-000653F-est_gff_StringTie-gene-0.5,1788
augustus_masked-000653F-processed-gene-0.11,1188
maker-000653F-exonerate_protein2genome-gene-0.0,3401
augustus_masked-000653F-processed-gene-0.12,849
maker-000653F-est_gff_StringTie-gene-0.2,321
maker-000653F-est_gff_StringTie-gene-0.3,345
maker-000653F-est_gff_StringTie-gene-0.4,3764
augustus_masked-000653F-processed-gene-0.18,321
augustus_masked-000770F-processed-gene-0.24,963
augustus_masked-000770F-processed-gene-0.4,594
maker-000929F-est_gff_StringTie-gene-0.0,3165
maker-000929F-est_gff_StringTie-gene-0.1,2821
maker-000272F-est_gff_StringTie-gene-0.1,560
maker-000272F-exonerate_protein2genome-gene-0.0,615
maker-000272F-est_gff_StringTie-gene-0.3,729
evm-000272F-processed-gene-1.3,5173
maker-000272F-augustus-gene-1.14,327
maker-000272F-exonerate_protein2genome-gene-1.1,2103
maker-000272F-exonerate_protein2genome-gene-1.0,10384
maker-000272F-exonerate_protein2genome-gene-1.2,1362
maker-000272F-est_gff_StringTie-gene-1.4,1875
maker-000272F-est_gff_StringTie-gene-2.2,6907
maker-000272F-exonerate_protein2genome-gene-2.0,444
maker-000272F-est_gff_StringTie-gene-3.2,10112
maker-000272F-est_gff_StringTie-gene-3.0,9349
maker-000272F-est_gff_StringTie-gene-3.3,2202
evm-000272F-processed-gene-3.0,4146
maker-000272F-est_gff_StringTie-gene-3.4,465
maker-000272F-est_gff_StringTie-gene-3.5,2385
maker-000272F-est_gff_StringTie-gene-4.0,3473
maker-000272F-augustus-gene-4.0,714
augustus_masked-000272F-processed-gene-4.5,645
maker-000272F-exonerate_protein2genome-gene-5.1,11690
augustus_masked-000272F-processed-gene-4.6,2465
maker-000272F-exonerate_protein2genome-gene-5.0,10703
maker-000272F-est_gff_StringTie-gene-5.4,3284
maker-000272F-est_gff_StringTie-gene-6.1,1743
augustus_masked-000272F-processed-gene-6.3,558
evm-000272F-processed-gene-6.9,2855
evm-000272F-processed-gene-7.10,5009
maker-000272F-est_gff_StringTie-gene-7.2,292
maker-000272F-augustus-gene-8.1,1167
maker-000272F-est_gff_StringTie-gene-8.2,2359
augustus_masked-000272F-processed-gene-8.8,1356
augustus_masked-000272F-processed-gene-8.9,582
augustus_masked-000272F-processed-gene-8.11,1551
augustus_masked-000272F-processed-gene-8.12,1554
maker-000272F-est_gff_StringTie-gene-8.3,242
augustus_masked-000272F-processed-gene-8.13,1632
augustus_masked-000272F-processed-gene-8.18,1566
augustus_masked-000272F-processed-gene-8.14,345
maker-000272F-est_gff_StringTie-gene-8.1,1056
maker-000272F-exonerate_protein2genome-gene-8.5,8644
maker-000272F-exonerate_protein2genome-gene-9.0,1737
maker-000272F-est_gff_StringTie-gene-9.2,1671
maker-000272F-exonerate_protein2genome-gene-10.0,2428
maker-000272F-est_gff_StringTie-gene-10.4,5377
augustus_masked-000272F-processed-gene-10.9,954
maker-000272F-est_gff_StringTie-gene-10.5,2353
maker-000272F-est_gff_StringTie-gene-11.2,6787
maker-000272F-exonerate_protein2genome-gene-11.0,1518
maker-000272F-est_gff_StringTie-gene-11.3,6023
augustus_masked-000394F-processed-gene-0.0,471
maker-000394F-est_gff_StringTie-gene-1.0,1417
augustus_masked-000394F-processed-gene-5.5,2351
augustus_masked-000394F-processed-gene-5.6,3981
maker-000394F-augustus-gene-5.0,405
maker-000394F-est_gff_StringTie-gene-6.2,195
evm-000394F-processed-gene-6.7,1126
maker-000394F-est_gff_StringTie-gene-6.3,343
maker-001104F-augustus-gene-0.0,1395
maker-001104F-exonerate_protein2genome-gene-0.0,891
maker-000779F-est_gff_StringTie-gene-0.0,207
augustus_masked-000101F-processed-gene-0.0,1446
maker-000101F-augustus-gene-0.11,2132
maker-000101F-est_gff_StringTie-gene-0.2,8293
augustus_masked-000101F-processed-gene-0.2,597
maker-000101F-est_gff_StringTie-gene-0.4,1181
maker-000101F-est_gff_StringTie-gene-0.5,1558
maker-000101F-est_gff_StringTie-gene-1.0,4740
maker-000101F-est_gff_StringTie-gene-2.0,5333
maker-000101F-augustus-gene-2.8,429
evm-000101F-processed-gene-3.0,8599
maker-000101F-exonerate_protein2genome-gene-3.0,12746
maker-000101F-est_gff_StringTie-gene-3.2,224
maker-000101F-est_gff_StringTie-gene-4.2,5197
augustus_masked-000101F-processed-gene-4.0,210
maker-000101F-est_gff_StringTie-gene-4.1,477
maker-000101F-est_gff_StringTie-gene-4.3,3711
evm-000101F-processed-gene-5.5,9952
maker-000101F-est_gff_StringTie-gene-5.2,6834
maker-000101F-exonerate_protein2genome-gene-5.5,6949
maker-000101F-est_gff_StringTie-gene-5.3,241
maker-000101F-exonerate_protein2genome-gene-6.4,2469
maker-000101F-est_gff_StringTie-gene-6.3,3289
maker-000101F-est_gff_StringTie-gene-6.1,501
maker-000101F-est_gff_StringTie-gene-6.2,498
evm-000101F-processed-gene-11.25,8117
maker-000101F-est_gff_StringTie-gene-7.0,260
maker-000101F-augustus-gene-12.7,3211
maker-000101F-augustus-gene-12.8,7338
maker-000101F-exonerate_protein2genome-gene-12.0,5718
maker-000101F-augustus-gene-13.2,2807
augustus_masked-000101F-processed-gene-13.7,648
maker-000101F-exonerate_protein2genome-gene-13.1,1726
maker-000101F-est_gff_StringTie-gene-13.3,211
maker-000101F-est_gff_StringTie-gene-14.0,8201
maker-000101F-est_gff_StringTie-gene-14.2,8282
maker-000101F-exonerate_protein2genome-gene-14.3,1968
maker-000101F-est_gff_StringTie-gene-15.0,6642
maker-000101F-est_gff_StringTie-gene-15.1,241
augustus_masked-000101F-processed-gene-15.8,1704
augustus_masked-000101F-processed-gene-16.1,1134
maker-000101F-augustus-gene-16.6,1277
maker-000101F-augustus-gene-16.4,2517
maker-000101F-augustus-gene-16.5,1880
maker-000101F-est_gff_StringTie-gene-17.1,2078
maker-000101F-est_gff_StringTie-gene-17.2,2247
maker-000101F-est_gff_StringTie-gene-17.3,8811
maker-000101F-est_gff_StringTie-gene-18.0,7035
evm-000101F-processed-gene-18.11,1765
maker-000101F-est_gff_StringTie-gene-18.2,4288
maker-000101F-exonerate_protein2genome-gene-18.3,1239
maker-000101F-est_gff_StringTie-gene-19.1,7224
maker-000101F-exonerate_protein2genome-gene-19.0,2956
maker-000101F-est_gff_StringTie-gene-19.3,481
maker-000101F-est_gff_StringTie-gene-19.4,734
evm-000101F-processed-gene-21.12,5468
maker-000101F-est_gff_StringTie-gene-19.5,366
maker-000101F-exonerate_protein2genome-gene-20.0,1774
maker-000101F-augustus-gene-21.7,20613
maker-000101F-est_gff_StringTie-gene-21.0,5776
maker-000101F-est_gff_StringTie-gene-21.3,372
maker-000101F-est_gff_StringTie-gene-21.1,6163
maker-000101F-est_gff_StringTie-gene-21.2,2673
maker-000101F-est_gff_StringTie-gene-22.0,496
evm-000101F-processed-gene-22.0,6473
maker-000101F-est_gff_StringTie-gene-22.4,2772
maker-000101F-est_gff_StringTie-gene-22.1,2472
maker-000101F-est_gff_StringTie-gene-22.2,317
maker-000101F-est_gff_StringTie-gene-23.0,1987
maker-000101F-est_gff_StringTie-gene-23.1,4538
maker-000101F-est_gff_StringTie-gene-23.2,388
evm-000101F-processed-gene-24.1,2395
maker-000101F-augustus-gene-24.3,684
augustus_masked-000101F-processed-gene-24.91,594
augustus_masked-000101F-processed-gene-24.59,389
maker-000101F-est_gff_StringTie-gene-24.2,255
maker-000101F-exonerate_protein2genome-gene-24.1,285
maker-000101F-exonerate_protein2genome-gene-24.0,240
maker-000101F-est_gff_StringTie-gene-24.3,461
evm-000101F-processed-gene-24.0,614
maker-000288F-est_gff_StringTie-gene-4.1,218
evm-000288F-processed-gene-5.12,3792
maker-000288F-est_gff_StringTie-gene-8.0,6413
maker-000288F-est_gff_StringTie-gene-6.0,278
maker-000288F-est_gff_StringTie-gene-7.0,156
maker-000288F-est_gff_StringTie-gene-9.2,13773
maker-000288F-exonerate_protein2genome-gene-10.1,2114
maker-000288F-exonerate_protein2genome-gene-10.2,1025
maker-000288F-est_gff_StringTie-gene-10.5,796
maker-001486F-est_gff_StringTie-gene-0.0,1103
augustus_masked-001787F-processed-gene-0.1,1998
evm-000889F-processed-gene-0.0,3455
maker-000559F-est_gff_StringTie-gene-0.0,231
augustus_masked-000559F-processed-gene-1.28,495
augustus_masked-000132F-processed-gene-2.5,378
maker-000132F-est_gff_StringTie-gene-2.0,12879
augustus_masked-000132F-processed-gene-2.11,396
maker-000132F-est_gff_StringTie-gene-2.1,2579
maker-000132F-est_gff_StringTie-gene-4.0,928
maker-000132F-est_gff_StringTie-gene-8.1,4294
evm-000132F-processed-gene-8.1,4086
maker-000132F-exonerate_protein2genome-gene-9.5,2736
maker-000132F-est_gff_StringTie-gene-9.3,1252
maker-000132F-est_gff_StringTie-gene-9.2,1868
maker-000132F-est_gff_StringTie-gene-9.4,2154
maker-000132F-augustus-gene-9.17,5240
evm-000132F-processed-gene-11.0,3898
maker-000132F-est_gff_StringTie-gene-10.0,298
maker-000132F-exonerate_protein2genome-gene-11.4,4889
maker-000132F-est_gff_StringTie-gene-11.3,1566
evm-000132F-processed-gene-11.2,3929
maker-000132F-est_gff_StringTie-gene-12.0,9748
evm-000132F-processed-gene-12.0,3874
maker-000132F-est_gff_StringTie-gene-12.1,355
maker-000132F-est_gff_StringTie-gene-12.2,694
maker-000132F-exonerate_protein2genome-gene-12.5,1366
maker-000132F-exonerate_protein2genome-gene-13.0,7262
maker-000132F-augustus-gene-13.2,6433
evm-000132F-processed-gene-13.7,3661
maker-000132F-exonerate_protein2genome-gene-14.4,1249
maker-000132F-exonerate_protein2genome-gene-14.3,989
maker-000132F-est_gff_StringTie-gene-14.1,1865
maker-000132F-est_gff_StringTie-gene-15.0,8861
maker-000132F-est_gff_StringTie-gene-15.1,4117
augustus_masked-000132F-processed-gene-15.10,1155
maker-000132F-est_gff_StringTie-gene-17.0,13612
maker-000132F-est_gff_StringTie-gene-18.0,7420
maker-000132F-est_gff_StringTie-gene-18.2,1562
maker-000132F-est_gff_StringTie-gene-18.1,730
maker-000132F-est_gff_StringTie-gene-19.2,3780
maker-000132F-est_gff_StringTie-gene-19.0,176
maker-000132F-est_gff_StringTie-gene-19.1,270
maker-000132F-est_gff_StringTie-gene-19.3,1748
maker-000132F-est_gff_StringTie-gene-20.1,9162
maker-000132F-est_gff_StringTie-gene-20.4,294
maker-000132F-est_gff_StringTie-gene-20.2,1043
maker-000132F-est_gff_StringTie-gene-20.5,11001
maker-000132F-exonerate_protein2genome-gene-20.0,1360
evm-000132F-processed-gene-21.26,4003
maker-000132F-est_gff_StringTie-gene-21.1,20494
maker-000200F-exonerate_protein2genome-gene-0.4,4103
maker-000200F-est_gff_StringTie-gene-0.0,243
maker-000200F-est_gff_StringTie-gene-0.1,549
maker-000200F-est_gff_StringTie-gene-0.2,1411
augustus_masked-000200F-processed-gene-1.0,444
maker-000200F-est_gff_StringTie-gene-0.3,1407
maker-000200F-augustus-gene-1.5,3116
maker-000200F-est_gff_StringTie-gene-2.1,2926
maker-000200F-augustus-gene-2.6,366
maker-000200F-est_gff_StringTie-gene-2.0,503
maker-000200F-est_gff_StringTie-gene-3.4,745
maker-000200F-exonerate_protein2genome-gene-3.1,588
augustus_masked-000200F-processed-gene-3.3,519
maker-000200F-exonerate_protein2genome-gene-3.0,2102
maker-000200F-est_gff_StringTie-gene-5.0,238
maker-000200F-est_gff_StringTie-gene-6.0,7541
maker-000200F-est_gff_StringTie-gene-8.0,2036
evm-000200F-processed-gene-11.0,12983
augustus_masked-000200F-processed-gene-12.0,2391
augustus_masked-000200F-processed-gene-12.1,3852
augustus_masked-000200F-processed-gene-12.9,1545
maker-000200F-est_gff_StringTie-gene-12.0,1732
maker-000200F-est_gff_StringTie-gene-12.2,2047
maker-000200F-est_gff_StringTie-gene-12.1,10166
maker-000200F-est_gff_StringTie-gene-12.3,7851
augustus_masked-000200F-processed-gene-12.8,315
augustus_masked-000200F-processed-gene-13.0,1410
maker-000200F-exonerate_protein2genome-gene-13.1,2349
maker-000200F-exonerate_protein2genome-gene-13.2,486
maker-000200F-augustus-gene-13.9,951
augustus_masked-000200F-processed-gene-14.2,1938
augustus_masked-000200F-processed-gene-14.9,405
maker-000200F-est_gff_StringTie-gene-14.0,1428
maker-000200F-est_gff_StringTie-gene-14.2,386
augustus_masked-000200F-processed-gene-14.22,423
augustus_masked-000200F-processed-gene-14.23,243
maker-000200F-est_gff_StringTie-gene-14.1,640
maker-000200F-est_gff_StringTie-gene-14.3,234
augustus_masked-000200F-processed-gene-14.33,237
augustus_masked-000200F-processed-gene-14.34,351
augustus_masked-000200F-processed-gene-14.36,231
maker-000200F-augustus-gene-15.21,1050
maker-000200F-est_gff_StringTie-gene-15.6,3587
maker-000200F-augustus-gene-15.22,1350
augustus_masked-000200F-processed-gene-15.9,912
maker-000200F-augustus-gene-15.23,183
maker-000200F-est_gff_StringTie-gene-15.7,2245
maker-000200F-exonerate_protein2genome-gene-15.1,1786
maker-000200F-est_gff_StringTie-gene-15.4,7764
evm-000200F-processed-gene-15.24,5171
maker-000200F-exonerate_protein2genome-gene-15.0,486
maker-000080F-augustus-gene-3.15,881
maker-000080F-est_gff_StringTie-gene-3.0,6913
maker-000080F-est_gff_StringTie-gene-3.2,245
maker-000080F-est_gff_StringTie-gene-3.1,710
maker-000080F-est_gff_StringTie-gene-3.3,1925
maker-000080F-est_gff_StringTie-gene-3.4,2501
maker-000080F-augustus-gene-4.2,14413
maker-000080F-est_gff_StringTie-gene-4.1,4886
maker-000080F-augustus-gene-4.3,5102
maker-000080F-exonerate_protein2genome-gene-4.6,2604
maker-000080F-augustus-gene-4.4,2200
evm-000080F-processed-gene-5.10,11035
maker-000080F-exonerate_protein2genome-gene-5.1,836
maker-000080F-est_gff_StringTie-gene-5.3,3748
maker-000080F-est_gff_StringTie-gene-6.0,671
maker-000080F-est_gff_StringTie-gene-6.2,1124
maker-000080F-exonerate_protein2genome-gene-6.3,1296
augustus_masked-000080F-processed-gene-6.9,894
maker-000080F-est_gff_StringTie-gene-7.0,5906
maker-000080F-est_gff_StringTie-gene-7.1,2426
maker-000080F-exonerate_protein2genome-gene-7.5,402
maker-000080F-augustus-gene-7.17,2899
maker-000080F-est_gff_StringTie-gene-7.3,1829
maker-000080F-est_gff_StringTie-gene-8.0,908
maker-000080F-est_gff_StringTie-gene-8.2,1811
evm-000080F-processed-gene-8.0,4416
maker-000080F-est_gff_StringTie-gene-8.3,2925
maker-000080F-est_gff_StringTie-gene-9.0,1313
maker-000080F-est_gff_StringTie-gene-9.1,1702
maker-000080F-est_gff_StringTie-gene-10.0,1665
augustus_masked-000080F-processed-gene-10.1,1729
evm-000080F-processed-gene-10.6,1539
maker-000080F-est_gff_StringTie-gene-11.2,2296
augustus_masked-000080F-processed-gene-10.4,553
maker-000080F-est_gff_StringTie-gene-11.3,1874
maker-000080F-est_gff_StringTie-gene-11.4,2756
evm-000080F-processed-gene-11.2,1565
maker-000080F-est_gff_StringTie-gene-12.8,1347
augustus_masked-000080F-processed-gene-11.14,675
maker-000080F-exonerate_protein2genome-gene-11.1,630
augustus_masked-000080F-processed-gene-12.10,630
augustus_masked-000080F-processed-gene-12.11,675
augustus_masked-000080F-processed-gene-12.12,675
augustus_masked-000080F-processed-gene-12.13,240
augustus_masked-000080F-processed-gene-12.14,663
augustus_masked-000080F-processed-gene-12.15,660
augustus_masked-000080F-processed-gene-12.16,672
augustus_masked-000080F-processed-gene-12.17,672
maker-000080F-est_gff_StringTie-gene-12.7,301
augustus_masked-000080F-processed-gene-12.18,666
augustus_masked-000080F-processed-gene-12.22,666
maker-000080F-est_gff_StringTie-gene-12.9,444
maker-000080F-est_gff_StringTie-gene-13.0,3727
maker-000080F-est_gff_StringTie-gene-14.1,4031
maker-000080F-est_gff_StringTie-gene-14.3,9138
maker-000080F-exonerate_protein2genome-gene-14.0,4004
augustus_masked-000080F-processed-gene-14.8,330
maker-000080F-est_gff_StringTie-gene-15.0,5838
maker-000080F-est_gff_StringTie-gene-16.0,12706
maker-000080F-est_gff_StringTie-gene-15.1,880
evm-000080F-processed-gene-17.0,7085
augustus_masked-000080F-processed-gene-17.7,954
maker-000080F-exonerate_protein2genome-gene-17.5,1215
augustus_masked-000080F-processed-gene-17.12,702
evm-000080F-processed-gene-17.1,1217
maker-000080F-est_gff_StringTie-gene-17.2,316
maker-000080F-est_gff_StringTie-gene-17.4,1299
maker-000080F-est_gff_StringTie-gene-18.0,805
maker-000080F-est_gff_StringTie-gene-18.1,1244
maker-000080F-est_gff_StringTie-gene-18.2,1784
maker-000080F-est_gff_StringTie-gene-18.3,3846
augustus_masked-000080F-processed-gene-18.13,285
augustus_masked-000080F-processed-gene-18.14,345
maker-000080F-est_gff_StringTie-gene-18.4,2600
evm-000080F-processed-gene-19.8,4898
maker-000080F-est_gff_StringTie-gene-20.0,602
maker-000080F-est_gff_StringTie-gene-20.1,1840
maker-000080F-exonerate_protein2genome-gene-20.4,2003
maker-000080F-est_gff_StringTie-gene-20.3,7509
maker-000080F-est_gff_StringTie-gene-22.1,687
maker-000080F-est_gff_StringTie-gene-22.0,1628
maker-000080F-est_gff_StringTie-gene-26.0,3313
maker-000080F-exonerate_protein2genome-gene-27.0,1707
maker-000080F-est_gff_StringTie-gene-29.1,11591
maker-000080F-exonerate_protein2genome-gene-29.0,1395
evm-000080F-processed-gene-29.3,2016
maker-000080F-est_gff_StringTie-gene-30.0,14553
maker-000080F-exonerate_protein2genome-gene-30.6,1416
maker-000080F-est_gff_StringTie-gene-30.2,248
maker-000080F-est_gff_StringTie-gene-30.3,11879
maker-000080F-augustus-gene-30.5,970
augustus_masked-001246F-processed-gene-0.3,594
augustus_masked-001826F-processed-gene-0.2,312
maker-001826F-exonerate_protein2genome-gene-0.2,1218
augustus_masked-001826F-processed-gene-0.3,411
augustus_masked-001826F-processed-gene-0.4,312
augustus_masked-001826F-processed-gene-0.5,411
augustus_masked-001826F-processed-gene-0.13,375
augustus_masked-001826F-processed-gene-0.14,579
maker-000031F-est_gff_StringTie-gene-0.0,326
maker-000031F-augustus-gene-1.0,777
maker-000031F-est_gff_StringTie-gene-1.0,310
augustus_masked-000031F-processed-gene-4.2,1059
maker-000031F-est_gff_StringTie-gene-7.0,6066
augustus_masked-000031F-processed-gene-8.2,285
maker-000031F-est_gff_StringTie-gene-13.1,6520
maker-000031F-est_gff_StringTie-gene-17.1,14418
augustus_masked-000031F-processed-gene-17.7,2058
maker-000031F-est_gff_StringTie-gene-18.0,5603
maker-000031F-est_gff_StringTie-gene-18.3,2607
evm-000031F-processed-gene-18.8,10172
augustus_masked-000031F-processed-gene-18.4,1560
maker-000031F-est_gff_StringTie-gene-18.2,277
maker-000031F-est_gff_StringTie-gene-20.0,264
maker-000031F-exonerate_protein2genome-gene-23.0,2269
maker-000031F-est_gff_StringTie-gene-23.2,493
maker-000031F-est_gff_StringTie-gene-25.0,216
maker-000031F-augustus-gene-25.2,261
maker-000031F-est_gff_StringTie-gene-25.1,204
maker-000031F-est_gff_StringTie-gene-27.2,960
maker-000031F-exonerate_protein2genome-gene-27.0,4915
maker-000031F-est_gff_StringTie-gene-28.3,2769
maker-000031F-est_gff_StringTie-gene-28.2,395
maker-000031F-exonerate_protein2genome-gene-28.0,492
augustus_masked-000031F-processed-gene-28.6,1311
maker-000031F-est_gff_StringTie-gene-29.2,7724
maker-000031F-exonerate_protein2genome-gene-29.0,6166
augustus_masked-000031F-processed-gene-29.10,345
maker-000031F-exonerate_protein2genome-gene-30.1,3394
maker-000031F-est_gff_StringTie-gene-32.1,6845
maker-000031F-est_gff_StringTie-gene-32.0,559
maker-000031F-exonerate_protein2genome-gene-33.0,588
maker-000031F-exonerate_protein2genome-gene-33.1,588
evm-000031F-processed-gene-37.14,2171
maker-000031F-exonerate_protein2genome-gene-35.0,588
maker-000031F-exonerate_protein2genome-gene-37.1,588
evm-000031F-processed-gene-37.13,3292
maker-000031F-est_gff_StringTie-gene-40.0,6305
maker-000031F-est_gff_StringTie-gene-43.2,7517
maker-000031F-est_gff_StringTie-gene-43.0,429
maker-000031F-est_gff_StringTie-gene-43.1,471
maker-000031F-est_gff_StringTie-gene-43.3,393
maker-000180F-est_gff_StringTie-gene-4.0,2185
maker-000180F-est_gff_StringTie-gene-4.3,2350
maker-000180F-est_gff_StringTie-gene-4.1,2512
maker-000180F-est_gff_StringTie-gene-4.2,1080
maker-000180F-augustus-gene-7.10,1287
maker-000180F-est_gff_StringTie-gene-5.0,1099
maker-000180F-est_gff_StringTie-gene-5.1,574
maker-000180F-augustus-gene-6.6,713
maker-000180F-est_gff_StringTie-gene-6.0,1355
maker-000180F-est_gff_StringTie-gene-6.1,305
maker-000180F-augustus-gene-7.11,2707
maker-000180F-est_gff_StringTie-gene-8.0,233
evm-000180F-processed-gene-10.3,5109
maker-000180F-est_gff_StringTie-gene-11.0,1759
maker-000180F-est_gff_StringTie-gene-10.0,246
evm-000180F-processed-gene-12.4,1127
maker-000180F-exonerate_protein2genome-gene-12.4,2841
maker-000180F-est_gff_StringTie-gene-12.2,9425
maker-000180F-est_gff_StringTie-gene-12.3,3696
maker-000180F-est_gff_StringTie-gene-13.0,4311
evm-000180F-processed-gene-13.11,962
evm-000180F-processed-gene-13.10,1129
maker-000180F-exonerate_protein2genome-gene-13.5,1866
maker-000180F-est_gff_StringTie-gene-13.2,4151
maker-000180F-est_gff_StringTie-gene-13.3,1425
maker-000180F-est_gff_StringTie-gene-14.6,1545
maker-000180F-est_gff_StringTie-gene-14.7,2666
maker-000180F-exonerate_protein2genome-gene-14.1,1704
evm-000180F-processed-gene-15.8,9427
maker-000180F-augustus-gene-14.12,12097
maker-000180F-augustus-gene-15.2,2842
maker-000180F-augustus-gene-15.3,10159
maker-000180F-est_gff_StringTie-gene-15.0,7819
maker-000180F-exonerate_protein2genome-gene-16.3,6474
augustus_masked-000180F-processed-gene-16.2,461
maker-000180F-exonerate_protein2genome-gene-16.4,12488
maker-000180F-exonerate_protein2genome-gene-16.5,2468
maker-000167F-est_gff_StringTie-gene-0.0,6141
maker-000167F-est_gff_StringTie-gene-1.0,2449
maker-000167F-est_gff_StringTie-gene-1.2,3677
maker-000167F-est_gff_StringTie-gene-1.3,1383
maker-000167F-est_gff_StringTie-gene-1.1,300
maker-000167F-augustus-gene-2.1,1193
maker-000167F-exonerate_protein2genome-gene-2.0,1946
maker-000167F-est_gff_StringTie-gene-2.4,385
maker-000167F-exonerate_protein2genome-gene-2.1,585
maker-000167F-est_gff_StringTie-gene-2.2,1744
maker-000167F-augustus-gene-3.0,1081
maker-000167F-est_gff_StringTie-gene-3.0,2521
maker-000167F-est_gff_StringTie-gene-3.1,3324
evm-000167F-processed-gene-4.0,2020
evm-000167F-processed-gene-5.4,12817
maker-000167F-est_gff_StringTie-gene-5.2,3598
augustus_masked-000167F-processed-gene-5.9,696
maker-000167F-est_gff_StringTie-gene-5.3,303
maker-000167F-augustus-gene-5.2,1364
evm-000167F-processed-gene-6.5,3409
maker-000167F-est_gff_StringTie-gene-6.2,2006
maker-000167F-augustus-gene-6.1,549
maker-000167F-est_gff_StringTie-gene-6.4,634
maker-000167F-exonerate_protein2genome-gene-6.1,1233
augustus_masked-000167F-processed-gene-7.4,1674
evm-000167F-processed-gene-7.1,2283
maker-000167F-exonerate_protein2genome-gene-8.1,2387
augustus_masked-000167F-processed-gene-9.2,273
evm-000167F-processed-gene-9.17,3479
maker-000167F-exonerate_protein2genome-gene-8.0,3882
maker-000167F-est_gff_StringTie-gene-8.3,3105
maker-000167F-est_gff_StringTie-gene-9.1,4264
evm-000167F-processed-gene-9.16,6634
maker-000167F-est_gff_StringTie-gene-10.1,336
maker-000167F-augustus-gene-10.3,663
maker-000167F-exonerate_protein2genome-gene-10.3,3320
maker-000167F-est_gff_StringTie-gene-10.0,347
augustus_masked-000167F-processed-gene-12.2,1119
maker-000167F-est_gff_StringTie-gene-12.1,216
maker-000167F-est_gff_StringTie-gene-12.2,254
maker-000167F-augustus-gene-14.22,1880
maker-000167F-est_gff_StringTie-gene-14.2,410
maker-000167F-est_gff_StringTie-gene-14.3,222
evm-000167F-processed-gene-14.19,7164
maker-000167F-augustus-gene-14.21,403
augustus_masked-000167F-processed-gene-16.4,285
maker-000167F-augustus-gene-16.1,684
maker-000167F-augustus-gene-16.3,306
maker-000167F-exonerate_protein2genome-gene-17.1,4334
augustus_masked-000167F-processed-gene-17.2,354
augustus_masked-000167F-processed-gene-17.5,286
maker-000167F-augustus-gene-18.17,327
maker-000167F-est_gff_StringTie-gene-18.2,426
augustus_masked-000167F-processed-gene-18.4,219
maker-000167F-exonerate_protein2genome-gene-18.0,45
evm-000167F-processed-gene-18.0,3076
maker-000167F-augustus-gene-18.16,387
maker-000486F-augustus-gene-0.0,597
maker-000486F-est_gff_StringTie-gene-1.2,211
evm-000486F-processed-gene-1.1,6234
maker-000486F-est_gff_StringTie-gene-1.1,8131
maker-000486F-exonerate_protein2genome-gene-1.0,1044
augustus_masked-000486F-processed-gene-3.8,1688
maker-000486F-est_gff_StringTie-gene-3.1,8189
maker-000486F-est_gff_StringTie-gene-3.4,549
maker-000486F-est_gff_StringTie-gene-3.5,217
maker-000486F-augustus-gene-3.4,7842
maker-000486F-est_gff_StringTie-gene-3.6,518
maker-000486F-est_gff_StringTie-gene-3.3,495
maker-000486F-est_gff_StringTie-gene-3.7,221
maker-000426F-est_gff_StringTie-gene-0.5,555
maker-000426F-exonerate_protein2genome-gene-0.0,3131
maker-000426F-est_gff_StringTie-gene-0.4,231
maker-000426F-exonerate_protein2genome-gene-0.1,672
maker-000426F-augustus-gene-0.10,462
evm-000426F-processed-gene-1.0,4446
maker-000426F-est_gff_StringTie-gene-2.0,3548
maker-000426F-est_gff_StringTie-gene-2.2,3912
maker-000426F-est_gff_StringTie-gene-2.1,1379
maker-000426F-est_gff_StringTie-gene-2.3,3810
maker-000426F-est_gff_StringTie-gene-3.0,1060
maker-000426F-est_gff_StringTie-gene-4.0,3278
maker-000426F-est_gff_StringTie-gene-5.3,6740
maker-000426F-est_gff_StringTie-gene-5.1,1570
maker-000426F-exonerate_protein2genome-gene-5.0,3618
