gene_id	geneName	Chr	Start	End
maker-000196F-exonerate_protein2genome-gene-2.6	fmo5_12	000196F	624225	635950
maker-000196F-est_gff_StringTie-gene-4.0	NA	000196F	895429	895881
maker-000196F-exonerate_protein2genome-gene-5.0	ara1	000196F	837900	1182612
augustus_masked-000196F-processed-gene-5.7	NA	000196F	1182442	1182678
maker-000196F-exonerate_protein2genome-gene-6.1	znf845_znf208_znf91_znf84	000196F	1291032	1436369
maker-000196F-est_gff_StringTie-gene-5.2	NA	000196F	1307210	1308048
maker-000196F-exonerate_protein2genome-gene-7.3	znf436_znf271_zscan2	000196F	1619977	1620684
maker-000196F-est_gff_StringTie-gene-8.1	glra2_6	000196F	1770065	1858940
maker-000196F-est_gff_StringTie-gene-7.2	NA	000196F	1809326	1814291
maker-000196F-est_gff_StringTie-gene-8.2	NA	000196F	1859157	1865853
maker-000196F-augustus-gene-8.1	srm_3	000196F	1903896	2018868
maker-000196F-exonerate_protein2genome-gene-9.0	znf845_znf624_znf850_zfp26_znf208_znf91	000196F	2074723	2260263
evm-000196F-processed-gene-10.4	flag_3	000196F	2285009	2300899
maker-000196F-est_gff_StringTie-gene-9.1	NA	000196F	2289778	2297237
maker-000196F-augustus-gene-10.3	flag	000196F	2400260	2420397
maker-000196F-est_gff_StringTie-gene-10.0	NA	000196F	2405129	2408150
maker-000196F-est_gff_StringTie-gene-10.1	slc12a9	000196F	2424052	2484628
evm-000196F-processed-gene-10.7	opa1	000196F	2495994	2531138
maker-000196F-est_gff_StringTie-gene-11.1	NA	000196F	2530827	2563814
maker-000196F-est_gff_StringTie-gene-11.2	neurl4	000196F	2598761	2655846
evm-000196F-processed-gene-11.6	kdsr	000196F	2656083	2686677
maker-000196F-est_gff_StringTie-gene-11.3	tpgs2	000196F	2686719	2699028
maker-000196F-est_gff_StringTie-gene-11.4	ccdc40	000196F	2716895	2771621
maker-000196F-est_gff_StringTie-gene-12.0	NA	000196F	2800692	2802127
maker-000196F-est_gff_StringTie-gene-12.1	myorg	000196F	2986582	3003356
maker-000196F-est_gff_StringTie-gene-12.2	NA	000196F	3029141	3033611
evm-000196F-processed-gene-14.17	ankdd1a	000196F	3065939	3250309
maker-000196F-augustus-gene-14.16	NA	000196F	3391833	3399931
maker-000196F-exonerate_protein2genome-gene-14.2	mrpl24	000196F	3421156	3445135
maker-000196F-est_gff_StringTie-gene-15.10	mmd2	000196F	3446931	3522984
evm-000196F-processed-gene-15.9	NA	000196F	3530404	3579089
maker-000196F-est_gff_StringTie-gene-15.11	usp22_2	000196F	3577228	3611745
maker-000196F-exonerate_protein2genome-gene-15.0	znf84_10	000196F	3652003	3653430
maker-000196F-exonerate_protein2genome-gene-15.1	eif3b	000196F	3695493	3748510
maker-000196F-est_gff_StringTie-gene-15.12	NA	000196F	3755261	3770293
maker-000196F-est_gff_StringTie-gene-15.13	tg_3	000196F	3770310	3787401
maker-000196F-est_gff_StringTie-gene-15.14	ppp1r42	000196F	3802736	3851906
maker-000196F-augustus-gene-15.1	NA	000196F	3875740	3915536
maker-000196F-exonerate_protein2genome-gene-15.2	NA	000196F	3933790	3946002
augustus_masked-000196F-processed-gene-15.34	sqh	000196F	3977925	3994275
maker-000196F-augustus-gene-15.3	alkbh3	000196F	3984392	4014418
augustus_masked-000196F-processed-gene-15.25	alkbh3_3	000196F	4015293	4027285
evm-000196F-processed-gene-15.15	NA	000196F	4029821	4031144
maker-000334F-est_gff_StringTie-gene-0.0	NA	000334F	37510	156623
maker-000334F-est_gff_StringTie-gene-1.1	ric-3_2	000334F	175717	202377
maker-000334F-est_gff_StringTie-gene-1.2	NA	000334F	193233	193865
maker-000334F-est_gff_StringTie-gene-1.3	NA	000334F	229511	241264
maker-000334F-est_gff_StringTie-gene-1.4	NA	000334F	246556	263947
augustus_masked-000334F-processed-gene-4.0	NA	000334F	340325	340582
maker-000334F-augustus-gene-4.18	NA	000334F	357574	365426
maker-000334F-est_gff_StringTie-gene-3.0	kn	000334F	486984	712260
maker-000334F-est_gff_StringTie-gene-4.1	NA	000334F	712586	922511
maker-000334F-est_gff_StringTie-gene-4.2	lrit2	000334F	949450	1002701
maker-000334F-est_gff_StringTie-gene-6.3	pxdn_2	000334F	1001571	1150020
maker-000334F-augustus-gene-6.2	ldb2_2	000334F	1178943	1474904
maker-000334F-est_gff_StringTie-gene-6.0	NA	000334F	1258746	1373608
maker-000334F-est_gff_StringTie-gene-6.1	NA	000334F	1459514	1523550
maker-000334F-est_gff_StringTie-gene-6.2	NA	000334F	1572590	1584169
maker-000334F-est_gff_StringTie-gene-7.0	NA	000334F	1624665	1698173
maker-000334F-est_gff_StringTie-gene-7.2	NA	000334F	1723657	1749678
maker-000334F-est_gff_StringTie-gene-7.1	NA	000334F	1755868	1794406
maker-000334F-est_gff_StringTie-gene-8.0	NA	000334F	1806965	1888563
maker-000334F-est_gff_StringTie-gene-8.4	NA	000334F	1885876	1889336
maker-000334F-augustus-gene-8.1	kiaa0232	000334F	1908664	1998558
maker-000334F-est_gff_StringTie-gene-8.2	cyb5r4	000334F	2027851	2098601
maker-000334F-est_gff_StringTie-gene-8.5	foxo3	000334F	2111353	2173838
maker-000334F-est_gff_StringTie-gene-8.6	sb_5	000334F	2221213	2284423
maker-000334F-est_gff_StringTie-gene-8.3	NA	000334F	2257948	2331310
maker-001235F-exonerate_protein2genome-gene-0.0	alkbh2_147	001235F	27649	28236
maker-001235F-exonerate_protein2genome-gene-0.1	alkbh2_150	001235F	30703	31290
maker-000283F-est_gff_StringTie-gene-3.0	gyc32e_gcy-12	000283F	193539	720225
maker-000283F-est_gff_StringTie-gene-5.0	NA	000283F	1137288	1143552
maker-000283F-est_gff_StringTie-gene-6.1	lac_cadm2	000283F	1386403	1484826
maker-000283F-est_gff_StringTie-gene-6.0	NA	000283F	1564485	1593868
maker-000283F-est_gff_StringTie-gene-10.0	lac_8	000283F	2211528	2707898
maker-000283F-exonerate_protein2genome-gene-10.2	cib3_2	000283F	2738073	2759200
maker-000021F-est_gff_StringTie-gene-0.0	NA	000021F	66189	108605
augustus_masked-000021F-processed-gene-0.34	alkbh2_154	000021F	129462	130055
augustus_masked-000021F-processed-gene-1.3	alkbh2_164	000021F	160009	160602
maker-000021F-augustus-gene-1.0	alkbh2_132	000021F	203325	209217
maker-000021F-est_gff_StringTie-gene-1.0	slc5a8_10	000021F	260398	394177
maker-000021F-augustus-gene-1.2	macrod2	000021F	274460	296972
augustus_masked-000021F-processed-gene-2.1	mariner\t	000021F	394405	394938
maker-000021F-est_gff_StringTie-gene-2.1	cg32669_3	000021F	402241	436972
maker-000021F-est_gff_StringTie-gene-2.2	cg32669_slc5a8_3	000021F	464601	540044
maker-000021F-est_gff_StringTie-gene-3.1	slc5a8_2	000021F	580191	663037
maker-000021F-est_gff_StringTie-gene-2.0	NA	000021F	607258	607768
maker-000021F-est_gff_StringTie-gene-3.2	slc5a8_cg32669	000021F	708195	781031
maker-000021F-est_gff_StringTie-gene-3.3	slc5a8_8	000021F	824186	852287
maker-000021F-augustus-gene-4.3	cg32669_7	000021F	869933	912593
maker-000021F-est_gff_StringTie-gene-3.0	NA	000021F	871452	872209
maker-000021F-est_gff_StringTie-gene-4.2	cg32669_4	000021F	935662	998354
maker-000021F-est_gff_StringTie-gene-4.0	slc5a12_5	000021F	1018770	1097302
evm-000021F-processed-gene-5.12	nudt24	000021F	1121531	1142064
maker-000021F-exonerate_protein2genome-gene-5.0	sf3b3_2	000021F	1175749	1259916
maker-000021F-est_gff_StringTie-gene-5.1	clspn	000021F	1259899	1315957
evm-000021F-processed-gene-6.2	ggcx	000021F	1316829	1387857
augustus_masked-000021F-processed-gene-6.8	inx2_3	000021F	1390013	1391125
augustus_masked-000021F-processed-gene-6.9	inx3	000021F	1407503	1408615
augustus_masked-000021F-processed-gene-6.10	inx2_12	000021F	1421467	1422495
maker-000021F-est_gff_StringTie-gene-6.0	cyp4c3_3	000021F	1436333	1489429
evm-000021F-processed-gene-6.1	NA	000021F	1494348	1546154
maker-000021F-est_gff_StringTie-gene-7.0	acsl1_acsl5_2	000021F	1701852	1813023
augustus_masked-000021F-processed-gene-7.6	NA	000021F	1754584	1754790
maker-000021F-est_gff_StringTie-gene-8.1	stoml1_stom	000021F	1840813	1955583
evm-000021F-processed-gene-8.12	bsk	000021F	1878139	2072469
maker-000021F-est_gff_StringTie-gene-9.0	NA	000021F	2048970	2107942
maker-000021F-augustus-gene-9.6	NA	000021F	2124117	2135536
maker-000021F-augustus-gene-9.7	march8	000021F	2217357	2233750
maker-000021F-est_gff_StringTie-gene-9.2	sec24c_2	000021F	2252467	2287000
maker-000021F-est_gff_StringTie-gene-9.3	NA	000021F	2290317	2300872
maker-000021F-est_gff_StringTie-gene-10.3	NA	000021F	2310634	2330362
maker-000021F-est_gff_StringTie-gene-10.4	mec-4	000021F	2348729	2401340
maker-000021F-est_gff_StringTie-gene-10.1	NA	000021F	2383954	2384343
maker-000021F-est_gff_StringTie-gene-10.5	NA	000021F	2420954	2431760
maker-000021F-est_gff_StringTie-gene-10.6	NA	000021F	2433333	2458153
maker-000021F-exonerate_protein2genome-gene-10.7	mob1b	000021F	2477120	2510000
evm-000021F-processed-gene-11.6	fnip2	000021F	2625469	2678129
maker-000021F-exonerate_protein2genome-gene-11.0	alkbh2_39	000021F	2686725	2687312
maker-000021F-exonerate_protein2genome-gene-11.1	ddx46	000021F	2703997	2766094
maker-000021F-est_gff_StringTie-gene-12.0	slc5a8_11	000021F	2804337	2923842
maker-000021F-est_gff_StringTie-gene-12.1	NA	000021F	2957060	2961008
maker-000021F-est_gff_StringTie-gene-13.0	slc5a8_cg32669_3	000021F	3067825	3127202
maker-000021F-est_gff_StringTie-gene-13.1	NA	000021F	3138540	3187184
maker-000021F-est_gff_StringTie-gene-14.2	pps_7	000021F	3197316	3300101
maker-000021F-est_gff_StringTie-gene-14.1	terb1	000021F	3322794	3377481
maker-000021F-exonerate_protein2genome-gene-14.0	manf	000021F	3511264	3511749
augustus_masked-000021F-processed-gene-15.2	sh_2	000021F	3570322	3572100
maker-000021F-est_gff_StringTie-gene-15.1	NA	000021F	3657300	3657687
maker-000021F-est_gff_StringTie-gene-17.0	NA	000021F	3782025	4013669
maker-000021F-est_gff_StringTie-gene-19.1	NA	000021F	4550443	4591209
maker-000021F-augustus-gene-19.8	nfkbib	000021F	4581687	4588046
maker-000021F-est_gff_StringTie-gene-19.0	fjx1	000021F	4639221	4693026
maker-000021F-est_gff_StringTie-gene-20.0	NA	000021F	4743071	4751379
maker-000021F-est_gff_StringTie-gene-20.1	NA	000021F	4843538	4844182
maker-000021F-augustus-gene-21.1	NA	000021F	4912388	4981197
evm-000021F-processed-gene-21.12	rtraf	000021F	4968138	4984529
evm-000021F-processed-gene-21.13	rab31	000021F	4984646	5014884
maker-000021F-exonerate_protein2genome-gene-21.5	v1g226489	000021F	5028199	5028471
maker-000021F-est_gff_StringTie-gene-21.2	gpatch4	000021F	5028919	5040541
evm-000021F-processed-gene-23.8	klf2	000021F	5506078	5581777
maker-000021F-augustus-gene-25.2	NA	000021F	5773599	5786853
maker-000021F-augustus-gene-25.3	klf2_2	000021F	5919996	5968457
maker-000021F-est_gff_StringTie-gene-25.1	NA	000021F	5981472	6107985
maker-000021F-est_gff_StringTie-gene-26.3	NA	000021F	6163704	6174965
evm-000021F-processed-gene-26.0	klf2_3	000021F	6175151	6203162
maker-000021F-est_gff_StringTie-gene-26.4	NA	000021F	6205858	6270324
maker-000021F-est_gff_StringTie-gene-27.0	klkb1	000021F	6356396	6378610
maker-000021F-est_gff_StringTie-gene-27.1	plg	000021F	6382943	6415482
maker-000021F-exonerate_protein2genome-gene-28.3	tgas006m08.1_3	000021F	6402234	6402545
maker-000021F-est_gff_StringTie-gene-27.2	tmprss9_2	000021F	6422318	6456940
maker-000021F-est_gff_StringTie-gene-28.0	NA	000021F	6444555	6449308
maker-000021F-est_gff_StringTie-gene-28.1	tbc1d2b_3	000021F	6468194	6745382
maker-000021F-est_gff_StringTie-gene-28.2	NA	000021F	6500328	6679329
evm-000021F-processed-gene-29.0	NA	000021F	6746877	7010506
maker-000021F-est_gff_StringTie-gene-29.0	NA	000021F	7005031	7020518
evm-000021F-processed-gene-33.9	let-653	000021F	7578115	7842249
maker-000021F-est_gff_StringTie-gene-33.1	NA	000021F	7941320	7947033
evm-000021F-processed-gene-35.1	NA	000021F	8098395	8524814
maker-000021F-exonerate_protein2genome-gene-34.0	alkbh2_230	000021F	8182551	8183006
maker-000021F-exonerate_protein2genome-gene-34.1	alkbh2_208	000021F	8189340	8189795
maker-000021F-augustus-gene-36.0	NA	000021F	8633449	8648328
maker-000021F-augustus-gene-37.7	NA	000021F	8709302	8754762
maker-000021F-augustus-gene-37.8	NA	000021F	8765247	8797950
maker-000021F-est_gff_StringTie-gene-37.0	gulo	000021F	8860215	8888841
maker-000021F-est_gff_StringTie-gene-37.3	llgl1_2	000021F	8894327	8935603
maker-000021F-est_gff_StringTie-gene-37.4	mas_ppaf2	000021F	8980954	9014498
maker-000021F-est_gff_StringTie-gene-38.1	ppaf2_2	000021F	9024045	9100619
maker-000021F-est_gff_StringTie-gene-38.0	ppaf2_3	000021F	9106035	9127381
maker-000021F-est_gff_StringTie-gene-38.2	nup210	000021F	9142466	9249587
maker-000021F-est_gff_StringTie-gene-39.1	tmf1	000021F	9249926	9297129
maker-000021F-est_gff_StringTie-gene-39.3	NA	000021F	9297965	9320381
maker-000021F-est_gff_StringTie-gene-39.2	hsd17b6_2	000021F	9348061	9425255
evm-000021F-processed-gene-39.13	ringer_3	000021F	9426974	9492120
maker-000021F-est_gff_StringTie-gene-40.1	slc35c2	000021F	9524156	9563650
maker-000021F-est_gff_StringTie-gene-43.1	NA	000021F	9904894	10307121
augustus_masked-000021F-processed-gene-42.1	NA	000021F	10000071	10000979
maker-000021F-est_gff_StringTie-gene-43.0	nas-39	000021F	10205316	10460457
augustus_masked-000021F-processed-gene-44.0	axin1	000021F	10495274	10532183
maker-000021F-augustus-gene-44.6	tigd4_rabac1	000021F	10532487	10585454
maker-000021F-est_gff_StringTie-gene-44.2	dnajc1	000021F	10541026	10568851
evm-000021F-processed-gene-46.1	atp6ap2	000021F	10794178	10833223
maker-000021F-est_gff_StringTie-gene-46.1	shox2	000021F	10899814	10975745
maker-000021F-est_gff_StringTie-gene-46.2	NA	000021F	11112352	11116480
maker-000021F-augustus-gene-46.5	abcc5	000021F	11143966	11198236
maker-000021F-est_gff_StringTie-gene-47.0	NA	000021F	11262528	11304379
maker-000021F-augustus-gene-48.0	NA	000021F	11450802	11495889
maker-000021F-est_gff_StringTie-gene-49.0	NA	000021F	11757894	11781523
evm-000021F-processed-gene-49.15	NA	000021F	11906525	11922519
augustus_masked-001491F-processed-gene-0.7	dut_3	001491F	6399	8275
maker-000548F-est_gff_StringTie-gene-0.1	itfg2_3	000548F	2716	35206
maker-000548F-est_gff_StringTie-gene-0.0	NA	000548F	48830	73763
maker-000548F-est_gff_StringTie-gene-1.73	zan_srfbp1	000548F	84821	191572
maker-000548F-est_gff_StringTie-gene-1.71	mapkbp1_wdr62	000548F	282125	427344
maker-000548F-est_gff_StringTie-gene-1.74	znf862_2	000548F	429098	435956
maker-000548F-augustus-gene-1.1	sys1	000548F	436203	449939
evm-000548F-processed-gene-1.17	yfkn	000548F	450560	501519
augustus_masked-000548F-processed-gene-1.11	NA	000548F	537553	537990
maker-000548F-est_gff_StringTie-gene-1.76	NA	000548F	604880	605587
maker-000953F-exonerate_protein2genome-gene-0.0	znf32_2	000953F	9235	9738
maker-000953F-exonerate_protein2genome-gene-0.1	znf782_znf271_znf182	000953F	37618	38867
evm-000254F-processed-gene-0.3	atp2b3_2	000254F	1296	66082
maker-000254F-est_gff_StringTie-gene-1.0	nrg2_2	000254F	121738	289286
maker-000254F-est_gff_StringTie-gene-1.1	pus7	000254F	295841	334253
maker-000254F-est_gff_StringTie-gene-1.2	sec63	000254F	340032	379008
augustus_masked-000254F-processed-gene-1.14	tdpoz3_4	000254F	397265	398935
maker-000254F-est_gff_StringTie-gene-2.0	lrp2bp	000254F	407541	457680
evm-000254F-processed-gene-3.16	slc18a2_2	000254F	450879	670635
maker-000254F-est_gff_StringTie-gene-3.8	ccdc97	000254F	673378	686538
maker-000254F-est_gff_StringTie-gene-3.4	sccpdh_7	000254F	686732	718689
maker-000254F-augustus-gene-3.2	ggh	000254F	723358	745277
evm-000254F-processed-gene-3.15	cyp3a41a_2	000254F	751607	774610
maker-000254F-augustus-gene-3.3	pgbd4_15	000254F	788473	817191
maker-000254F-est_gff_StringTie-gene-3.9	tex2_2	000254F	821062	855992
maker-000254F-est_gff_StringTie-gene-4.0	ern1	000254F	856050	894394
maker-000254F-est_gff_StringTie-gene-5.0	eip63f-1_2	000254F	919865	1183877
evm-000254F-processed-gene-5.1	NA	000254F	1203375	1226539
maker-000254F-exonerate_protein2genome-gene-5.2	znf729_znf420_znf208_znf91_znf184_znf808_znf888	000254F	1238600	1300438
augustus_masked-000254F-processed-gene-5.10	NA	000254F	1310599	1310865
maker-000254F-exonerate_protein2genome-gene-6.6	alpl_4	000254F	1324894	1429776
maker-000254F-exonerate_protein2genome-gene-6.7	chchd4	000254F	1480963	1492954
maker-000254F-est_gff_StringTie-gene-6.3	NA	000254F	1496832	1497311
evm-000254F-processed-gene-6.16	adat1	000254F	1498418	1522299
maker-000254F-est_gff_StringTie-gene-6.4	srek1ip1	000254F	1522388	1539032
maker-000254F-exonerate_protein2genome-gene-6.5	flag_fu5	000254F	1554096	1555040
maker-000254F-est_gff_StringTie-gene-7.1	NA	000254F	1587209	1651383
maker-000254F-augustus-gene-7.1	NA	000254F	1653794	1706869
maker-000254F-est_gff_StringTie-gene-7.2	NA	000254F	1708664	1758024
maker-000254F-est_gff_StringTie-gene-7.3	NA	000254F	1770294	1797438
maker-000254F-est_gff_StringTie-gene-8.1	scnn1a	000254F	1802128	1864185
maker-000254F-est_gff_StringTie-gene-8.2	NA	000254F	1879585	1944942
maker-000254F-est_gff_StringTie-gene-8.3	NA	000254F	1960877	2037885
maker-000254F-est_gff_StringTie-gene-8.4	NA	000254F	1970203	1973299
maker-000254F-est_gff_StringTie-gene-9.1	NA	000254F	2040451	2136383
maker-000254F-exonerate_protein2genome-gene-9.4	blmp-1_znf112_znf233_znf71	000254F	2146389	2147013
maker-000254F-est_gff_StringTie-gene-9.2	NA	000254F	2191937	2223182
maker-000254F-est_gff_StringTie-gene-9.0	NA	000254F	2245412	2312452
maker-000254F-est_gff_StringTie-gene-10.0	NA	000254F	2321170	2400230
augustus_masked-000254F-processed-gene-10.8	NA	000254F	2463637	2468169
augustus_masked-000254F-processed-gene-10.9	NA	000254F	2468245	2468988
maker-000254F-est_gff_StringTie-gene-11.3	NA	000254F	2491718	2585454
maker-000254F-est_gff_StringTie-gene-11.0	NA	000254F	2559121	2563299
maker-000254F-est_gff_StringTie-gene-11.4	NA	000254F	2595257	2675758
maker-000254F-est_gff_StringTie-gene-11.1	NA	000254F	2684067	2703449
evm-000254F-processed-gene-11.10	klhdc4	000254F	2710368	2747682
maker-000254F-exonerate_protein2genome-gene-12.0	jph3	000254F	2762787	2944669
augustus_masked-000254F-processed-gene-12.14	NA	000254F	2903140	2904180
maker-000254F-est_gff_StringTie-gene-12.5	at1g62600	000254F	3002415	3024864
augustus_masked-000254F-processed-gene-12.17	tdpoz4_22	000254F	3056948	3057479
evm-000254F-processed-gene-12.8	NA	000254F	3057543	3073080
evm-000254F-processed-gene-12.7	NA	000254F	3094347	3110601
maker-000254F-est_gff_StringTie-gene-12.3	NA	000254F	3132436	3146317
maker-000325F-est_gff_StringTie-gene-1.4	immp2l	000325F	40298	186560
maker-000325F-est_gff_StringTie-gene-1.0	lrrn1_2	000325F	139442	171495
maker-000325F-est_gff_StringTie-gene-1.1	NA	000325F	186725	204871
maker-000325F-exonerate_protein2genome-gene-1.7	nas-15	000325F	208210	223663
augustus_masked-000325F-processed-gene-1.4	rho1_4	000325F	226949	227488
maker-000325F-est_gff_StringTie-gene-1.3	ccar1	000325F	232339	297024
maker-000325F-est_gff_StringTie-gene-1.5	NA	000325F	295826	300472
augustus_masked-000325F-processed-gene-1.12	znf568_5	000325F	309095	310129
maker-000325F-est_gff_StringTie-gene-3.3	slo-1_slo	000325F	317517	644223
maker-000325F-est_gff_StringTie-gene-2.0	NA	000325F	418021	421334
augustus_masked-000325F-processed-gene-3.17	NA	000325F	609300	642754
maker-000325F-est_gff_StringTie-gene-3.0	vnn3	000325F	698901	716160
maker-000325F-est_gff_StringTie-gene-3.1	NA	000325F	733300	751230
evm-000325F-processed-gene-3.4	NA	000325F	751692	751931
maker-000325F-est_gff_StringTie-gene-3.2	NA	000325F	780851	781386
maker-000325F-exonerate_protein2genome-gene-5.0	pde4d	000325F	762476	1197989
maker-000325F-est_gff_StringTie-gene-5.3	NA	000325F	1250049	1262144
augustus_masked-000325F-processed-gene-5.13	NA	000325F	1267917	1272002
maker-000325F-augustus-gene-5.3	atox1	000325F	1335664	1344902
maker-000325F-est_gff_StringTie-gene-5.1	NA	000325F	1345620	1356662
maker-000325F-est_gff_StringTie-gene-6.0	fuctc_3	000325F	1364922	1394391
maker-000325F-augustus-gene-6.1	NA	000325F	1436721	1445782
maker-000325F-exonerate_protein2genome-gene-7.2	mglur_2	000325F	1466038	1677853
maker-000325F-est_gff_StringTie-gene-7.1	NA	000325F	1816111	1824792
maker-000182F-est_gff_StringTie-gene-0.1	inhbc	000182F	75323	123164
maker-000182F-est_gff_StringTie-gene-1.0	actbeta_2	000182F	187400	220550
maker-000182F-est_gff_StringTie-gene-1.3	cstf2_2	000182F	209450	235177
maker-000182F-est_gff_StringTie-gene-1.4	NA	000182F	238437	240652
maker-000182F-est_gff_StringTie-gene-1.1	sult1c2	000182F	283332	294065
maker-000182F-est_gff_StringTie-gene-1.2	sult1c4_5	000182F	314953	334428
maker-000182F-est_gff_StringTie-gene-2.0	cstf2	000182F	383919	463638
maker-000182F-augustus-gene-2.1	dsp1	000182F	464547	471329
maker-000182F-est_gff_StringTie-gene-2.2	tubgcp4	000182F	502089	561975
evm-000182F-processed-gene-3.1	snapc3	000182F	562027	644725
maker-000182F-est_gff_StringTie-gene-3.2	hnrnpk	000182F	671566	720284
maker-000182F-exonerate_protein2genome-gene-3.4	c15orf61	000182F	759464	771481
maker-000182F-est_gff_StringTie-gene-3.1	cope	000182F	770974	808515
augustus_masked-000182F-processed-gene-4.0	NA	000182F	864464	864811
evm-000182F-processed-gene-4.12	syt4	000182F	865009	946941
augustus_masked-000182F-processed-gene-4.2	NA	000182F	925607	926287
maker-000182F-exonerate_protein2genome-gene-4.1	lonp1	000182F	976707	1016605
maker-000182F-est_gff_StringTie-gene-4.3	rasa1	000182F	1017000	1098393
maker-000182F-exonerate_protein2genome-gene-5.2	mcm2	000182F	1128068	1169403
maker-000182F-augustus-gene-5.7	NA	000182F	1233638	1255593
maker-000182F-est_gff_StringTie-gene-6.4	slc46a1_10	000182F	1265758	1474053
maker-000182F-est_gff_StringTie-gene-6.1	slc46a1_3	000182F	1338935	1376782
maker-000182F-est_gff_StringTie-gene-6.2	slc46a1	000182F	1406265	1431025
maker-000182F-est_gff_StringTie-gene-6.3	slc46a1_slc46a3	000182F	1432416	1499404
maker-000182F-est_gff_StringTie-gene-6.5	NA	000182F	1498590	1504270
maker-000182F-est_gff_StringTie-gene-6.6	nprl2	000182F	1538974	1569957
maker-000182F-est_gff_StringTie-gene-7.1	mettl4	000182F	1570217	1627280
augustus_masked-000182F-processed-gene-6.23	dhx16	000182F	1589774	1592869
maker-000182F-est_gff_StringTie-gene-7.3	sult2b1	000182F	1622620	1635594
maker-000182F-est_gff_StringTie-gene-7.2	abhd14b_abhd14a	000182F	1649244	1666565
maker-000182F-augustus-gene-7.3	cg7280	000182F	1665603	1690831
evm-000182F-processed-gene-8.14	NA	000182F	1705887	1820363
augustus_masked-000182F-processed-gene-8.3	NA	000182F	1821523	1834042
augustus_masked-000182F-processed-gene-8.4	NA	000182F	1879701	1889942
maker-000182F-est_gff_StringTie-gene-8.1	znf629_2	000182F	1928666	2005962
maker-000182F-exonerate_protein2genome-gene-9.4	acads_2	000182F	2068740	2102539
maker-000182F-est_gff_StringTie-gene-9.2	agtpbp1	000182F	2102867	2219607
maker-000182F-est_gff_StringTie-gene-9.1	NA	000182F	2206119	2290363
augustus_masked-000182F-processed-gene-9.11	tcerg1	000182F	2250330	2253188
evm-000182F-processed-gene-10.3	ap3b1	000182F	2423099	2494101
maker-000182F-est_gff_StringTie-gene-10.0	scamp1	000182F	2494475	2534622
maker-000182F-est_gff_StringTie-gene-11.0	NA	000182F	2560913	2578496
maker-000182F-est_gff_StringTie-gene-11.1	NA	000182F	2716441	2718513
maker-000182F-est_gff_StringTie-gene-13.0	NA	000182F	3159620	3265288
maker-000182F-est_gff_StringTie-gene-15.0	NA	000182F	3673116	3684369
evm-000182F-processed-gene-16.0	mig-15	000182F	3690619	3887647
maker-000182F-est_gff_StringTie-gene-16.1	NA	000182F	3946390	3947691
maker-000182F-est_gff_StringTie-gene-16.2	NA	000182F	3955080	3955940
maker-000182F-exonerate_protein2genome-gene-16.6	ddx3y	000182F	3968794	4041587
maker-000182F-augustus-gene-16.6	sf3b1	000182F	4120005	4223983
maker-000182F-est_gff_StringTie-gene-16.5	NA	000182F	4236159	4236791
augustus_masked-000776F-processed-gene-0.4	alkbh2_32	000776F	58325	58918
maker-000776F-exonerate_protein2genome-gene-0.0	rrm2_4	000776F	98195	99271
augustus_masked-000776F-processed-gene-0.36	NA	000776F	117505	118110
augustus_masked-000776F-processed-gene-0.37	rrm2_2	000776F	118152	119228
maker-000776F-exonerate_protein2genome-gene-0.2	rrm2_6	000776F	136820	137896
maker-000776F-exonerate_protein2genome-gene-0.3	rrm2_9	000776F	154103	155179
maker-000521F-est_gff_StringTie-gene-0.1	ep300_3	000521F	6594	45975
maker-000521F-est_gff_StringTie-gene-0.2	ep300	000521F	64870	87888
maker-000521F-exonerate_protein2genome-gene-0.0	znf91_zfp26_znf337	000521F	102731	117234
evm-000521F-processed-gene-1.0	fam13a	000521F	130508	195633
maker-000521F-est_gff_StringTie-gene-1.1	NA	000521F	330866	339418
maker-000521F-est_gff_StringTie-gene-1.2	NA	000521F	374520	376846
maker-000521F-exonerate_protein2genome-gene-2.2	znf84_zfp26_prdm9_znf91_znf585b_znf615_znf729_znf208_znf585a	000521F	459816	552000
augustus_masked-000521F-processed-gene-2.14	znf227_13	000521F	566803	568068
evm-000521F-processed-gene-2.2	slc12a2_2	000521F	568237	760868
augustus_masked-000521F-processed-gene-2.9	znf112_2	000521F	732054	732980
augustus_masked-000521F-processed-gene-2.10	znf846	000521F	739437	752194
maker-000521F-exonerate_protein2genome-gene-2.5	znf808_znf91_znf227	000521F	763324	794042
maker-000376F-exonerate_protein2genome-gene-0.0	rpn8	000376F	60659	107775
augustus_masked-000376F-processed-gene-1.1	NA	000376F	165060	169214
maker-000376F-est_gff_StringTie-gene-1.1	rnf11_2	000376F	175104	196935
maker-000376F-est_gff_StringTie-gene-1.2	NA	000376F	241854	270528
maker-000376F-augustus-gene-1.6	NA	000376F	370785	390578
maker-000376F-est_gff_StringTie-gene-2.1	dnajc13	000376F	391417	503477
maker-000376F-exonerate_protein2genome-gene-2.0	alkbh2_183	000376F	625455	625946
maker-000376F-exonerate_protein2genome-gene-3.2	otx2-b	000376F	823527	825523
evm-000376F-processed-gene-4.6	NA	000376F	862754	875651
maker-000376F-augustus-gene-4.0	NA	000376F	887736	921006
maker-000376F-augustus-gene-4.3	dlgap5	000376F	933136	994447
maker-000376F-exonerate_protein2genome-gene-4.2	NA	000376F	1007281	1007799
