gene_id	geneName	Chr	Start	End	product	uniprot_id
maker-000085F-est_gff_StringTie-gene-7.0	med15	000085F	1599070	1790269	Mediator of RNA polymerase II transcription subunit 15	Q6NS15,Q17BA4,Q924H2
evm-000085F-processed-gene-7.3	mrpl22	000085F	1808113	1825509	39S ribosomal protein L22%2C mitochondrial	Q29IK4
maker-000085F-est_gff_StringTie-gene-8.3	NA	000085F	1846423	1847816	hypothetical protein	NA
maker-000085F-augustus-gene-8.9	NA	000085F	1865843	1885271	hypothetical protein	NA
maker-000085F-est_gff_StringTie-gene-8.4	NA	000085F	1877241	1913284	hypothetical protein	NA
maker-000085F-est_gff_StringTie-gene-8.0	NA	000085F	1940558	1945124	hypothetical protein	NA
maker-000085F-est_gff_StringTie-gene-8.1	NA	000085F	1957944	1963312	hypothetical protein	NA
maker-000085F-est_gff_StringTie-gene-8.5	asic4b_asic3_scnn1g	000085F	2020306	2053669	Acid-sensing ion channel 3,Amiloride-sensitive sodium channel subunit gamma,Acid-sensing ion channel 4-B	Q9UHC3,K7FSQ4,Q708S3
maker-000085F-est_gff_StringTie-gene-8.2	NA	000085F	2034224	2036958	hypothetical protein	NA
maker-000085F-est_gff_StringTie-gene-8.6	tlr8	000085F	2066042	2077759	Toll-like receptor 8	P58682
maker-000085F-augustus-gene-9.7	sdad1	000085F	2101111	2147442	Protein SDA1 homolog	Q9NVU7
maker-000085F-est_gff_StringTie-gene-9.2	sol	000085F	2151363	2224886	Calpain-D	P27398
maker-000085F-est_gff_StringTie-gene-9.1	dos	000085F	2225989	2274203	Protein daughter of sevenless	Q9VZZ9
maker-000085F-est_gff_StringTie-gene-10.0	NA	000085F	2287438	2320428	hypothetical protein	NA
maker-000085F-est_gff_StringTie-gene-10.1	pf14_2	000085F	2342437	2367920	Protein PF14_0175	Q8ILR9
maker-000085F-est_gff_StringTie-gene-10.4	NA	000085F	2366866	2367804	hypothetical protein	NA
maker-000085F-est_gff_StringTie-gene-10.2	ubac1	000085F	2412395	2442072	Ubiquitin-associated domain-containing protein 1	Q28DG7,Q5ZJI9,Q9BSL1
maker-000085F-est_gff_StringTie-gene-10.5	NA	000085F	2442248	2461858	hypothetical protein	NA
maker-000085F-est_gff_StringTie-gene-10.3	NA	000085F	2483048	2490849	hypothetical protein	NA
evm-000085F-processed-gene-10.13	tuba1c	000085F	2501416	2512112	Tubulin alpha-1C chain	Q9BQE3
maker-000085F-est_gff_StringTie-gene-11.0	rabgap1	000085F	2523776	2611271	Rab GTPase-activating protein 1	A2AWA9
maker-000085F-est_gff_StringTie-gene-11.1	NA	000085F	2633747	2691103	hypothetical protein	NA
maker-000085F-exonerate_protein2genome-gene-12.0	psmb7_2	000085F	2830851	2874929	Proteasome subunit beta type-7	P70195
maker-000085F-est_gff_StringTie-gene-12.2	nsmce1	000085F	2875061	2895713	Non-structural maintenance of chromosomes element 1 homolog	Q499U6,Q6DGT7
maker-000085F-est_gff_StringTie-gene-12.4	trappc12	000085F	2895719	2934175	Trafficking protein particle complex subunit 12	Q8K2L8
evm-000085F-processed-gene-12.8	dtnb	000085F	2939658	3008712	Dystrobrevin beta	O70585
augustus_masked-000085F-processed-gene-14.0	NA	000085F	3188227	3212001	hypothetical protein	NA
maker-000085F-exonerate_protein2genome-gene-14.3	shab_2	000085F	3211621	3286611	Potassium voltage-gated channel protein Shab	P17970
augustus_masked-000085F-processed-gene-14.2	NA	000085F	3283172	3308656	hypothetical protein	NA
maker-000085F-est_gff_StringTie-gene-14.1	asx	000085F	3331793	3414724	Polycomb protein Asx	Q9V727
maker-000085F-est_gff_StringTie-gene-15.1	svep1_11	000085F	3429767	3520670	Sushi%2C von Willebrand factor type A%2C EGF and pentraxin domain-containing protein 1	A2AVA0
maker-000085F-est_gff_StringTie-gene-14.2	NA	000085F	3447238	3450070	hypothetical protein	NA
maker-000085F-exonerate_protein2genome-gene-15.5	vhasfd_2	000085F	3569133	3575690	V-type proton ATPase subunit H	Q9V3J1
maker-000085F-est_gff_StringTie-gene-15.0	NA	000085F	3609564	3678623	hypothetical protein	NA
evm-000085F-processed-gene-15.7	tspan15	000085F	3678715	3727235	Tetraspanin-15	F7BWT7
maker-000085F-est_gff_StringTie-gene-16.2	bsdc1	000085F	3736106	3763649	BSD domain-containing protein 1	Q3SX22,A2BIJ3
maker-000085F-augustus-gene-16.0	dusp23	000085F	3763774	3775945	Dual specificity protein phosphatase 23	Q9BVJ7
maker-000085F-est_gff_StringTie-gene-16.3	NA	000085F	3777356	3780298	hypothetical protein	NA
maker-000085F-augustus-gene-16.4	dyf-5	000085F	3801005	3808150	Serine/threonine-protein kinase dyf-5	B3WFY8
maker-000085F-exonerate_protein2genome-gene-16.6	tdh	000085F	3860259	3883049	L-threonine 3-dehydrogenase%2C mitochondrial	Q2KIR8
maker-000085F-est_gff_StringTie-gene-16.5	NA	000085F	3901220	3938804	hypothetical protein	NA
maker-000085F-est_gff_StringTie-gene-17.0	ncoa6	000085F	3939443	4023242	Nuclear receptor coactivator 6	Q14686
maker-000085F-est_gff_StringTie-gene-18.0	NA	000085F	4116519	4241249	hypothetical protein	NA
maker-000085F-est_gff_StringTie-gene-18.1	NA	000085F	4268947	4367395	hypothetical protein	NA
maker-000085F-exonerate_protein2genome-gene-19.1	tfap2b	000085F	4351404	4529535	Transcription factor AP-2-beta	Q92481
augustus_masked-000085F-processed-gene-21.3	NA	000085F	4670189	4700545	hypothetical protein	NA
maker-000085F-est_gff_StringTie-gene-21.0	syt12	000085F	4670226	5000434	Synaptotagmin-12	P97610
maker-000085F-exonerate_protein2genome-gene-21.5	tmem258	000085F	4999948	5028145	Transmembrane protein 258	P61166,E2RKN8
evm-000085F-processed-gene-21.10	rps20	000085F	5028481	5035187	40S ribosomal protein S20	P60868
maker-000085F-exonerate_protein2genome-gene-21.4	alkbh2_77	000085F	5055830	5056300	DNA oxidative demethylase ALKBH2	Q58DM4
maker-000085F-augustus-gene-22.9	elovl1_4	000085F	5079818	5128263	Elongation of very long chain fatty acids protein 1	Q9JLJ5
maker-000085F-est_gff_StringTie-gene-22.1	aael008004_5	000085F	5316866	5343523	Elongation of very long chain fatty acids protein AAEL008004	Q1HRV8
maker-000085F-augustus-gene-23.5	npr1_npr2	000085F	5405442	5523530	Atrial natriuretic peptide receptor 1,Atrial natriuretic peptide receptor 2	P16066,P55202
maker-000085F-est_gff_StringTie-gene-26.0	kirrel3	000085F	5846438	6233536	hypothetical protein,Kin of IRRE-like protein 3	Q8IZU9
maker-000122F-augustus-gene-1.9	NA	000122F	10814	13410	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-1.5	NA	000122F	32485	38979	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-1.6	NA	000122F	58214	66242	hypothetical protein	NA
maker-000122F-augustus-gene-1.12	NA	000122F	82419	85914	hypothetical protein	NA
maker-000122F-exonerate_protein2genome-gene-1.4	NA	000122F	95158	95533	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-1.7	NA	000122F	150858	152848	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-1.8	NA	000122F	165752	181437	hypothetical protein	NA
maker-000122F-augustus-gene-1.1	NA	000122F	184688	188544	hypothetical protein	NA
maker-000122F-augustus-gene-1.2	NA	000122F	200466	202541	hypothetical protein	NA
maker-000122F-augustus-gene-1.3	NA	000122F	220745	224622	hypothetical protein	NA
maker-000122F-exonerate_protein2genome-gene-1.0	NA	000122F	237855	238313	hypothetical protein	NA
maker-000122F-augustus-gene-1.5	NA	000122F	247834	252166	hypothetical protein	NA
maker-000122F-augustus-gene-1.6	NA	000122F	262386	266029	hypothetical protein	NA
maker-000122F-exonerate_protein2genome-gene-1.1	NA	000122F	279587	280087	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-1.9	NA	000122F	290928	298347	hypothetical protein	NA
maker-000122F-augustus-gene-1.8	NA	000122F	299550	333619	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-1.10	NA	000122F	341839	344592	hypothetical protein	NA
evm-000122F-processed-gene-2.9	dtx4	000122F	397873	447472	E3 ubiquitin-protein ligase DTX4	Q9Y2E6
augustus_masked-000122F-processed-gene-2.1	serbp1	000122F	453345	454538	Plasminogen activator inhibitor 1 RNA-binding protein	Q9CY58
augustus_masked-000122F-processed-gene-2.2	NA	000122F	467357	496306	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-2.3	hmcn1_6	000122F	489428	583908	Hemicentin-1	Q96RW7
maker-000122F-est_gff_StringTie-gene-2.0	NA	000122F	515856	530250	hypothetical protein	NA
maker-000122F-exonerate_protein2genome-gene-2.4	tmed2	000122F	601941	614243	Transmembrane emp24 domain-containing protein 2 (Fragment)	P49020
maker-000122F-augustus-gene-3.2	smo-1	000122F	649415	673206	Small ubiquitin-related modifier	P55853
maker-000122F-augustus-gene-3.3	tmem65	000122F	721723	779591	Transmembrane protein 65	B3DHU2
maker-000122F-est_gff_StringTie-gene-3.2	dnase1	000122F	792720	854370	Deoxyribonuclease-1	P00639,P11936,P24855
maker-000122F-augustus-gene-4.6	NA	000122F	859717	914930	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-4.1	NA	000122F	979181	985471	hypothetical protein	NA
evm-000122F-processed-gene-5.10	bab2_4	000122F	1015717	1296771	Protein bric-a-brac 2	Q9W0K4
maker-000122F-est_gff_StringTie-gene-4.0	prdm10_2	000122F	1079387	1084751	PR domain zinc finger protein 10	Q3UTQ7
maker-000122F-augustus-gene-4.5	NA	000122F	1080080	1093276	hypothetical protein	NA
augustus_masked-000122F-processed-gene-7.1	rc3h1	000122F	1423987	1425798	Roquin-1	Q5TC82
evm-000122F-processed-gene-6.0	hddc3	000122F	1431966	1439183	Guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	Q28C98
maker-000122F-augustus-gene-7.14	znf236	000122F	1439293	1538262	hypothetical protein,Zinc finger protein 236	Q9UL36
maker-000122F-augustus-gene-7.15	NA	000122F	1552851	1560594	hypothetical protein	NA
maker-000122F-augustus-gene-7.16	zbtb46	000122F	1564655	1565476	Zinc finger and BTB domain-containing protein 46	Q86UZ6
maker-000122F-augustus-gene-7.17	znf235_3	000122F	1571877	1572310	Zinc finger protein 235	Q14590
maker-000122F-augustus-gene-7.18	znf708	000122F	1610428	1662773	Zinc finger protein 708	P17019
maker-000122F-est_gff_StringTie-gene-7.0	NA	000122F	1691393	1700259	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-7.1	NA	000122F	1789497	1791513	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-8.0	NA	000122F	1841310	1844066	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-8.1	NA	000122F	1881328	1885287	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-8.2	NA	000122F	1904199	1905515	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-8.3	NA	000122F	1951026	1953467	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-8.4	NA	000122F	1966965	1967850	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-8.5	NA	000122F	1983470	1984779	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-8.6	NA	000122F	1985646	1987053	hypothetical protein	NA
maker-000122F-augustus-gene-9.3	NA	000122F	2062595	2089955	hypothetical protein	NA
maker-000122F-augustus-gene-9.4	NA	000122F	2110097	2114763	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-9.2	NA	000122F	2141358	2155953	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-9.3	NA	000122F	2189655	2232035	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-9.4	NA	000122F	2237067	2239213	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-9.5	NA	000122F	2277320	2282494	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-9.6	NA	000122F	2296246	2303704	hypothetical protein	NA
augustus_masked-000122F-processed-gene-13.6	NA	000122F	2314007	2325328	hypothetical protein	NA
evm-000122F-processed-gene-13.5	NA	000122F	2341987	2348558	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-13.5	sash3_samd5_sash1	000122F	2372437	3116591	SAM and SH3 domain-containing protein 1,SAM and SH3 domain-containing protein 3,Sterile alpha motif domain-containing protein 5	O94885,A0JN71,Q3V1H9
maker-000122F-est_gff_StringTie-gene-13.3	NA	000122F	3084694	3086639	hypothetical protein	NA
augustus_masked-000122F-processed-gene-14.11	mel-26_7	000122F	3319967	3321154	Protein maternal effect lethal 26	Q94420
augustus_masked-000122F-processed-gene-14.12	tdpoz4_8	000122F	3332373	3333539	TD and POZ domain-containing protein 4	Q6YCH2
augustus_masked-000122F-processed-gene-14.13	tdpoz1_2	000122F	3338968	3340134	TD and POZ domain-containing protein 1	P0DMR5
evm-000122F-processed-gene-14.9	NA	000122F	3401515	3407141	hypothetical protein	NA
evm-000122F-processed-gene-14.10	NA	000122F	3436781	3467969	hypothetical protein	NA
maker-000122F-exonerate_protein2genome-gene-14.1	NA	000122F	3449818	3450471	hypothetical protein	NA
evm-000122F-processed-gene-14.8	NA	000122F	3470760	3475283	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-14.6	NA	000122F	3482892	3487245	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-14.5	NA	000122F	3492315	3497059	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-14.7	NA	000122F	3509810	3510836	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-15.2	NA	000122F	3534411	3540295	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-15.4	shoc1	000122F	3540995	3571854	hypothetical protein,Protein shortage in chiasmata 1 ortholog	Q5VXU9
maker-000122F-est_gff_StringTie-gene-15.5	NA	000122F	3571918	3591823	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-15.6	zfyve1	000122F	3634283	3685709	Zinc finger FYVE domain-containing protein 1	Q9HBF4
maker-000122F-exonerate_protein2genome-gene-15.1	zranb1	000122F	3685956	3740373	Ubiquitin thioesterase ZRANB1,Ubiquitin thioesterase Zranb1	A6QP16,Q7M760
maker-000122F-est_gff_StringTie-gene-16.0	mfsd6_3	000122F	3805185	3913429	Major facilitator superfamily domain-containing protein 6	A1DWM3
maker-000122F-est_gff_StringTie-gene-17.1	mfsd6_20	000122F	3947476	4080190	Major facilitator superfamily domain-containing protein 6,hypothetical protein	Q6ZSS7
maker-000122F-est_gff_StringTie-gene-17.2	sec8_exoc4	000122F	4128215	4182368	Exocyst complex component 4	Q96A65,Q9VNH6
augustus_masked-000122F-processed-gene-17.2	NA	000122F	4191137	4191517	hypothetical protein	NA
maker-000122F-augustus-gene-19.5	mfsd6_29	000122F	4192262	4526030	Major facilitator superfamily domain-containing protein 6	Q8CBH5
maker-000122F-est_gff_StringTie-gene-18.1	NA	000122F	4355519	4362293	hypothetical protein	NA
maker-000122F-exonerate_protein2genome-gene-18.0	alkbh2_187	000122F	4438396	4438983	DNA oxidative demethylase ALKBH2	Q6NS38
maker-000122F-est_gff_StringTie-gene-19.2	NA	000122F	4516114	4633939	hypothetical protein	NA
maker-000122F-exonerate_protein2genome-gene-20.3	cks1b	000122F	4715695	4730761	Cyclin-dependent kinases regulatory subunit 1	P61025
maker-000122F-est_gff_StringTie-gene-20.2	tmed5_tmed1	000122F	4735864	4761752	Transmembrane emp24 domain-containing protein 1,Transmembrane emp24 domain-containing protein 5	Q28BQ6,Q6AXN3
evm-000122F-processed-gene-20.0	nkrf	000122F	4761830	4819797	NF-kappa-B-repressing factor	Q8BY02
augustus_masked-000122F-processed-gene-21.0	NA	000122F	4865209	4865439	hypothetical protein	NA
evm-000122F-processed-gene-21.7	mnb	000122F	4973265	5037833	Serine/threonine-protein kinase minibrain	P49657
augustus_masked-000122F-processed-gene-21.2	NA	000122F	5060155	5081340	hypothetical protein	NA
maker-000122F-est_gff_StringTie-gene-22.0	tdrd1	000122F	5177576	5306164	Tudor domain-containing protein 1	Q58EK5
maker-000122F-est_gff_StringTie-gene-22.2	gpat4	000122F	5311461	5355694	Glycerol-3-phosphate acyltransferase 4	Q5R6J7
maker-000122F-est_gff_StringTie-gene-22.1	NA	000122F	5355808	5377849	hypothetical protein	NA
maker-000122F-exonerate_protein2genome-gene-22.4	cfap20_2	000122F	5434193	5434909	Cilia- and flagella-associated protein 20	A8IU92
maker-000081F-augustus-gene-1.9	NA	000081F	77118	154001	hypothetical protein	NA
augustus_masked-000081F-processed-gene-1.4	NA	000081F	199115	200716	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-1.0	NA	000081F	232991	240903	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-1.1	NA	000081F	245809	247814	hypothetical protein	NA
maker-000081F-augustus-gene-1.10	NA	000081F	298013	334134	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-1.2	NA	000081F	355544	366677	hypothetical protein	NA
maker-000081F-augustus-gene-2.9	NA	000081F	399172	404419	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-2.3	NA	000081F	429208	461532	hypothetical protein	NA
maker-000081F-augustus-gene-2.11	NA	000081F	504032	508977	hypothetical protein	NA
maker-000081F-augustus-gene-3.0	NA	000081F	550386	564441	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-2.4	NA	000081F	598976	602140	hypothetical protein	NA
maker-000081F-exonerate_protein2genome-gene-3.4	agps_2	000081F	602277	697286	Alkyldihydroxyacetonephosphate synthase%2C peroxisomal	O00116
maker-000081F-est_gff_StringTie-gene-3.1	NA	000081F	727692	750768	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-3.2	NA	000081F	755969	792278	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-3.3	NA	000081F	814446	838546	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-4.1	NA	000081F	908311	941735	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-4.2	NA	000081F	956524	965976	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-4.3	NA	000081F	1002373	1032247	hypothetical protein	NA
maker-000081F-exonerate_protein2genome-gene-4.0	zfp26_znf569_znf271_znf84	000081F	1074760	1076775	Zinc finger protein 569,Zinc finger protein 84,Zinc finger protein 271,Zinc finger protein 26	Q5MCW4,P51523,Q5R5U3,P10076
maker-000081F-exonerate_protein2genome-gene-5.4	ormdl3	000081F	1239422	1257286	ORM1-like protein 3	Q5XJR6
maker-000081F-est_gff_StringTie-gene-5.0	oxa1l	000081F	1257826	1279739	Mitochondrial inner membrane protein OXA1L	Q8BGA9
augustus_masked-000081F-processed-gene-5.8	NA	000081F	1302991	1314353	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-5.3	NA	000081F	1320078	1344594	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-5.1	ecr_3	000081F	1344860	1359342	Ecdysone receptor,hypothetical protein	O18531
maker-000081F-exonerate_protein2genome-gene-6.0	znf782_znf235	000081F	1416729	1417850	Zinc finger protein 782,Zinc finger protein 235	Q6ZMW2,Q14590
maker-000081F-est_gff_StringTie-gene-6.2	rab3gap2	000081F	1477740	1564972	Rab3 GTPase-activating protein non-catalytic subunit	Q5U1Z0,Q9H2M9
evm-000081F-processed-gene-7.0	pik3cb	000081F	1570105	1701169	Phosphatidylinositol 4%2C5-bisphosphate 3-kinase catalytic subunit beta isoform	Q9Z1L0
augustus_masked-000081F-processed-gene-6.14	NA	000081F	1585774	1586643	hypothetical protein	NA
augustus_masked-000081F-processed-gene-7.7	NA	000081F	1811540	1815360	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-8.0	NA	000081F	1845020	2031595	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-9.0	sog	000081F	2013046	2254968	Dorsal-ventral patterning protein Sog	Q24025
evm-000081F-processed-gene-10.16	cptp	000081F	2337357	2349541	Ceramide-1-phosphate transfer protein	Q5XIS2
maker-000081F-est_gff_StringTie-gene-10.1	ppp1r37_2	000081F	2353576	2386987	Protein phosphatase 1 regulatory subunit 37	O75864,Q8BKR5
maker-000081F-est_gff_StringTie-gene-10.2	brms1la	000081F	2394950	2419697	Breast cancer metastasis-suppressor 1-like protein-A	Q4V8V1
augustus_masked-000081F-processed-gene-10.4	eloc	000081F	2420239	2420583	Elongin-C	P83941
maker-000081F-est_gff_StringTie-gene-10.3	pced1a	000081F	2432192	2454932	PC-esterase domain-containing protein 1A	Q9H1Q7
evm-000081F-processed-gene-10.13	ezh2	000081F	2465421	2507866	Histone-lysine N-methyltransferase EZH2	Q4R381
maker-000081F-est_gff_StringTie-gene-11.3	carmil1	000081F	2512837	2597613	F-actin-uncapping protein LRRC16A	Q5VZK9
maker-000081F-est_gff_StringTie-gene-11.1	coq9	000081F	2597834	2609759	Ubiquinone biosynthesis protein COQ9%2C mitochondrial	Q68FT1,Q5RJV0
augustus_masked-000081F-processed-gene-11.10	socs6	000081F	2648727	2649950	Suppressor of cytokine signaling 6	O14544
maker-000081F-exonerate_protein2genome-gene-11.0	csnk2a1	000081F	2650584	2679657	Casein kinase II subunit alpha	Q60737
maker-000081F-exonerate_protein2genome-gene-12.0	prm_3	000081F	2742547	2817936	Paramyosin	Q86RN8
maker-000081F-est_gff_StringTie-gene-12.3	NA	000081F	2842249	2867908	hypothetical protein	NA
maker-000081F-augustus-gene-12.16	top1_3	000081F	2870307	2889606	hypothetical protein,DNA topoisomerase 1	P30189
maker-000081F-augustus-gene-12.17	top1	000081F	2893021	2894537	DNA topoisomerase 1	P30189
evm-000081F-processed-gene-12.2	top1_2	000081F	2944384	2983753	DNA topoisomerase 1	P41512
evm-000081F-processed-gene-13.0	NA	000081F	3023255	3048868	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-13.3	NA	000081F	3055513	3061987	hypothetical protein	NA
maker-000081F-exonerate_protein2genome-gene-13.1	skp1_skr-1	000081F	3058643	3069037	S-phase kinase-associated protein 1,Skp1-related protein	Q71U00,Q6PEC4,G5ECU1
maker-000081F-exonerate_protein2genome-gene-13.0	ctps2_ctps1	000081F	3106203	3139400	CTP synthase 2,CTP synthase 1	Q1RMS2,P70698
augustus_masked-000081F-processed-gene-13.10	spop-b_28	000081F	3159716	3161350	Speckle-type POZ protein B	Q0IHH9
maker-000081F-est_gff_StringTie-gene-13.5	NA	000081F	3192784	3193438	hypothetical protein	NA
augustus_masked-000081F-processed-gene-13.12	NA	000081F	3209268	3210671	hypothetical protein	NA
augustus_masked-000081F-processed-gene-13.13	tdpoz4_3	000081F	3217527	3219026	TD and POZ domain-containing protein 4	Q6YCH2
augustus_masked-000081F-processed-gene-13.14	spop-b_13	000081F	3226100	3227599	Speckle-type POZ protein B	Q0IHH9
augustus_masked-000081F-processed-gene-13.15	spop-b_9	000081F	3249496	3250998	Speckle-type POZ protein B	Q0IHH9
augustus_masked-000081F-processed-gene-13.16	spop-b_36	000081F	3263475	3264986	Speckle-type POZ protein B	Q0IHH9
evm-000081F-processed-gene-15.1	ppn	000081F	3279532	3350218	Papilin	Q868Z9
maker-000081F-augustus-gene-15.4	NA	000081F	3576250	3611306	hypothetical protein	NA
augustus_masked-000081F-processed-gene-15.18	NA	000081F	3643817	3644215	hypothetical protein	NA
augustus_masked-000081F-processed-gene-15.19	NA	000081F	3644364	3645308	hypothetical protein	NA
augustus_masked-000081F-processed-gene-16.5	NA	000081F	3661671	3662615	hypothetical protein	NA
evm-000081F-processed-gene-16.19	spata5	000081F	3663193	3810357	ATPase family protein 2 homolog	Q8NB90
augustus_masked-000081F-processed-gene-16.10	hsp70b2_4	000081F	3834696	3836609	Heat shock protein 70 B2	P41827
maker-000081F-est_gff_StringTie-gene-16.2	smc4	000081F	3845060	3928209	Structural maintenance of chromosomes protein 4	P50532
maker-000081F-est_gff_StringTie-gene-16.1	hacd3	000081F	3928531	3947949	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	A7YY55,Q5NVQ2
evm-000081F-processed-gene-16.20	med17	000081F	3947697	3997130	Mediator of RNA polymerase II transcription subunit 17	Q9VEC1
maker-000081F-exonerate_protein2genome-gene-17.0	yju2	000081F	3997337	4010856	Splicing factor YJU2	Q9D6J3
maker-000081F-est_gff_StringTie-gene-17.2	vldlr	000081F	4016522	4074130	Very low-density lipoprotein receptor	P98156,P98165
maker-000081F-est_gff_StringTie-gene-18.2	sart1	000081F	4206683	4260787	U4/U6.U5 tri-snRNP-associated protein 1	O43290
maker-000081F-est_gff_StringTie-gene-18.3	NA	000081F	4305313	4307271	hypothetical protein	NA
augustus_masked-000081F-processed-gene-18.3	lin9	000081F	4310397	4312311	Protein lin-9 homolog	Q4R8N2
maker-000081F-augustus-gene-18.9	rab4b	000081F	4312850	4343955	Ras-related protein Rab-4B	P61018
maker-000081F-est_gff_StringTie-gene-18.1	ugp2_2	000081F	4351716	4465763	UTP--glucose-1-phosphate uridylyltransferase	Q07130
maker-000081F-est_gff_StringTie-gene-19.3	NA	000081F	4568470	4570276	hypothetical protein	NA
maker-000081F-augustus-gene-19.0	NA	000081F	4590029	4602750	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-19.2	NA	000081F	4645824	4649004	hypothetical protein	NA
maker-000081F-exonerate_protein2genome-gene-19.4	znf708_2	000081F	4665294	4665824	Zinc finger protein 708	P17019
maker-000081F-est_gff_StringTie-gene-20.1	pxdn_5	000081F	4857124	4916267	Peroxidasin homolog	Q92626
maker-000081F-est_gff_StringTie-gene-20.0	NA	000081F	4857768	4863001	hypothetical protein	NA
maker-000081F-exonerate_protein2genome-gene-20.2	znf227_9	000081F	4937819	4938979	Zinc finger protein 227,hypothetical protein	A0JNB1
maker-000081F-est_gff_StringTie-gene-21.0	NA	000081F	5042509	5045788	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-21.1	NA	000081F	5093535	5096967	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-21.2	NA	000081F	5140466	5163370	hypothetical protein	NA
maker-000081F-augustus-gene-22.14	NA	000081F	5284594	5298984	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-22.1	NA	000081F	5363961	5406958	hypothetical protein	NA
maker-000081F-exonerate_protein2genome-gene-22.0	alkbh2_260	000081F	5419703	5420284	DNA oxidative demethylase ALKBH2	Q6NS38
maker-000081F-est_gff_StringTie-gene-23.0	NA	000081F	5514461	5592966	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-23.1	NA	000081F	5611957	5641765	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-24.1	NA	000081F	5737385	5769494	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-24.2	NA	000081F	5842545	5859763	hypothetical protein	NA
maker-000081F-augustus-gene-24.2	flag_2	000081F	5874149	5892092	Flagelliform spidroin variant 2 (Fragment)	A0A2S2B4P5
maker-000081F-est_gff_StringTie-gene-24.3	NA	000081F	5879116	5886651	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-24.4	NA	000081F	5905307	5911206	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-25.1	NA	000081F	6013369	6019885	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-25.2	NA	000081F	6018942	6020023	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-25.3	ttpal_26	000081F	6082463	6109693	Alpha-tocopherol transfer protein-like	Q9BTX7
maker-000081F-est_gff_StringTie-gene-25.4	ttpal_28	000081F	6120768	6157182	Alpha-tocopherol transfer protein-like	Q5RFR0
maker-000081F-est_gff_StringTie-gene-26.0	ttpal_3	000081F	6162070	6209830	Alpha-tocopherol transfer protein-like,hypothetical protein	Q9BTX7,Q5RFR0
