"","gene_id","geneName","lascID","scGeneName","Chr","Start","End"
"8815","maker-000044F-est_gff_StringTie-gene-28.2","LASC005111","LASC005111","LASC005111","000044F",6641269,6645511
"8816","maker-000044F-exonerate_protein2genome-gene-28.0","ure_urea_urec","LASC005112","ure-urea-urec","000044F",6649642,6728184
"8817","augustus_masked-000044F-processed-gene-32.1","LASC005113","LASC005113","LASC005113","000044F",7261664,7392197
"8818","maker-000044F-est_gff_StringTie-gene-31.0","LASC005114","LASC005114","LASC005114","000044F",7325369,7380006
"8819","evm-000044F-processed-gene-32.0","tmtc2_2","LASC005115","tmtc2-2","000044F",7496903,7715369
"8820","maker-000044F-exonerate_protein2genome-gene-33.1","ypel5_5","LASC005116","ypel5-5","000044F",7870418,7870798
"8821","maker-000044F-exonerate_protein2genome-gene-33.2","ypel5_2","LASC005117","ypel5-2","000044F",7881057,7881437
"8822","maker-000044F-augustus-gene-33.0","selp","LASC005118","selp","000044F",7996743,8012095
"8823","maker-000044F-exonerate_protein2genome-gene-34.0","ypel5","LASC005119","ypel5","000044F",8088785,8089165
"8824","maker-000044F-augustus-gene-35.17","tns3","LASC005120","tns3","000044F",8133976,8398422
"8825","maker-000044F-exonerate_protein2genome-gene-35.0","vma21","LASC005121","vma21","000044F",8419656,8419883
"8826","maker-000044F-est_gff_StringTie-gene-35.2","LASC005122","LASC005122","LASC005122","000044F",8431880,8432465
"8827","maker-000044F-est_gff_StringTie-gene-35.1","fp-1","LASC005123","fp-1","000044F",8432252,8437177
"8828","evm-000044F-processed-gene-36.0","rap1gap","LASC005124","rap1gap","000044F",8530298,8636685
"8829","maker-000044F-est_gff_StringTie-gene-36.1","LASC005125","LASC005125","LASC005125","000044F",8649603,8711334
"8830","maker-000044F-est_gff_StringTie-gene-36.2","LASC005126","LASC005126","LASC005126","000044F",8713911,8720259
"8831","maker-000044F-exonerate_protein2genome-gene-36.4","nop2","LASC005127","nop2","000044F",8725224,8772158
"8832","maker-000044F-augustus-gene-37.21","polrmt","LASC005128","polrmt","000044F",8784993,8860185
"8833","maker-000044F-est_gff_StringTie-gene-37.2","per","LASC005129","per","000044F",8865035,8983760
"8834","maker-000044F-est_gff_StringTie-gene-37.0","LASC005130","LASC005130","LASC005130","000044F",8953750,8966659
"8835","maker-000044F-est_gff_StringTie-gene-37.3","fkbp65","LASC005131","fkbp65","000044F",9037308,9051902
"8836","maker-000044F-est_gff_StringTie-gene-37.1","ankhd1","LASC005132","ankhd1","000044F",9088910,9106733
"8837","maker-000044F-est_gff_StringTie-gene-37.4","bahd1","LASC005133","bahd1","000044F",9104068,9335920
"8838","augustus_masked-000653F-processed-gene-0.10","adora2a_2","LASC022345","adora2a-2","000653F",16197,17384
"8839","maker-000653F-est_gff_StringTie-gene-0.5","rsph9","LASC022346","rsph9","000653F",16740,77066
"8840","augustus_masked-000653F-processed-gene-0.11","adora2a","LASC022347","adora2a","000653F",25242,26429
"8841","augustus_masked-000653F-processed-gene-0.12","nudt22","LASC022349","nudt22","000653F",78264,88885
"8842","maker-000653F-exonerate_protein2genome-gene-0.0","zcwpw1_2","LASC022348","zcwpw1-2","000653F",78089,163065
"8843","maker-000653F-est_gff_StringTie-gene-0.2","zcwpw1","LASC022350","zcwpw1","000653F",185131,187565
"8844","maker-000653F-est_gff_StringTie-gene-0.3","LASC022351","LASC022351","LASC022351","000653F",196897,198270
"8845","maker-000653F-est_gff_StringTie-gene-0.4","ppp1r13b_2","LASC022352","ppp1r13b-2","000653F",211509,253393
"8846","augustus_masked-000653F-processed-gene-0.18","LASC022353","LASC022353","LASC022353","000653F",265403,265723
"8847","augustus_masked-000770F-processed-gene-0.24","alkbh2_10","LASC022530","alkbh2-10","000770F",16059,18868
"8848","augustus_masked-000770F-processed-gene-0.4","alkbh2_240","LASC022531","alkbh2-240","000770F",32720,33313
"8849","maker-000929F-est_gff_StringTie-gene-0.0","ep300_2","LASC022667","ep300-2","000929F",3188,30485
"8850","maker-000929F-est_gff_StringTie-gene-0.1","ep300_crebbp","LASC022668","ep300-crebbp","000929F",50051,74982
"8851","maker-000272F-est_gff_StringTie-gene-0.1","acss2","LASC016746","acss2","000272F",17906,51264
"8852","maker-000272F-exonerate_protein2genome-gene-0.0","rx1_2","LASC016747","rx1-2","000272F",58542,77055
"8853","maker-000272F-est_gff_StringTie-gene-0.3","LASC016748","LASC016748","LASC016748","000272F",82306,104842
"8854","evm-000272F-processed-gene-1.3","mov10l1","LASC016749","mov10l1","000272F",227128,232300
"8855","maker-000272F-augustus-gene-1.14","tbca_2","LASC016750","tbca-2","000272F",241544,253806
"8856","maker-000272F-exonerate_protein2genome-gene-1.1","phf14","LASC016751","phf14","000272F",268029,270131
"8857","maker-000272F-exonerate_protein2genome-gene-1.0","sau","LASC016752","sau","000272F",280992,311496
"8858","maker-000272F-exonerate_protein2genome-gene-1.2","rpusd2_2","LASC016753","rpusd2-2","000272F",332295,333656
"8859","maker-000272F-est_gff_StringTie-gene-1.4","trmo","LASC016754","trmo","000272F",334136,365082
"8860","maker-000272F-est_gff_StringTie-gene-2.2","gatad2a","LASC016755","gatad2a","000272F",397452,493901
"8861","maker-000272F-exonerate_protein2genome-gene-2.0","alkbh2_75","LASC016756","alkbh2-75","000272F",530832,531275
"8862","maker-000272F-est_gff_StringTie-gene-3.2","spryd3_2","LASC016757","spryd3-2","000272F",590460,668226
"8863","maker-000272F-est_gff_StringTie-gene-3.0","LASC016758","LASC016758","LASC016758","000272F",639934,686373
"8864","maker-000272F-est_gff_StringTie-gene-3.3","f13g3.3","LASC016759","f13g3.3","000272F",690571,712323
"8865","evm-000272F-processed-gene-3.0","syk","LASC016760","syk","000272F",727428,824312
"8866","maker-000272F-est_gff_StringTie-gene-3.4","LASC016761","LASC016761","LASC016761","000272F",738799,744048
"8867","maker-000272F-est_gff_StringTie-gene-3.5","LASC016762","LASC016762","LASC016762","000272F",836333,848566
"8868","maker-000272F-est_gff_StringTie-gene-4.0","LASC016763","LASC016763","LASC016763","000272F",988020,1008780
"8869","maker-000272F-augustus-gene-4.0","LASC016764","LASC016764","LASC016764","000272F",1045061,1055173
"8870","augustus_masked-000272F-processed-gene-4.5","LASC016765","LASC016765","LASC016765","000272F",1055313,1055957
"8871","maker-000272F-exonerate_protein2genome-gene-5.1","nfix","LASC016766","nfix","000272F",1087685,1202031
"8872","augustus_masked-000272F-processed-gene-4.6","LASC016767","LASC016767","LASC016767","000272F",1107438,1111034
"8873","maker-000272F-exonerate_protein2genome-gene-5.0","tmem53-a","LASC016768","tmem53-a","000272F",1263934,1286152
"8874","maker-000272F-est_gff_StringTie-gene-5.4","f13h10.3","LASC016769","f13h10.3","000272F",1301348,1359425
"8875","maker-000272F-est_gff_StringTie-gene-6.1","spop_62","LASC016770","spop-62","000272F",1375303,1385595
"8876","augustus_masked-000272F-processed-gene-6.3","tdpoz5_12","LASC016771","tdpoz5-12","000272F",1402837,1403394
"8877","evm-000272F-processed-gene-6.9","spon1_2","LASC016772","spon1-2","000272F",1421670,1478190
"8878","evm-000272F-processed-gene-7.10","spon1","LASC016773","spon1","000272F",1492643,1749194
"8879","maker-000272F-est_gff_StringTie-gene-7.2","LASC016774","LASC016774","LASC016774","000272F",1805039,1809367
"8880","maker-000272F-augustus-gene-8.1","spopl_6","LASC016775","spopl-6","000272F",1818106,1819427
"8881","maker-000272F-est_gff_StringTie-gene-8.2","spop-b_37","LASC016776","spop-b-37","000272F",1821724,1826262
"8882","augustus_masked-000272F-processed-gene-8.8","spop_49","LASC016777","spop-49","000272F",1833495,1834850
"8883","augustus_masked-000272F-processed-gene-8.9","spoplb_5","LASC016778","spoplb-5","000272F",1840578,1841159
"8884","augustus_masked-000272F-processed-gene-8.11","spop_46","LASC016779","spop-46","000272F",1852176,1853726
"8885","augustus_masked-000272F-processed-gene-8.12","spop_60","LASC016780","spop-60","000272F",1863499,1865052
"8886","maker-000272F-est_gff_StringTie-gene-8.3","LASC016781","LASC016781","LASC016781","000272F",1871517,1876580
"8887","augustus_masked-000272F-processed-gene-8.13","spop-b_14","LASC016782","spop-b-14","000272F",1881311,1882942
"8888","augustus_masked-000272F-processed-gene-8.18","spop-b_38","LASC016783","spop-b-38","000272F",1924016,1925581
"8889","augustus_masked-000272F-processed-gene-8.14","LASC016784","LASC016784","LASC016784","000272F",1927483,1945121
"8890","maker-000272F-est_gff_StringTie-gene-8.1","rtn4rl2","LASC016785","rtn4rl2","000272F",1980777,1989699
"8891","maker-000272F-exonerate_protein2genome-gene-8.5","map2k6","LASC016786","map2k6","000272F",2026307,2072595
"8892","maker-000272F-exonerate_protein2genome-gene-9.0","u2af50","LASC016787","u2af50","000272F",2104621,2132738
"8893","maker-000272F-est_gff_StringTie-gene-9.2","sbxa1","LASC016788","sbxa1","000272F",2296236,2315243
"8894","maker-000272F-exonerate_protein2genome-gene-10.0","tric-1b.1_2","LASC016789","tric-1b.1-2","000272F",2387689,2401542
"8895","maker-000272F-est_gff_StringTie-gene-10.4","LASC016790","LASC016790","LASC016790","000272F",2410915,2493519
"8896","augustus_masked-000272F-processed-gene-10.9","jun","LASC016791","jun","000272F",2411538,2412491
"8897","maker-000272F-est_gff_StringTie-gene-10.5","LASC016792","LASC016792","LASC016792","000272F",2498315,2523448
"8898","maker-000272F-est_gff_StringTie-gene-11.2","ugcg_ugcg-b","LASC016793","ugcg-ugcg-b","000272F",2537062,2578205
"8899","maker-000272F-exonerate_protein2genome-gene-11.0","abat","LASC016794","abat","000272F",2773627,2775144
"8900","maker-000272F-est_gff_StringTie-gene-11.3","serpinb14_serpinb1a","LASC016795","serpinb14-serpinb1a","000272F",2780748,2850169
"8901","augustus_masked-000394F-processed-gene-0.0","LASC019648","LASC019648","LASC019648","000394F",95044,95514
"8902","maker-000394F-est_gff_StringTie-gene-1.0","LASC019649","LASC019649","LASC019649","000394F",256488,262831
"8903","augustus_masked-000394F-processed-gene-5.5","npr2","LASC019650","npr2","000394F",309504,382173
"8904","augustus_masked-000394F-processed-gene-5.6","npr1_2","LASC019651","npr1-2","000394F",512326,1183918
"8905","maker-000394F-augustus-gene-5.0","LASC019652","LASC019652","LASC019652","000394F",1300289,1308448
"8906","maker-000394F-est_gff_StringTie-gene-6.2","LASC019653","LASC019653","LASC019653","000394F",1450807,1451047
"8907","evm-000394F-processed-gene-6.7","LASC019654","LASC019654","LASC019654","000394F",1452092,1467054
"8908","maker-000394F-est_gff_StringTie-gene-6.3","LASC019655","LASC019655","LASC019655","000394F",1670195,1671977
"8909","maker-001104F-augustus-gene-0.0","alkbh2_63","LASC022748","alkbh2-63","001104F",13,2555
"8910","maker-001104F-exonerate_protein2genome-gene-0.0","LASC022749","LASC022749","LASC022749","001104F",36452,37342
"8911","maker-000779F-est_gff_StringTie-gene-0.0","LASC022539","LASC022539","LASC022539","000779F",35452,55783
"8912","augustus_masked-000101F-processed-gene-0.0","fzr1","LASC009264","fzr1","000101F",34940,36385
"8913","maker-000101F-augustus-gene-0.11","dnal4","LASC009265","dnal4","000101F",45749,66638
"8914","augustus_masked-000101F-processed-gene-0.2","hspb11_2","LASC009267","hspb11-2","000101F",67013,67609
"8915","maker-000101F-est_gff_StringTie-gene-0.4","hmces","LASC009268","hmces","000101F",72174,87638
"8916","maker-000101F-est_gff_StringTie-gene-0.2","fpgt","LASC009266","fpgt","000101F",66851,115619
"8917","maker-000101F-est_gff_StringTie-gene-0.5","rrs1","LASC009269","rrs1","000101F",112172,144923
"8918","maker-000101F-est_gff_StringTie-gene-1.0","tmc3","LASC009270","tmc3","000101F",177488,341420
"8919","maker-000101F-est_gff_StringTie-gene-2.0","nhr-91","LASC009271","nhr-91","000101F",356245,589041
"8920","maker-000101F-augustus-gene-2.8","LASC009272","LASC009272","LASC009272","000101F",530319,531554
"8921","evm-000101F-processed-gene-3.0","tspan9_2","LASC009273","tspan9-2","000101F",632086,751546
"8922","maker-000101F-exonerate_protein2genome-gene-3.0","slc32a1","LASC009274","slc32a1","000101F",760526,781204
"8923","maker-000101F-est_gff_StringTie-gene-3.2","LASC009275","LASC009275","LASC009275","000101F",782446,786897
"8924","maker-000101F-est_gff_StringTie-gene-4.2","tut7_tut4","LASC009276","tut7-tut4","000101F",825750,922454
"8925","augustus_masked-000101F-processed-gene-4.0","nupr1","LASC009277","nupr1","000101F",944262,944471
"8926","maker-000101F-est_gff_StringTie-gene-4.1","LASC009278","LASC009278","LASC009278","000101F",985611,997265
"8927","maker-000101F-est_gff_StringTie-gene-4.3","LASC009279","LASC009279","LASC009279","000101F",1008858,1028841
"8928","evm-000101F-processed-gene-5.5","dnajc5","LASC009280","dnajc5","000101F",1090806,1132540
"8929","maker-000101F-est_gff_StringTie-gene-5.2","cdc14a","LASC009281","cdc14a","000101F",1181945,1259516
"8930","maker-000101F-exonerate_protein2genome-gene-5.5","mob3","LASC009282","mob3","000101F",1259872,1292234
"8931","maker-000101F-est_gff_StringTie-gene-5.3","LASC009283","LASC009283","LASC009283","000101F",1281715,1282472
"8932","maker-000101F-exonerate_protein2genome-gene-6.4","slc6a5_6","LASC009284","slc6a5-6","000101F",1378214,1440007
"8933","maker-000101F-est_gff_StringTie-gene-6.3","kat6b_3","LASC009285","kat6b-3","000101F",1457324,1507600
"8934","maker-000101F-est_gff_StringTie-gene-6.1","LASC009286","LASC009286","LASC009286","000101F",1567048,1574034
"8935","maker-000101F-est_gff_StringTie-gene-6.2","LASC009287","LASC009287","LASC009287","000101F",1582215,1584281
"8936","evm-000101F-processed-gene-11.25","cg32809","LASC009288","cg32809","000101F",1586748,2704100
"8937","maker-000101F-est_gff_StringTie-gene-7.0","LASC009289","LASC009289","LASC009289","000101F",1664028,1701907
"8938","maker-000101F-augustus-gene-12.7","lama2","LASC009290","lama2","000101F",2780968,2794196
"8939","maker-000101F-augustus-gene-12.8","ebh_epi-1","LASC009291","ebh-epi-1","000101F",2814078,2887792
"8940","maker-000101F-exonerate_protein2genome-gene-12.0","moe","LASC009292","moe","000101F",2909108,2977016
"8941","maker-000101F-augustus-gene-13.2","acat1-b","LASC009293","acat1-b","000101F",2988391,3140392
"8942","augustus_masked-000101F-processed-gene-13.7","t_16","LASC009294","t-16","000101F",3159068,3180052
"8943","maker-000101F-exonerate_protein2genome-gene-13.1","caf1","LASC009295","caf1","000101F",3182161,3229161
"8944","maker-000101F-est_gff_StringTie-gene-13.3","LASC009296","LASC009296","LASC009296","000101F",3187627,3187942
"8945","maker-000101F-est_gff_StringTie-gene-14.0","reps1","LASC009297","reps1","000101F",3229606,3300013
"8946","maker-000101F-est_gff_StringTie-gene-14.2","uspl1","LASC009298","uspl1","000101F",3301099,3318814
"8947","maker-000101F-exonerate_protein2genome-gene-14.3","dcakd","LASC009299","dcakd","000101F",3310186,3348493
"8948","maker-000101F-est_gff_StringTie-gene-15.0","fgfr3_fgfr2","LASC009300","fgfr3-fgfr2","000101F",3527566,3595603
"8949","maker-000101F-est_gff_StringTie-gene-15.1","LASC009301","LASC009301","LASC009301","000101F",3614298,3688932
"8950","augustus_masked-000101F-processed-gene-15.8","fzd4","LASC009302","fzd4","000101F",3722036,3723739
"8951","augustus_masked-000101F-processed-gene-16.1","pgbd4_28","LASC009303","pgbd4-28","000101F",3800557,3801690
"8952","maker-000101F-augustus-gene-16.6","mapk1","LASC009304","mapk1","000101F",3803936,3856153
"8953","maker-000101F-augustus-gene-16.4","cg32795_2","LASC009305","cg32795-2","000101F",3856404,3889934
"8954","maker-000101F-augustus-gene-16.5","cyp3a21_2","LASC009306","cyp3a21-2","000101F",3907950,3965215
"8955","maker-000101F-est_gff_StringTie-gene-17.1","cyp9b2_cyp3a21_cyp9e2","LASC009307","cyp9b2-cyp3a21-cyp9e2","000101F",3970896,4022891
"8956","maker-000101F-est_gff_StringTie-gene-17.2","cyp3a11_4","LASC009308","cyp3a11-4","000101F",4078066,4128544
"8957","maker-000101F-est_gff_StringTie-gene-17.3","rgs9bp","LASC009309","rgs9bp","000101F",4153630,4233019
"8958","maker-000101F-est_gff_StringTie-gene-18.0","sin3a_3","LASC009310","sin3a-3","000101F",4253689,4352865
"8959","evm-000101F-processed-gene-18.11","ggact","LASC009311","ggact","000101F",4366003,4390803
"8960","maker-000101F-est_gff_StringTie-gene-18.2","fastkd5","LASC009312","fastkd5","000101F",4366003,4393634
"8961","maker-000101F-exonerate_protein2genome-gene-18.3","kti12","LASC009313","kti12","000101F",4421500,4449877
"8962","maker-000101F-est_gff_StringTie-gene-19.1","prpf3","LASC009314","prpf3","000101F",4450532,4514628
"8963","maker-000101F-exonerate_protein2genome-gene-19.0","sf3a1","LASC009315","sf3a1","000101F",4525382,4607466
"8964","maker-000101F-est_gff_StringTie-gene-19.3","trpc5_2","LASC009316","trpc5-2","000101F",4653372,4661340
"8965","maker-000101F-est_gff_StringTie-gene-19.4","trpc4","LASC009317","trpc4","000101F",4666658,4683315
"8966","evm-000101F-processed-gene-21.12","acp2_7","LASC009318","acp2-7","000101F",4706456,4771575
"8967","maker-000101F-est_gff_StringTie-gene-19.5","LASC009319","LASC009319","LASC009319","000101F",4712654,4717821
"8968","maker-000101F-exonerate_protein2genome-gene-20.0","aldh1a2_2","LASC009320","aldh1a2-2","000101F",4801860,4864286
"8969","maker-000101F-augustus-gene-21.7","acpp_3","LASC009321","acpp-3","000101F",4868342,4913767
"8970","maker-000101F-est_gff_StringTie-gene-21.0","nrf-6_32","LASC009322","nrf-6-32","000101F",4918327,4984933
"8971","maker-000101F-est_gff_StringTie-gene-21.3","nrf-6_52","LASC009323","nrf-6-52","000101F",5056179,5067647
"8972","maker-000101F-est_gff_StringTie-gene-21.1","nrf-6_oacyl","LASC009324","nrf-6-oacyl","000101F",5106120,5137678
"8973","maker-000101F-est_gff_StringTie-gene-21.2","nrf-6_34","LASC009325","nrf-6-34","000101F",5153618,5189971
"8974","maker-000101F-est_gff_StringTie-gene-22.0","nrf-6_18","LASC009326","nrf-6-18","000101F",5214708,5234052
"8975","evm-000101F-processed-gene-22.0","hmcn1_7","LASC009327","hmcn1-7","000101F",5238364,5274168
"8976","maker-000101F-est_gff_StringTie-gene-22.4","nrf-6_21","LASC009328","nrf-6-21","000101F",5278697,5317627
"8977","maker-000101F-est_gff_StringTie-gene-22.1","nrf-6_56","LASC009329","nrf-6-56","000101F",5319960,5363828
"8978","maker-000101F-est_gff_StringTie-gene-22.2","LASC009330","LASC009330","LASC009330","000101F",5376184,5378282
"8979","maker-000101F-est_gff_StringTie-gene-23.0","nrf-6_15","LASC009331","nrf-6-15","000101F",5429056,5476976
"8980","maker-000101F-est_gff_StringTie-gene-23.1","at1g31730","LASC009332","at1g31730","000101F",5529819,5580531
"8981","maker-000101F-est_gff_StringTie-gene-23.2","LASC009333","LASC009333","LASC009333","000101F",5650268,5652925
"8982","evm-000101F-processed-gene-24.1","LASC009334","LASC009334","LASC009334","000101F",5734505,5736899
"8983","maker-000101F-augustus-gene-24.3","dicer1_2","LASC009335","dicer1-2","000101F",5736961,5743500
"8984","augustus_masked-000101F-processed-gene-24.91","alkbh2_141","LASC009336","alkbh2-141","000101F",5869978,5870571
"8985","augustus_masked-000101F-processed-gene-24.59","LASC009337","LASC009337","LASC009337","000101F",5946861,5947249
"8986","maker-000101F-est_gff_StringTie-gene-24.2","LASC009338","LASC009338","LASC009338","000101F",6001411,6001742
"8987","maker-000101F-exonerate_protein2genome-gene-24.1","znf282_2","LASC009339","znf282-2","000101F",6088591,6088875
"8988","maker-000101F-exonerate_protein2genome-gene-24.0","znf148","LASC009340","znf148","000101F",6111050,6111554
"8989","maker-000101F-est_gff_StringTie-gene-24.3","thap2","LASC009341","thap2","000101F",6151919,6154548
"8990","evm-000101F-processed-gene-24.0","LASC009342","LASC009342","LASC009342","000101F",6178746,6180865
"8991","maker-000288F-est_gff_StringTie-gene-4.1","LASC017128","LASC017128","LASC017128","000288F",875764,927288
"8992","evm-000288F-processed-gene-5.12","isl1","LASC017129","isl1","000288F",1092002,1260215
"8993","maker-000288F-est_gff_StringTie-gene-8.0","adamtsl5_2","LASC017130","adamtsl5-2","000288F",1471568,1846828
"8994","maker-000288F-est_gff_StringTie-gene-6.0","LASC017131","LASC017131","LASC017131","000288F",1558074,1579916
"8995","maker-000288F-est_gff_StringTie-gene-7.0","LASC017132","LASC017132","LASC017132","000288F",1746303,1746458
"8996","maker-000288F-est_gff_StringTie-gene-9.2","para_2","LASC017133","para-2","000288F",1864572,2245050
"8997","maker-000288F-exonerate_protein2genome-gene-10.1","nars","LASC017134","nars","000288F",2373583,2416273
"8998","maker-000288F-exonerate_protein2genome-gene-10.2","dhrs11_4","LASC017135","dhrs11-4","000288F",2552159,2576561
"8999","maker-000288F-est_gff_StringTie-gene-10.5","LASC017136","LASC017136","LASC017136","000288F",2621447,2643584
"9000","maker-001486F-est_gff_StringTie-gene-0.0","LASC022818","LASC022818","LASC022818","001486F",26065,31521
"9001","augustus_masked-001787F-processed-gene-0.1","alkbh2_6","LASC022850","alkbh2-6","001787F",10045,16047
"9002","evm-000889F-processed-gene-0.0","LASC022641","LASC022641","LASC022641","000889F",17268,71781
"9003","maker-000559F-est_gff_StringTie-gene-0.0","LASC021877","LASC021877","LASC021877","000559F",152426,158748
"9004","augustus_masked-000559F-processed-gene-1.28","pgbd4_34","LASC021878","pgbd4-34","000559F",530484,546293
"9005","augustus_masked-000132F-processed-gene-2.5","LASC010992","LASC010992","LASC010992","000132F",213694,214071
"9006","maker-000132F-est_gff_StringTie-gene-2.0","para_3","LASC010993","para-3","000132F",213905,510970
"9007","augustus_masked-000132F-processed-gene-2.11","LASC010994","LASC010994","LASC010994","000132F",508668,509063
"9008","maker-000132F-est_gff_StringTie-gene-2.1","aos","LASC010995","aos","000132F",551987,595221
"9009","maker-000132F-est_gff_StringTie-gene-4.0","pla2","LASC010996","pla2","000132F",975869,981514
"9010","maker-000132F-est_gff_StringTie-gene-8.1","lac_15","LASC010997","lac-15","000132F",1525845,1969086
"9011","evm-000132F-processed-gene-8.1","LASC010998","LASC010998","LASC010998","000132F",2065735,2073823
"9012","maker-000132F-exonerate_protein2genome-gene-9.5","znf268_znf91_znf84_znf658b_zfp26_znf182_znf836","LASC010999","znf268-znf91-znf84-znf658b-zfp26-znf182-znf836","000132F",2101252,2179146
"9013","maker-000132F-est_gff_StringTie-gene-9.3","LASC011000","LASC011000","LASC011000","000132F",2194387,2230228
"9014","maker-000132F-est_gff_StringTie-gene-9.2","uqcrc2","LASC011001","uqcrc2","000132F",2231685,2259970
"9015","maker-000132F-est_gff_StringTie-gene-9.4","LASC011002","LASC011002","LASC011002","000132F",2269919,2286963
"9016","maker-000132F-augustus-gene-9.17","folr3","LASC011003","folr3","000132F",2292947,2306617
"9017","evm-000132F-processed-gene-11.0","dlg1","LASC011004","dlg1","000132F",2306973,2625462
"9018","maker-000132F-est_gff_StringTie-gene-10.0","LASC011005","LASC011005","LASC011005","000132F",2366872,2392570
"9019","maker-000132F-exonerate_protein2genome-gene-11.4","ammecr1","LASC011006","ammecr1","000132F",2696184,2716101
"9020","maker-000132F-est_gff_StringTie-gene-11.3","LASC011007","LASC011007","LASC011007","000132F",2702963,2732113
"9021","evm-000132F-processed-gene-11.2","lamtor4","LASC011008","lamtor4","000132F",2732288,2750994
"9022","maker-000132F-est_gff_StringTie-gene-12.0","reck_2","LASC011009","reck-2","000132F",2789706,2919036
"9023","evm-000132F-processed-gene-12.0","phgdh","LASC011010","phgdh","000132F",2915256,2946759
"9024","maker-000132F-est_gff_StringTie-gene-12.1","LASC011011","LASC011011","LASC011011","000132F",2975516,2987690
"9025","maker-000132F-est_gff_StringTie-gene-12.2","LASC011012","LASC011012","LASC011012","000132F",2987744,2998178
"9026","maker-000132F-exonerate_protein2genome-gene-12.5","cops5_csn5","LASC011013","cops5-csn5","000132F",3000536,3017953
"9027","maker-000132F-exonerate_protein2genome-gene-13.0","slc16a10_2","LASC011014","slc16a10-2","000132F",3099126,3169423
"9028","maker-000132F-augustus-gene-13.2","syncrip","LASC011015","syncrip","000132F",3170175,3199212
"9029","evm-000132F-processed-gene-13.7","lars","LASC011016","lars","000132F",3199437,3278627
"9030","maker-000132F-exonerate_protein2genome-gene-14.4","surf4","LASC011017","surf4","000132F",3289732,3303324
"9031","maker-000132F-exonerate_protein2genome-gene-14.3","prdx6","LASC011018","prdx6","000132F",3337487,3358976
"9032","maker-000132F-est_gff_StringTie-gene-14.1","litaf_3","LASC011019","litaf-3","000132F",3408787,3422482
"9033","maker-000132F-est_gff_StringTie-gene-15.0","abtb2","LASC011020","abtb2","000132F",3424476,3575114
"9034","maker-000132F-est_gff_StringTie-gene-15.1","canx","LASC011021","canx","000132F",3599341,3636460
"9035","augustus_masked-000132F-processed-gene-15.10","ddi2","LASC011022","ddi2","000132F",3636799,3637953
"9036","maker-000132F-est_gff_StringTie-gene-17.0","plcb1","LASC011023","plcb1","000132F",3681622,4192995
"9037","maker-000132F-est_gff_StringTie-gene-18.0","plcb4","LASC011024","plcb4","000132F",4228345,4361234
"9038","maker-000132F-est_gff_StringTie-gene-18.2","efcab1_2","LASC011025","efcab1-2","000132F",4365801,4459425
"9039","maker-000132F-est_gff_StringTie-gene-18.1","LASC011026","LASC011026","LASC011026","000132F",4419910,4440327
"9040","maker-000132F-est_gff_StringTie-gene-19.2","LASC011027","LASC011027","LASC011027","000132F",4466701,4626678
"9041","maker-000132F-est_gff_StringTie-gene-19.0","LASC011028","LASC011028","LASC011028","000132F",4502073,4506523
"9042","maker-000132F-est_gff_StringTie-gene-19.1","LASC011029","LASC011029","LASC011029","000132F",4593064,4651171
"9043","maker-000132F-est_gff_StringTie-gene-19.3","mrpl37","LASC011030","mrpl37","000132F",4686260,4704119
"9044","maker-000132F-est_gff_StringTie-gene-20.1","LASC011031","LASC011031","LASC011031","000132F",4704224,4733358
"9045","maker-000132F-est_gff_StringTie-gene-20.4","LASC011032","LASC011032","LASC011032","000132F",4737731,4742732
"9046","maker-000132F-est_gff_StringTie-gene-20.2","kxd1","LASC011033","kxd1","000132F",4745977,4755759
"9047","maker-000132F-est_gff_StringTie-gene-20.5","ahctf1","LASC011034","ahctf1","000132F",4758199,4875541
"9048","maker-000132F-exonerate_protein2genome-gene-20.0","ccdc25","LASC011035","ccdc25","000132F",4884148,4900548
"9049","evm-000132F-processed-gene-21.26","cg17365","LASC011036","cg17365","000132F",4908253,5079251
"9050","maker-000132F-est_gff_StringTie-gene-21.1","fbn1_fbn2_2","LASC011037","fbn1-fbn2-2","000132F",5115070,5281366
"9051","maker-000200F-est_gff_StringTie-gene-0.0","LASC014075","LASC014075","LASC014075","000200F",96085,96635
"9052","maker-000200F-exonerate_protein2genome-gene-0.4","cryz_2","LASC014074","cryz-2","000200F",72574,105389
"9053","maker-000200F-est_gff_StringTie-gene-0.1","dpm3","LASC014076","dpm3","000200F",105583,114214
"9054","maker-000200F-est_gff_StringTie-gene-0.2","eef1akmt2_2","LASC014077","eef1akmt2-2","000200F",114411,123560
"9055","augustus_masked-000200F-processed-gene-1.0","mapk14b","LASC014078","mapk14b","000200F",123766,135762
"9056","maker-000200F-est_gff_StringTie-gene-0.3","LASC014079","LASC014079","LASC014079","000200F",137261,138947
"9057","maker-000200F-augustus-gene-1.5","mapk14","LASC014080","mapk14","000200F",141472,189958
"9058","maker-000200F-est_gff_StringTie-gene-2.1","p4ha2","LASC014081","p4ha2","000200F",338286,504646
"9059","maker-000200F-augustus-gene-2.6","LASC014082","LASC014082","LASC014082","000200F",427228,502986
"9060","maker-000200F-est_gff_StringTie-gene-2.0","LASC014083","LASC014083","LASC014083","000200F",471298,573070
"9061","maker-000200F-est_gff_StringTie-gene-3.4","LASC014084","LASC014084","LASC014084","000200F",590596,711142
