p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,scGeneName,gene_id,geneName,Chr,Start,End,product,uniprot_id,lascID,geneName_GOI,Nephila_genome_Class,Group,sc_gene_id
4.2092456025801215e-40,1.6632199322042158,0.186,0.113,1.2627736807740365e-36,ZoneB_MaSp3,spri,maker-000120F-est_gff_StringTie-gene-18.3,spri,000120F,4248743,4466264,Protein sprint,Q8MQW8,LASC010326,NA,NA,Other,maker-000120F-est-gff-StringTie-gene-18.3
7.63311332864592e-40,0.2558572940255779,0.114,0.03,2.289933998593776e-36,ZoneB_MaSp3,cg32669-slc5a12,maker-000037F-est_gff_StringTie-gene-27.1,cg32669_slc5a12,000037F,6417522,6463042,"Putative sodium-dependent multivitamin transporter,Sodium-coupled monocarboxylate transporter 2","P83740,Q49B93",LASC004598,NA,NA,Other,maker-000037F-est-gff-StringTie-gene-27.1
9.393392176854998e-40,1.4920462630661948,0.103,0.05,2.8180176530564995e-36,ZoneB_MaSp3,ank1-3,maker-001017F-est_gff_StringTie-gene-0.1,ank1_3,001017F,48366,56049,Ankyrin-1,P16157,LASC022719,NA,NA,Other,maker-001017F-est-gff-StringTie-gene-0.1
1.3532521478662661e-39,1.4518977512935685,0.132,0.092,4.059756443598798e-36,ZoneB_MaSp3,LASC004034,maker-000030F-est_gff_StringTie-gene-32.3,LASC004034,000030F,7717665,7752279,hypothetical protein,NA,LASC004034,NA,NA,Other,maker-000030F-est-gff-StringTie-gene-32.3
1.6254408944754223e-39,4.3132458714661706,0.351,0.253,4.876322683426267e-36,ZoneB_MaSp3,spats2,maker-000279F-est_gff_StringTie-gene-10.7,spats2,000279F,2294525,2334430,Spermatogenesis-associated serine-rich protein 2,Q8K1N4,LASC016940,NA,NA,Other,maker-000279F-est-gff-StringTie-gene-10.7
2.0888589516653727e-39,2.403630640182147,0.279,0.201,6.266576854996119e-36,ZoneB_MaSp3,gale,evm-000316F-processed-gene-6.14,gale,000316F,1295095,1323160,UDP-glucose 4-epimerase,Q8R059,LASC017862,NA,NA,Other,evm-000316F-processed-gene-6.14
2.6069767816194378e-39,1.190493956323163,0.118,0.082,7.820930344858313e-36,ZoneB_MaSp3,cit,maker-000260F-est_gff_StringTie-gene-7.0,cit,000260F,1564491,1643726,Citron Rho-interacting kinase,O14578,LASC016289,NA,NA,Other,maker-000260F-est-gff-StringTie-gene-7.0
3.385080244472983e-39,0.2891981122213121,0.16,0.118,1.0155240733418948e-35,ZoneB_MaSp3,nisch,maker-000050F-est_gff_StringTie-gene-11.1,nisch,000050F,2545835,2617603,Nischarin,Q9Y2I1,LASC005573,NA,NA,Other,maker-000050F-est-gff-StringTie-gene-11.1
3.8148701287704853e-39,0.7454013928075314,0.556,0.4,1.1444610386311457e-35,ZoneB_MaSp3,LASC000095,maker-000000F-est_gff_StringTie-gene-52.1,LASC000095,000000F,12415206,12458468,hypothetical protein,NA,LASC000095,NA,NA,Other,maker-000000F-est-gff-StringTie-gene-52.1
4.639118165337711e-39,2.402246890981697,0.173,0.063,1.3917354496013133e-35,ZoneB_MaSp3,mug1,maker-000007F-augustus-gene-43.1,mug1,000007F,10014382,10230884,Murinoglobulin-1,P28665,LASC001453,NA,NA,Other,maker-000007F-augustus-gene-43.1
5.35694333989044e-39,1.3520506501832212,0.125,0.124,1.607083001967132e-35,ZoneB_MaSp3,pstk,maker-000065F-est_gff_StringTie-gene-33.1,pstk,000065F,7867567,7908007,L-seryl-tRNA(Sec) kinase,Q8BP74,LASC006899,NA,NA,Other,maker-000065F-est-gff-StringTie-gene-33.1
5.994284275522971e-39,1.642337880366247,0.122,0.106,1.7982852826568912e-35,ZoneB_MaSp3,LASC018923,maker-000356F-est_gff_StringTie-gene-7.9,LASC018923,000356F,1967600,2033754,hypothetical protein,NA,LASC018923,NA,NA,Other,maker-000356F-est-gff-StringTie-gene-7.9
7.366809376974955e-39,3.9999511587437198,0.222,0.143,2.2100428130924865e-35,ZoneB_MaSp3,LASC021016,maker-000482F-est_gff_StringTie-gene-3.4,LASC021016,000482F,1050741,1067416,hypothetical protein,NA,LASC021016,NA,NA,Other,maker-000482F-est-gff-StringTie-gene-3.4
1.666932793745469e-38,1.4040072473133023,0.302,0.203,5.000798381236407e-35,ZoneB_MaSp3,atpsynd-2,maker-000126F-est_gff_StringTie-gene-21.3,atpsynd_2,000126F,5384570,5411762,ATP synthase subunit d%2C mitochondrial,Q24251,LASC010738,NA,NA,Other,maker-000126F-est-gff-StringTie-gene-21.3
1.9049175075137226e-38,4.612475926936293,0.277,0.158,5.714752522541168e-35,ZoneB_MaSp3,LASC018135,evm-000326F-processed-gene-8.10,LASC018135,000326F,2290282,2360284,hypothetical protein,NA,LASC018135,NA,NA,Other,evm-000326F-processed-gene-8.10
5.09598230374972e-38,3.1660793381737378,0.106,0.05,1.5287946911249159e-34,ZoneB_MaSp3,LASC016877,maker-000276F-est_gff_StringTie-gene-9.1,LASC016877,000276F,2074381,2117804,hypothetical protein,NA,LASC016877,NA,NA,Other,maker-000276F-est-gff-StringTie-gene-9.1
5.749495506245138e-38,1.6414834742368178,0.195,0.12,1.7248486518735416e-34,ZoneB_MaSp3,moxd1-2,maker-000013F-est_gff_StringTie-gene-23.2,moxd1_2,000013F,5497485,5572934,DBH-like monooxygenase protein 1 homolog,Q5TZ24,LASC002231,NA,NA,Other,maker-000013F-est-gff-StringTie-gene-23.2
6.006814157631976e-38,2.0665005304532844,0.162,0.132,1.802044247289593e-34,ZoneB_MaSp3,lrrc45,maker-000199F-est_gff_StringTie-gene-0.4,lrrc45,000199F,52748,114521,"Leucine-rich repeat-containing protein 45,hypothetical protein","Q8CIM1,Q96CN5",LASC014041,NA,NA,Other,maker-000199F-est-gff-StringTie-gene-0.4
6.930562030215236e-38,2.1495492201767767,0.17,0.115,2.079168609064571e-34,ZoneB_MaSp3,LASC008642,maker-000091F-est_gff_StringTie-gene-25.14,LASC008642,000091F,5842691,5923751,hypothetical protein,NA,LASC008642,NA,NA,Other,maker-000091F-est-gff-StringTie-gene-25.14
7.348759561549824e-38,1.1830121535993356,0.212,0.14,2.204627868464947e-34,ZoneB_MaSp3,eip74ef,evm-000048F-processed-gene-28.18,eip74ef,000048F,6474924,6835368,Ecdysone-induced protein 74EF isoform A,P20105,LASC005444,NA,NA,Other,evm-000048F-processed-gene-28.18
7.357029200986545e-38,2.7172534229171195,0.139,0.1,2.2071087602959635e-34,ZoneB_MaSp3,cyth1,maker-000375F-exonerate_protein2genome-gene-1.3,cyth1,000375F,190432,200888,Cytohesin-1,"P97694,Q15438",LASC019277,NA,NA,Other,maker-000375F-exonerate-protein2genome-gene-1.3
8.37876299424085e-38,1.3808230674433322,0.166,0.132,2.513628898272255e-34,ZoneB_MaSp3,LASC001895,maker-000010F-est_gff_StringTie-gene-52.3,LASC001895,000010F,12493556,12495015,"hypothetical, protein",NA,LASC001895,NA,NA,Other,maker-000010F-est-gff-StringTie-gene-52.3
9.536526196243805e-38,2.351009563137504,0.122,0.094,2.8609578588731415e-34,ZoneB_MaSp3,cpa2-3,maker-000076F-est_gff_StringTie-gene-29.1,cpa2_3,000076F,6820608,6912221,"hypothetical protein,Carboxypeptidase A2","P48052,P19222",LASC007559,NA,NA,Other,maker-000076F-est-gff-StringTie-gene-29.1
2.7231175200449296e-37,1.4487477042488663,0.17,0.132,8.169352560134789e-34,ZoneB_MaSp3,ddb2,maker-000264F-est_gff_StringTie-gene-3.1,ddb2,000264F,704666,742460,DNA damage-binding protein 2,"Q2YDS1,Q66JG1",LASC016450,NA,NA,Other,maker-000264F-est-gff-StringTie-gene-3.1
3.4405743013642583e-37,0.8933274701549845,0.114,0.093,1.0321722904092775e-33,ZoneB_MaSp3,aael003481,maker-000628F-est_gff_StringTie-gene-0.1,aael003481,000628F,15380,48641,Glycosyltransferase 25 family member,Q17FB8,LASC022252,NA,NA,Other,maker-000628F-est-gff-StringTie-gene-0.1
3.4424923696318765e-37,6.828290476488799,0.193,0.118,1.032747710889563e-33,ZoneB_MaSp3,doc2b,evm-000222F-processed-gene-13.3,doc2b,000222F,2852935,3100785,Double C2-like domain-containing protein beta,P70169,LASC015009,NA,NA,Other,evm-000222F-processed-gene-13.3
3.5631531074892454e-37,0.35777286471861613,0.579,0.429,1.0689459322467736e-33,ZoneB_MaSp3,phgdh,evm-000132F-processed-gene-12.0,phgdh,000132F,2915256,2946759,D-3-phosphoglycerate dehydrogenase,Q61753,LASC011010,NA,NA,Other,evm-000132F-processed-gene-12.0
4.127590196671653e-37,2.553645822807388,0.18,0.084,1.2382770590014958e-33,ZoneB_MaSp3,dld-dl,maker-000084F-exonerate_protein2genome-gene-1.0,dld_dl,000084F,268594,292899,"Delta-like protein D,Neurogenic locus protein delta","Q8UWJ4,P10041",LASC008166,NA,NA,Other,maker-000084F-exonerate-protein2genome-gene-1.0
5.941936557337681e-37,0.4788446827578401,0.178,0.124,1.7825809672013044e-33,ZoneB_MaSp3,casp3-casp7,maker-000223F-est_gff_StringTie-gene-13.4,casp3_casp7,000223F,3384167,3469607,"Caspase-3,Caspase-7","Q60431,P55210",LASC015059,NA,NA,Other,maker-000223F-est-gff-StringTie-gene-13.4
6.452901552248633e-37,4.22865682887973,0.124,0.066,1.93587046567459e-33,ZoneB_MaSp3,inpp1,maker-000003F-exonerate_protein2genome-gene-44.8,inpp1,000003F,10582710,10633285,Inositol polyphosphate 1-phosphatase,P49442,LASC000760,NA,NA,Other,maker-000003F-exonerate-protein2genome-gene-44.8
6.570967420793056e-37,0.8308555498857899,0.112,0.097,1.971290226237917e-33,ZoneB_MaSp3,fpgs,maker-000085F-est_gff_StringTie-gene-2.0,fpgs,000085F,439206,464181,Folylpolyglutamate synthase%2C mitochondrial,Q924L9,LASC008211,NA,NA,Other,maker-000085F-est-gff-StringTie-gene-2.0
9.568962337736266e-37,1.1416638110607966,0.14,0.104,2.8706887013208797e-33,ZoneB_MaSp3,magel2-fp-1-uspl1,maker-000078F-est_gff_StringTie-gene-0.1,magel2_fp-1_uspl1,000078F,17273,49807,"hypothetical protein,SUMO-specific isopeptidase USPL1,Foot protein 1 variant 1,MAGE-like protein 2","Q6DRC5,A1X158,Q9UJ55",LASC007685,NA,NA,Other,maker-000078F-est-gff-StringTie-gene-0.1
1.377230819534247e-36,0.29395222487662664,0.12,0.106,4.131692458602741e-33,ZoneB_MaSp3,prdm9-11,maker-000078F-augustus-gene-9.9,prdm9_11,000078F,2107002,2121038,Histone-lysine N-methyltransferase PRDM9,P0C6Y7,LASC007712,NA,NA,Other,maker-000078F-augustus-gene-9.9
2.2303302388845362e-36,2.235766599490141,0.102,0.082,6.690990716653608e-33,ZoneB_MaSp3,zfp26-8,augustus_masked-000219F-processed-gene-13.23,zfp26_8,000219F,3474831,3476438,Zinc finger protein 26,P10076,LASC014890,NA,NA,Other,augustus-masked-000219F-processed-gene-13.23
3.853584468426363e-36,0.5031117401561502,0.168,0.136,1.1560753405279089e-32,ZoneB_MaSp3,rcbtb1,maker-000027F-augustus-gene-15.7,rcbtb1,000027F,3687753,3731027,RCC1 and BTB domain-containing protein 1,Q8NDN9,LASC003691,NA,NA,Other,maker-000027F-augustus-gene-15.7
4.324300628517741e-36,1.1659105616609153,0.213,0.161,1.2972901885553225e-32,ZoneB_MaSp3,LASC020261,maker-000428F-est_gff_StringTie-gene-3.2,LASC020261,000428F,723440,746206,"hypothetical, protein",NA,LASC020261,NA,NA,Other,maker-000428F-est-gff-StringTie-gene-3.2
5.30357474254759e-36,1.8920889015803297,0.13,0.085,1.591072422764277e-32,ZoneB_MaSp3,LASC016534,evm-000266F-processed-gene-8.1,LASC016534,000266F,1847703,1863662,hypothetical protein,NA,LASC016534,NA,NA,Other,evm-000266F-processed-gene-8.1
5.351003247978368e-36,0.3848837508374565,0.125,0.125,1.6053009743935103e-32,ZoneB_MaSp3,espl1,evm-000087F-processed-gene-18.0,espl1,000087F,4239771,4407940,Separin,Q14674,LASC008367,NA,NA,Other,evm-000087F-processed-gene-18.0
7.33918291141906e-36,2.2951153709055117,0.199,0.141,2.2017548734257182e-32,ZoneB_MaSp3,v1g180167,augustus_masked-000285F-processed-gene-5.14,v1g180167,000285F,1316648,1318501,Coiled-coil domain-containing protein 22 homolog,A7RNG8,LASC017079,NA,NA,Other,augustus-masked-000285F-processed-gene-5.14
8.975091858398826e-36,2.6611501372981614,0.108,0.092,2.692527557519648e-32,ZoneB_MaSp3,nup42,maker-000260F-est_gff_StringTie-gene-7.2,nup42,000260F,1776272,1792514,Nucleoporin NUP42,"Q8CIC2,O15504",LASC016293,NA,NA,Other,maker-000260F-est-gff-StringTie-gene-7.2
9.853309497755208e-36,1.6183893165496173,0.124,0.11,2.9559928493265624e-32,ZoneB_MaSp3,msantd2-3,maker-000543F-est_gff_StringTie-gene-1.3,msantd2_3,000543F,608228,619489,Myb/SANT-like DNA-binding domain-containing protein 2,Q5ZHX5,LASC021750,NA,NA,Other,maker-000543F-est-gff-StringTie-gene-1.3
1.3000047636660574e-35,0.7282180536659357,0.113,0.093,3.9000142909981725e-32,ZoneB_MaSp3,LASC011029,maker-000132F-est_gff_StringTie-gene-19.1,LASC011029,000132F,4593064,4651171,hypothetical protein,NA,LASC011029,NA,NA,Other,maker-000132F-est-gff-StringTie-gene-19.1
1.309839303575216e-35,0.48475237981423547,0.181,0.14,3.929517910725648e-32,ZoneB_MaSp3,cav1-3,maker-000024F-augustus-gene-39.7,cav1_3,000024F,9451663,9480103,Caveolin-1,Q2QL79,LASC003460,NA,NA,Other,maker-000024F-augustus-gene-39.7
2.8542174123700723e-35,2.1031849888820098,0.222,0.133,8.562652237110217e-32,ZoneB_MaSp3,LASC005145,evm-000045F-processed-gene-8.12,LASC005145,000045F,1907676,1939866,hypothetical protein,NA,LASC005145,NA,NA,Other,evm-000045F-processed-gene-8.12
3.786958838613245e-35,1.3260257179311346,0.077,0.101,1.1360876515839736e-31,ZoneB_MaSp3,lsm11-2,maker-000022F-est_gff_StringTie-gene-28.0,lsm11_2,000022F,6719413,6730093,U7 snRNA-associated Sm-like protein LSm11,Q7T076,LASC003173,NA,NA,Other,maker-000022F-est-gff-StringTie-gene-28.0
4.0373262802642345e-35,1.5535240603060814,0.143,0.072,1.2111978840792704e-31,ZoneB_MaSp3,LASC008388,maker-000087F-est_gff_StringTie-gene-27.4,LASC008388,000087F,6502345,6598125,hypothetical protein,NA,LASC008388,NA,NA,Other,maker-000087F-est-gff-StringTie-gene-27.4
8.413794504951219e-35,0.8582547911080045,0.508,0.421,2.524138351485366e-31,ZoneB_MaSp3,LASC009843,maker-000113F-est_gff_StringTie-gene-7.0,LASC009843,000113F,1620707,1644554,hypothetical protein,NA,LASC009843,NA,NA,Other,maker-000113F-est-gff-StringTie-gene-7.0
1.1322549607070155e-34,0.31980380799534736,0.194,0.15,3.3967648821210466e-31,ZoneB_MaSp3,dhx33,maker-000166F-est_gff_StringTie-gene-16.1,dhx33,000166F,3873877,3934622,ATP-dependent RNA helicase DHX33,Q80VY9,LASC012523,NA,NA,Other,maker-000166F-est-gff-StringTie-gene-16.1
1.1992452717837163e-34,2.686786743860739,0.272,0.152,3.597735815351149e-31,ZoneB_MaSp3,acac,evm-000215F-processed-gene-3.0,acac,000215F,641821,751672,Acetyl-CoA carboxylase,P11029,LASC014692,NA,NA,Other,evm-000215F-processed-gene-3.0
1.2685240933243247e-34,2.053445040423517,0.12,0.062,3.8055722799729744e-31,ZoneB_MaSp3,fat1,evm-000227F-processed-gene-1.15,fat1,000227F,70826,266925,Protocadherin Fat 1,Q14517,LASC015134,NA,NA,Other,evm-000227F-processed-gene-1.15
1.794468267953194e-34,2.8919300149660216,0.206,0.148,5.383404803859582e-31,ZoneB_MaSp3,lhfpl2a,maker-000056F-augustus-gene-8.10,lhfpl2a,000056F,1620010,1787573,"LHFPL tetraspan subfamily member 2a protein,hypothetical protein",Q6P0C6,LASC006105,NA,NA,Other,maker-000056F-augustus-gene-8.10
1.8553106652864801e-34,1.4528555037295732,0.164,0.14,5.565931995859441e-31,ZoneB_MaSp3,jak2,maker-000007F-est_gff_StringTie-gene-48.0,jak2,000007F,11339749,11439858,Tyrosine-protein kinase JAK2,Q75R65,LASC001459,NA,NA,Other,maker-000007F-est-gff-StringTie-gene-48.0
1.9996460630805387e-34,2.4916933868629645,0.143,0.123,5.998938189241616e-31,ZoneB_MaSp3,LASC002448,maker-000015F-est_gff_StringTie-gene-18.2,LASC002448,000015F,4372301,4440548,hypothetical protein,NA,LASC002448,NA,NA,Other,maker-000015F-est-gff-StringTie-gene-18.2
3.0329816671224865e-34,4.138851070512645,0.195,0.136,9.098945001367459e-31,ZoneB_MaSp3,exoc6b,maker-000135F-est_gff_StringTie-gene-20.3,exoc6b,000135F,4817377,4892867,Exocyst complex component 6B,"A6H5Z3,Q9Y2D4",LASC011176,NA,NA,Other,maker-000135F-est-gff-StringTie-gene-20.3
3.5429211039658287e-34,1.1346640339278249,0.118,0.093,1.0628763311897485e-30,ZoneB_MaSp3,adamts9-adamts20,maker-000024F-est_gff_StringTie-gene-35.0,adamts9_adamts20,000024F,8001097,8355342,"A disintegrin and metalloproteinase with thrombospondin motifs 20,A disintegrin and metalloproteinase with thrombospondin motifs 9","P59511,Q9P2N4",LASC003442,NA,NA,Other,maker-000024F-est-gff-StringTie-gene-35.0
4.5443757021163075e-34,2.4141508173638684,0.136,0.086,1.3633127106348923e-30,ZoneB_MaSp3,oatp74d-7,maker-000047F-est_gff_StringTie-gene-16.0,oatp74d_7,000047F,3619777,3943302,Solute carrier organic anion transporter family member 74D,Q9VVH9,LASC005340,NA,NA,Other,maker-000047F-est-gff-StringTie-gene-16.0
5.68954686623286e-34,1.1985168203135839,0.173,0.146,1.706864059869858e-30,ZoneB_MaSp3,tubgcp5,maker-000259F-est_gff_StringTie-gene-6.6,tubgcp5,000259F,1461303,1527743,"Gamma-tubulin complex component 5 (Fragment),Gamma-tubulin complex component 5","Q95K09,Q8BKN5",LASC016262,NA,NA,Other,maker-000259F-est-gff-StringTie-gene-6.6
9.44169972092252e-34,0.8197460384262207,0.145,0.1,2.832509916276756e-30,ZoneB_MaSp3,mtss1-2,maker-000192F-est_gff_StringTie-gene-13.2,mtss1_2,000192F,3150467,3226892,Protein MTSS 1,O43312,LASC013781,NA,NA,Other,maker-000192F-est-gff-StringTie-gene-13.2
2.2783741174210955e-33,0.3192258898705287,0.214,0.177,6.835122352263286e-30,ZoneB_MaSp3,herc2,maker-000420F-est_gff_StringTie-gene-1.0,herc2,000420F,127226,267092,E3 ubiquitin-protein ligase HERC2,"O95714,Q4U2R1",LASC020143,NA,NA,Other,maker-000420F-est-gff-StringTie-gene-1.0
2.2845827190896273e-33,0.9916595417341458,0.131,0.104,6.853748157268882e-30,ZoneB_MaSp3,oatp74d-3,maker-000047F-est_gff_StringTie-gene-15.0,oatp74d_3,000047F,3544308,3592593,Solute carrier organic anion transporter family member 74D,Q9VVH9,LASC005339,NA,NA,Other,maker-000047F-est-gff-StringTie-gene-15.0
2.2961433466778775e-33,0.3511937255724291,0.189,0.076,6.888430040033632e-30,ZoneB_MaSp3,rut-adcy2,maker-000628F-est_gff_StringTie-gene-0.2,rut_adcy2,000628F,50103,249985,"Adenylate cyclase type 2,Ca(2+)/calmodulin-responsive adenylate cyclase","P26769,P32870",LASC022253,NA,NA,Other,maker-000628F-est-gff-StringTie-gene-0.2
2.731614043024287e-33,1.1874277242257936,0.149,0.138,8.19484212907286e-30,ZoneB_MaSp3,LASC009491,augustus_masked-000106F-processed-gene-1.4,LASC009491,000106F,200586,201773,hypothetical protein,NA,LASC009491,NA,NA,Other,augustus-masked-000106F-processed-gene-1.4
2.7600223409580116e-33,0.31272193724270636,0.41,0.291,8.280067022874034e-30,ZoneB_MaSp3,LASC020467,evm-000444F-processed-gene-3.4,LASC020467,000444F,789029,806714,hypothetical protein,NA,LASC020467,NA,NA,Other,evm-000444F-processed-gene-3.4
4.5723251412064674e-33,2.2260737657776293,0.169,0.132,1.3716975423619402e-29,ZoneB_MaSp3,suv39h2-2,evm-000090F-processed-gene-4.5,suv39h2_2,000090F,829281,926505,Histone-lysine N-methyltransferase SUV39H2,Q28CQ7,LASC008541,NA,NA,Other,evm-000090F-processed-gene-4.5
6.183505730546735e-33,0.4036973360934155,0.164,0.09,1.8550517191640204e-29,ZoneB_MaSp3,cdc42bpa-2,maker-000060F-est_gff_StringTie-gene-17.0,cdc42bpa_2,000060F,3826979,4221400,Serine/threonine-protein kinase MRCK alpha,"Q5VT25,Q3UU96",LASC006451,NA,NA,Other,maker-000060F-est-gff-StringTie-gene-17.0
6.385385517242098e-33,0.9800625604175863,0.121,0.095,1.9156156551726293e-29,ZoneB_MaSp3,lgals4,evm-000339F-processed-gene-8.31,lgals4,000339F,1967084,1995408,Galectin-4,Q8K419,LASC018502,NA,NA,Other,evm-000339F-processed-gene-8.31
6.906983578555475e-33,0.3715547799026053,0.156,0.12,2.0720950735666426e-29,ZoneB_MaSp3,clip1,evm-000093F-processed-gene-0.0,clip1,000093F,76299,149690,CAP-Gly domain-containing linker protein 1,Q9JK25,LASC008719,NA,NA,Other,evm-000093F-processed-gene-0.0
7.415454377336715e-33,0.8022490069938595,0.188,0.166,2.2246363132010146e-29,ZoneB_MaSp3,rbm42,evm-000005F-processed-gene-50.12,rbm42,000005F,12027317,12044853,RNA-binding protein 42,Q6DRG1,LASC001168,NA,NA,Other,evm-000005F-processed-gene-50.12
1.1039377724596225e-32,0.4316856314024675,0.54,0.393,3.3118133173788673e-29,ZoneB_MaSp3,rsf1-3,maker-000080F-exonerate_protein2genome-gene-30.6,rsf1_3,000080F,7183463,7186256,"RNA-binding protein Rsf1,hypothetical protein",Q24491,LASC007902,NA,NA,Other,maker-000080F-exonerate-protein2genome-gene-30.6
1.2126621233368311e-32,1.3928493610142265,0.126,0.09,3.6379863700104934e-29,ZoneB_MaSp3,LASC002071,maker-000012F-augustus-gene-19.24,LASC002071,000012F,4565772,4576780,hypothetical protein,NA,LASC002071,NA,NA,Other,maker-000012F-augustus-gene-19.24
1.33461602464528e-32,1.7604989864742748,0.133,0.109,4.0038480739358403e-29,ZoneB_MaSp3,znf32-znf214-zfp1-gl-znf786,maker-000056F-exonerate_protein2genome-gene-6.1,znf32_znf214_zfp1_gl_znf786,000056F,1519064,1525721,"Zinc finger protein 786,hypothetical protein,Zinc finger protein 1 homolog,Zinc finger protein 214,Zinc finger protein 32,Protein glass,Zinc finger protein 1","Q8N393,Q6P2D0,Q9UL59,Q80V23,P13360,P08042",LASC006104,NA,NA,Other,maker-000056F-exonerate-protein2genome-gene-6.1
1.3429759343701077e-32,1.4911652782421942,0.151,0.123,4.028927803110323e-29,ZoneB_MaSp3,kr,maker-000087F-exonerate_protein2genome-gene-23.1,kr,000087F,5434445,5435932,"Protein krueppel,hypothetical protein",P07247,LASC008377,NA,NA,Other,maker-000087F-exonerate-protein2genome-gene-23.1
1.8649812557856997e-32,0.2962749847134063,0.217,0.163,5.5949437673571e-29,ZoneB_MaSp3,cart-balat-2,maker-000239F-est_gff_StringTie-gene-1.2,cart_balat_2,000239F,130394,199134,"Carcinine transporter,Beta-alanine transporter","Q9VIK2,Q961J5",LASC015571,NA,NA,Other,maker-000239F-est-gff-StringTie-gene-1.2
2.693007182622902e-32,0.7361999547460671,0.255,0.153,8.079021547868705e-29,ZoneB_MaSp3,pdzrn4,maker-000215F-est_gff_StringTie-gene-9.0,pdzrn4,000215F,2151408,2317465,PDZ domain-containing RING finger protein 4,Q6ZMN7,LASC014708,NA,NA,Other,maker-000215F-est-gff-StringTie-gene-9.0
2.889829175126685e-32,0.5829744868633799,0.184,0.148,8.669487525380054e-29,ZoneB_MaSp3,lrp12,maker-000138F-est_gff_StringTie-gene-16.0,lrp12,000138F,3847496,3934137,"hypothetical protein,Low-density lipoprotein receptor-related protein 12",Q9Y561,LASC011316,NA,NA,Other,maker-000138F-est-gff-StringTie-gene-16.0
3.291537628367214e-32,1.1174587390043325,0.114,0.095,9.874612885101641e-29,ZoneB_MaSp3,samui-2,maker-000436F-augustus-gene-4.1,samui_2,000436F,1043267,1077006,BAG domain-containing protein Samui,Q9BLJ6,LASC020366,NA,NA,Other,maker-000436F-augustus-gene-4.1
4.3920077163536954e-32,1.280025457769554,0.202,0.119,1.3176023149061086e-28,ZoneB_MaSp3,LASC012657,maker-000168F-est_gff_StringTie-gene-18.14,LASC012657,000168F,4148852,4290358,hypothetical protein,NA,LASC012657,NA,NA,Other,maker-000168F-est-gff-StringTie-gene-18.14
5.178364211288271e-32,6.8778374381672425,0.236,0.143,1.5535092633864814e-28,ZoneB_MaSp3,stac-aex-1,maker-000085F-est_gff_StringTie-gene-7.2,stac_aex-1,000085F,1548290,1625164,"Protein unc-13 homolog 4B,C2 domain-containing protein aex-1","Q9VBY8,G5EEU3",LASC008227,NA,NA,Other,maker-000085F-est-gff-StringTie-gene-7.2
8.153852395752354e-32,1.7217266110555904,0.214,0.132,2.4461557187257063e-28,ZoneB_MaSp3,elovl4-6,evm-000163F-processed-gene-1.18,elovl4_6,000163F,318689,338603,Elongation of very long chain fatty acids protein 4,Q9EQC4,LASC012332,NA,NA,Other,evm-000163F-processed-gene-1.18
8.634161362384005e-32,2.322348715120972,0.185,0.138,2.5902484087152016e-28,ZoneB_MaSp3,lilli,maker-000075F-est_gff_StringTie-gene-19.0,lilli,000075F,4517742,4638185,"AF4/FMR2 family member 4,hypothetical protein",B3MLB7,LASC007475,NA,NA,Other,maker-000075F-est-gff-StringTie-gene-19.0
9.58220125592241e-32,0.3647086564876272,0.156,0.088,2.874660376776723e-28,ZoneB_MaSp3,LASC017687,maker-000308F-est_gff_StringTie-gene-7.1,LASC017687,000308F,1556556,1613958,hypothetical protein,NA,LASC017687,NA,NA,Other,maker-000308F-est-gff-StringTie-gene-7.1
1.8086465403777333e-31,2.195229858374157,0.216,0.165,5.4259396211332e-28,ZoneB_MaSp3,LASC010083,evm-000116F-processed-gene-21.2,LASC010083,000116F,4897828,4919759,hypothetical protein,NA,LASC010083,NA,NA,Other,evm-000116F-processed-gene-21.2
2.9847165482645285e-31,0.4117402138971631,0.139,0.128,8.954149644793586e-28,ZoneB_MaSp3,ttpal-30,evm-000069F-processed-gene-26.1,ttpal_30,000069F,5899064,6161341,Alpha-tocopherol transfer protein-like,Q5RFR0,LASC007163,NA,NA,Other,evm-000069F-processed-gene-26.1
4.078085231912225e-31,2.025800120539518,0.127,0.123,1.2234255695736676e-27,ZoneB_MaSp3,LASC014513,maker-000211F-est_gff_StringTie-gene-1.5,LASC014513,000211F,300302,305047,hypothetical protein,NA,LASC014513,NA,NA,Other,maker-000211F-est-gff-StringTie-gene-1.5
4.849127766367983e-31,0.9463194762981679,0.16,0.153,1.4547383299103949e-27,ZoneB_MaSp3,nup160,augustus_masked-000099F-processed-gene-13.7,nup160,000099F,3153099,3157310,Nuclear pore complex protein Nup160,Q9Z0W3,LASC009176,NA,NA,Other,augustus-masked-000099F-processed-gene-13.7
6.860302169430619e-31,1.6748260211764023,0.169,0.125,2.0580906508291857e-27,ZoneB_MaSp3,zbed1,maker-000088F-est_gff_StringTie-gene-15.2,zbed1,000088F,3712583,3731503,"Zinc finger BED domain-containing protein 1,hypothetical protein",O96006,LASC008437,NA,NA,Other,maker-000088F-est-gff-StringTie-gene-15.2
8.878585154643597e-31,1.565394623049361,0.073,0.103,2.663575546393079e-27,ZoneB_MaSp3,LASC016020,evm-000253F-processed-gene-0.6,LASC016020,000253F,60557,138660,hypothetical protein,NA,LASC016020,NA,NA,Other,evm-000253F-processed-gene-0.6
